"","source","target","value","energy_type"
"66",37,106,0.0437066363968464,"f_Micromonosporaceae"
"67",57,101,0.0536978456501425,"f_Mycobacteriaceae"
"68",39,67,0.337318103512798,"f_Nocardioidaceae"
"69",41,104,0.0481515562267237,"f_Oxalobacteraceae"
"70",51,86,0.10081920796987,"f_Unassigned"
"71",50,85,0.102286297903794,"f_Paenibacillaceae_1"
"72",42,102,0.0531465099491074,"f_Hyphomicrobiaceae"
"73",32,60,0.72755283410591,"f_Comamonadaceae"
"74",49,83,0.106318888640971,"f_Caulobacteraceae"
"75",53,99,0.0611199716494221,"f_Burkholderiales_incertae_sedis"
"76",41,69,0.253404511615673,"f_Oxalobacteraceae"
"77",31,79,0.130806284916843,"f_Pseudomonadaceae"
"78",35,98,0.0615537283798172,"f_Pseudonocardiaceae"
"79",45,90,0.0855764422313547,"f_Xanthomonadaceae"
"80",31,59,0.845357464906526,"f_Pseudomonadaceae"
"81",40,68,0.288892618261761,"f_Rhizobiaceae"
"82",58,103,0.0521237787498179,"f_Solirubrobacteraceae"
"83",43,73,0.203119089166162,"f_Sphingomonadaceae"
"84",43,94,0.0756126627253797,"f_Sphingomonadaceae"
"85",36,64,0.483478081743984,"f_Sinobacteraceae"
"86",33,61,0.634366151631833,"f_Streptomycetaceae"
"87",32,81,0.120598678116184,"f_Comamonadaceae"
"88",9,18,3.12994396828762,"c_Actinobacteria"
"89",12,23,0.287905271439941,"c_Bacilli"
"90",8,17,1.5077866058915,"c_Betaproteobacteria"
"91",11,25,0.106318888640971,"c_Alphaproteobacteria"
"92",14,26,0.10081920796987,"c_Cytophagia"
"93",10,19,0.597541890447968,"c_Flavobacteriia"
"94",9,27,0.0893965994744574,"c_Actinobacteria"
"95",13,24,0.113968724665853,"c_Chloroflexia"
"96",7,16,0.976163749823369,"c_Gammaproteobacteria"
"97",11,21,1.28965156505946,"c_Alphaproteobacteria"
"98",11,28,0.0811774288596123,"c_Alphaproteobacteria"
"99",9,29,0.0521237787498179,"c_Actinobacteria"
"100",11,22,0.278731751891542,"c_Alphaproteobacteria"
"101",15,30,0.0450133872338496,"c_Acidobacteria_Gp10"
"102",7,20,0.713775438635459,"c_Gammaproteobacteria"
"103",0,6,0.0450133872338496,"k_Bacteria"
"104",0,6,0.0450133872338496,"k_Bacteria"
"105",0,2,3.2714643465119,"k_Bacteria"
"106",0,2,3.2714643465119,"k_Bacteria"
"107",0,3,0.698361098417838,"k_Bacteria"
"108",0,3,0.698361098417838,"k_Bacteria"
"109",0,5,0.113968724665853,"k_Bacteria"
"110",0,5,0.113968724665853,"k_Bacteria"
"111",0,4,0.287905271439941,"k_Bacteria"
"112",0,4,0.287905271439941,"k_Bacteria"
"113",0,1,4.95360542880191,"k_Bacteria"
"114",0,1,4.95360542880191,"k_Bacteria"
