"","Proportion.removed","remain.mean","remain.sd","remain.se","weighted","Group"
"76",0.8,0.0794647201946472,0.016422907085826,0.0016422907085826,"unweighted","Group2"
"77",0.85,0.0513868613138686,0.0124893833494836,0.00124893833494836,"unweighted","Group2"
"78",0.9,0.0294890510948905,0.010699785499802,0.0010699785499802,"unweighted","Group2"
"79",0.95,0.00909975669099757,0.00589546856298013,0.000589546856298013,"unweighted","Group2"
"80",1,0,0,0,"unweighted","Group2"
"81",0.05,0.485586734693878,0.0103599147550014,0.00103599147550014,"weighted","Group3"
"82",0.1,0.451938775510204,0.0130365768005012,0.00130365768005012,"weighted","Group3"
"83",0.15,0.413928571428571,0.0153087848986515,0.00153087848986515,"weighted","Group3"
"84",0.2,0.383545918367347,0.0181089056532005,0.00181089056532005,"weighted","Group3"
"85",0.25,0.349821428571429,0.0174028370175349,0.00174028370175349,"weighted","Group3"
"86",0.3,0.319770408163265,0.0181668919907146,0.00181668919907146,"weighted","Group3"
"87",0.35,0.283775510204082,0.0178078212762084,0.00178078212762084,"weighted","Group3"
"88",0.4,0.255204081632653,0.0170103583172476,0.00170103583172476,"weighted","Group3"
"89",0.45,0.222091836734694,0.0173807829474718,0.00173807829474718,"weighted","Group3"
"90",0.5,0.197117346938776,0.0192370887062306,0.00192370887062306,"weighted","Group3"
"91",0.55,0.166683673469388,0.0150733869079761,0.00150733869079761,"weighted","Group3"
"92",0.6,0.140025510204082,0.0156076219942627,0.00156076219942627,"weighted","Group3"
"93",0.65,0.113010204081633,0.0158193186468953,0.00158193186468953,"weighted","Group3"
"94",0.7,0.0896683673469388,0.0149338665203792,0.00149338665203792,"weighted","Group3"
"95",0.75,0.0653826530612245,0.0131367105856532,0.00131367105856532,"weighted","Group3"
"96",0.8,0.0448724489795918,0.0118054820874735,0.00118054820874735,"weighted","Group3"
"97",0.85,0.02625,0.00918921904760498,0.000918921904760498,"weighted","Group3"
"98",0.9,0.0129591836734694,0.00649302792947477,0.000649302792947477,"weighted","Group3"
"99",0.95,0.00295918367346939,0.00315512548183567,0.000315512548183567,"weighted","Group3"
"100",1,0,0,0,"weighted","Group3"
"101",0.05,0.493571428571429,0.0164066973790636,0.00164066973790636,"unweighted","Group3"
"102",0.1,0.456045918367347,0.022937284844763,0.0022937284844763,"unweighted","Group3"
"103",0.15,0.417066326530612,0.0244026070040852,0.00244026070040852,"unweighted","Group3"
"104",0.2,0.383290816326531,0.0263078127797858,0.00263078127797858,"unweighted","Group3"
"105",0.25,0.344591836734694,0.0247826576168355,0.00247826576168355,"unweighted","Group3"
"106",0.3,0.318954081632653,0.0259685048483883,0.00259685048483883,"unweighted","Group3"
"107",0.35,0.28780612244898,0.0241831167897296,0.00241831167897296,"unweighted","Group3"
"108",0.4,0.255867346938775,0.0228788764763919,0.00228788764763919,"unweighted","Group3"
"109",0.45,0.223545918367347,0.0278664814414966,0.00278664814414966,"unweighted","Group3"
"110",0.5,0.192882653061224,0.0240700883857451,0.00240700883857451,"unweighted","Group3"
"111",0.55,0.16734693877551,0.0221800859676097,0.00221800859676097,"unweighted","Group3"
"112",0.6,0.138137755102041,0.0197047364542685,0.00197047364542685,"unweighted","Group3"
"113",0.65,0.115765306122449,0.0211477635147068,0.00211477635147068,"unweighted","Group3"
"114",0.7,0.094515306122449,0.0180361605711775,0.00180361605711775,"unweighted","Group3"
"115",0.75,0.0699744897959184,0.0144864665794516,0.00144864665794516,"unweighted","Group3"
"116",0.8,0.0464030612244898,0.0129960493086445,0.00129960493086445,"unweighted","Group3"
"117",0.85,0.0300510204081633,0.0109713351547863,0.00109713351547863,"unweighted","Group3"
"118",0.9,0.0146173469387755,0.00850228038375017,0.000850228038375017,"unweighted","Group3"
"119",0.95,0.00443877551020408,0.0044793712488343,0.000447937124883431,"unweighted","Group3"
"120",1,0,0,0,"unweighted","Group3"
