Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|hunanensis	3	1	4	3	5	0	0	2	0	2	1	2	0	1	0	2	0	1
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|hylomeconis	1	4	2	2	4	3	1	2	1	2	0	5	1	0	0	1	6	1
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|lutea	16	24	16	21	20	20	19	8	17	11	8	23	7	8	11	14	12	11
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|naphthae	3	7	6	18	15	6	1	0	1	1	1	2	3	3	2	1	6	5
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|panaciterrae	14	4	16	13	16	32	9	3	11	9	14	13	3	18	7	12	15	9
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|rhizophila	20	14	16	28	22	23	14	9	11	9	11	16	8	10	8	11	12	10
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|turrisvirgatae	1	1	3	3	19	7	2	0	1	5	6	4	1	3	0	5	3	4
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Unassigned	22	36	33	33	29	32	20	23	11	18	20	21	15	13	21	25	17	22
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|nepalensis	29	34	113	56	135	63	29	47	14	49	66	31	35	23	27	41	86	41
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|solisilvae	0	0	2	0	3	0	3	1	1	0	6	1	0	0	2	0	4	3
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Unassigned|Unassigned	8	4	6	0	2	0	4	8	2	1	3	4	2	1	5	5	1	5
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned|Unassigned|Unassigned	4	1	2	0	2	0	7	0	2	2	4	3	1	2	1	8	1	1
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	59	65	30	124	68	57	63	50	46	62	71	66	56	77	96	48	52	54
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Azohydromonas|Unassigned	1	1	0	0	1	1	2	0	7	14	5	0	2	5	8	5	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Azohydromonas|ureilytica	3	1	2	3	23	2	7	3	17	4	36	3	24	2	21	4	1	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|flabilis	4	0	5	1	2	0	4	17	0	34	3	14	1	1	1	2	0	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Unassigned|Unassigned	41	19	63	17	6	20	31	17	20	31	50	36	19	24	30	21	13	29
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Chitinimonas|lacunae	11	17	30	8	2	11	18	15	13	7	13	20	10	7	15	7	15	18
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Chitinimonas|Unassigned	3	1	2	1	0	2	1	2	0	2	1	4	0	2	0	1	4	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|nantongensis	7	6	5	19	6	33	15	8	11	8	12	17	6	9	6	14	11	14
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|metrosideri	2	1	2	1	2	2	1	0	4	3	3	0	1	1	0	2	1	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|pallidirosea	0	0	7	4	3	1	0	0	0	0	1	1	1	6	0	0	3	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Paraburkholderia|Unassigned	2	1	1	2	1	1	1	0	2	3	2	3	1	1	2	1	6	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Unassigned|Unassigned	10	6	4	5	4	3	8	11	8	10	14	10	11	11	9	4	14	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Paucibacter|oligotrophus	3	11	72	21	8	17	17	8	11	7	6	1	4	10	11	4	8	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|lacteus	4	0	14	1	5	15	3	4	7	7	4	1	23	7	0	3	6	3
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquabacterium|lacunae	1	0	0	1	8	0	2	4	1	3	10	0	0	0	0	1	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquabacterium|olei	28	26	47	48	69	33	63	34	45	67	54	42	51	99	101	82	70	55
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquabacterium|pictum	24	22	31	36	28	40	31	17	15	15	25	27	16	17	26	27	18	25
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquincola|amnicola	1085	734	1318	1230	1785	1105	416	305	620	666	581	438	705	912	490	639	782	682
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Aquincola|rivuli	0	1	3	4	3	11	5	4	0	2	9	4	5	3	4	4	6	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|luteola	2	2	0	2	0	7	4	0	3	3	8	3	1	1	4	3	2	3
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|soli	6	13	10	11	10	20	10	6	7	3	10	5	5	7	8	6	6	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ideonella|paludis	176	119	135	147	143	199	170	115	158	200	152	152	160	198	186	144	120	152
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ideonella|sakaiensis	8	8	18	8	3	13	3	4	6	5	5	4	6	4	11	4	4	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Piscinibacter|caeni	459	424	481	564	838	582	270	280	355	369	378	273	422	514	442	522	433	436
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Polaromonas|eurypsychrophila	75	44	52	52	53	65	32	35	49	50	56	71	42	67	59	140	62	47
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|alkalitolerans	48	66	45	41	76	70	37	18	42	38	36	54	27	35	27	43	36	28
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|monticola	3	4	9	1	0	3	2	6	2	1	4	4	0	2	3	2	2	1
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|rhizophilus	12	1	4	8	4	5	4	5	14	15	6	8	3	15	18	13	2	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter|gummiphilus	719	314	550	553	925	486	414	347	506	577	530	371	689	1108	553	608	807	564
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter|profundi	32	40	34	34	54	32	27	16	22	16	33	20	23	26	29	27	26	21
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhizobacter|Unassigned	2	1	1	1	5	2	2	1	2	1	1	1	6	0	3	3	3	3
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned|Unassigned	70	39	60	65	154	66	68	60	52	94	89	65	50	53	78	81	54	90
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|gossypii	150	143	215	214	314	220	123	227	280	165	273	133	201	169	223	188	277	278
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|robiniae	48	38	27	29	62	66	38	27	37	46	43	54	35	32	49	74	73	36
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella|ginsengisoli	88	29	45	39	95	64	15	9	31	20	14	8	46	31	20	16	30	30
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Janthinobacterium|svalbardensis	96	60	68	113	125	151	18	17	48	25	48	48	50	53	37	55	64	48
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|arvi	4	3	1	6	6	10	6	1	5	5	5	0	0	18	1	2	20	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|eurypsychrophila	60	72	60	136	71	156	36	29	68	26	75	55	46	48	44	45	96	33
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|phosphatilytica	43	32	36	35	35	46	6	7	13	16	7	5	16	28	11	13	11	21
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|psychrophila	28	42	18	50	23	86	19	10	8	11	23	178	16	19	40	7	41	13
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Unassigned	6	0	1	3	1	4	7	2	8	4	1	1	20	1	3	1	4	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum|agri	23	28	23	24	66	24	48	30	19	40	20	12	36	51	37	40	20	46
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum|denitrificans	132	167	135	149	333	165	274	201	109	200	160	82	233	220	240	190	134	249
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella|eburnea	199	103	124	362	260	366	67	49	281	179	121	127	302	498	130	191	191	152
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned|Unassigned	60	37	49	104	61	89	27	22	26	36	27	27	39	35	27	39	42	29
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Undibacterium|arcticum	25	5	11	20	34	17	1	5	15	8	2	7	15	9	8	17	31	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned|Unassigned	17	18	14	13	9	10	28	13	16	13	15	16	14	18	28	14	16	25
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Chromobacteriaceae|Unassigned|Unassigned	1	1	0	1	2	4	3	2	2	0	3	2	2	5	2	0	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Novimethylophilus|kurashikiensis	22	30	22	21	38	35	15	16	28	27	23	12	32	32	51	29	30	25
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Methylophilaceae|Pseudomethylobacillus|aquaticus	4	16	1	3	21	32	5	22	3	5	7	4	2	16	14	7	2	4
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Thiobacillaceae|Unassigned|Unassigned	2	3	2	0	1	1	3	1	1	1	5	5	6	1	4	3	2	5
Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales|Unassigned|Unassigned|Unassigned	0	2	1	0	1	1	1	0	3	1	0	2	1	0	2	0	2	5
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Niveibacterium|umoris	1	2	1	2	1	6	7	2	3	2	3	4	2	5	6	3	1	1
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Rhodocyclaceae|Oryzomicrobium|terrae	1	2	3	3	3	4	6	2	3	3	3	4	3	0	0	4	0	2
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Thauera|sinica	5	3	1	1	2	4	4	3	7	5	4	6	5	1	4	5	4	4
Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales|Zoogloeaceae|Uliginosibacterium|paludis	3	7	0	1	2	5	5	3	3	1	4	3	2	5	3	2	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	6	13	7	12	6	6	15	12	7	7	6	16	6	7	14	12	6	21
Bacteria|Proteobacteria|Deltaproteobacteria|Deltaproteobacteria_incertae_sedis|Unassigned|Dissulfurimicrobium|hydrothermale	4	4	1	2	7	3	0	0	0	1	1	0	0	1	0	0	0	2
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium|hypogeium	3	5	3	8	1	5	6	4	4	3	5	4	4	8	3	4	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Unassigned|Unassigned	5	2	0	0	0	0	1	1	0	2	1	2	0	1	4	2	0	2
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Desulfuromonas|acetoxidans	8	13	8	10	6	8	16	12	12	11	18	19	15	11	18	9	12	20
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geomonas|bemidjiensis	32	24	38	29	43	17	27	22	21	23	31	24	26	27	31	34	34	36
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geomonas|oryzae	8	3	5	8	4	6	10	3	6	7	9	6	4	8	5	4	0	3
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geomonas|Unassigned	18	17	16	13	4	16	26	24	16	11	19	34	14	17	17	12	23	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Anaeromyxobacteraceae|Anaeromyxobacter|dehalogenans	27	10	28	36	34	28	17	16	47	31	29	31	34	49	35	38	36	48
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Archangium|disciforme	3	0	4	1	2	1	2	1	3	0	4	3	1	0	2	2	2	5
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Vitiosangium|cumulatum	4	4	1	2	1	4	9	11	3	5	8	7	2	3	8	3	4	8
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Vitiosangium|subalbum	4	3	2	1	1	2	5	9	3	3	2	4	6	2	6	9	1	4
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus|aberystwythensis	1	0	1	0	2	0	1	4	1	3	3	2	1	5	0	0	2	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus|carmarthensis	6	4	0	0	0	0	3	3	1	15	1	0	0	0	1	3	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus|macrosporus	6	6	1	2	2	6	10	5	7	7	8	11	5	15	2	8	1	5
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Corallococcus|Unassigned	9	6	10	4	8	4	5	12	11	6	10	9	13	10	15	6	6	10
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Unassigned|Unassigned	1	1	4	0	4	0	3	1	0	1	1	1	1	0	0	1	2	3
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis|konarekensis	29	14	23	27	15	31	36	17	33	28	28	30	38	48	42	45	45	41
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Aetherobacter|fasciculatus	53	35	67	32	31	44	51	20	32	42	56	50	53	48	62	40	42	79
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Aetherobacter|Unassigned	7	5	3	2	1	3	7	5	3	4	5	6	1	4	3	2	3	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis|crocea	55	40	21	49	30	41	64	30	47	41	47	43	40	35	44	36	37	50
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis|persica	88	46	52	59	24	43	90	70	94	79	65	62	39	29	45	61	47	43
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Racemicystis|Unassigned	4	4	1	3	3	2	8	3	4	6	4	6	9	3	7	0	9	3
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned|Unassigned	46	64	28	38	10	157	36	24	21	52	34	48	33	15	64	31	19	21
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned|Unassigned	6	12	33	22	6	3	14	10	12	15	7	16	16	11	18	7	12	15
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	94	106	41	46	55	99	106	93	71	91	97	90	53	61	108	53	63	102
Bacteria|Proteobacteria|Gammaproteobacteria|Acidiferrobacterales|Acidiferrobacteraceae|Sulfurifustis|variabilis	2	2	1	0	0	0	3	6	1	4	4	2	0	1	5	7	0	2
Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Unassigned|Unassigned	5	0	4	3	12	6	5	1	11	8	5	4	12	9	6	10	6	3
Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Unassigned|Unassigned|Unassigned	14	7	11	13	22	11	10	6	12	17	11	7	21	21	9	9	18	15
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|fontiphilus	10	3	2	6	5	1	6	30	67	42	4	3	33	6	7	5	2	9
Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio|zantedeschiae	3	0	5	0	0	2	6	0	2	0	1	1	1	4	1	0	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Acidihalobacter|prosperus	1	0	3	0	1	2	4	3	1	2	2	2	1	0	5	1	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Spiribacter|aquaticus	3	3	2	3	0	3	3	4	3	4	0	3	1	1	2	3	0	4
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Ectothiorhodospiraceae|Unassigned|Unassigned	17	22	18	9	4	9	30	13	23	10	16	32	20	5	18	9	10	21
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Unassigned|Unassigned|Unassigned	11	11	7	9	5	8	12	9	8	6	13	10	7	6	12	10	11	6
Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Woeseiaceae|Woeseia|oceani	17	13	8	5	8	7	7	5	9	8	8	6	9	12	9	17	9	8
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Siccibacter|colletis	0	0	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Acidibacter|ferrireducens	219	202	190	168	178	188	328	199	221	217	280	294	196	221	340	279	231	320
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_incertae_sedis|Unassigned|Unassigned|Unassigned	3	4	7	11	10	5	0	4	2	3	4	5	6	7	3	4	6	5
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Nevskia|lacus	133	124	107	123	54	113	176	123	149	116	154	150	106	152	147	159	147	184
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Stenotrophobium|rhamnosiphilum	12	16	17	20	9	17	23	18	25	14	18	25	17	12	24	10	17	25
Bacteria|Proteobacteria|Gammaproteobacteria|Nevskiales|Nevskiaceae|Unassigned|Unassigned	2	5	1	7	0	6	11	4	5	5	3	7	3	2	7	6	2	11
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Unassigned|Unassigned	3	4	3	3	17	1	2	5	3	8	5	7	8	4	6	4	2	8
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|alkylphenolica	0	2	1	1	1	3	4	12	2	15	7	21	1	2	1	2	1	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|cerasi	15	20	12	24	43	22	66	83	36	198	59	177	13	11	11	19	65	30
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|indoloxydans	11	2	4	0	50	3	0	18	0	1	7	2	1	2	1	1	2	3
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|turukhanskensis	12	5	12	11	63	11	21	126	5	26	67	14	2	9	39	8	50	32
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	39	66	83	32	49	37	82	65	41	59	66	48	44	84	53	72	54	77
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Dyella|jejuensis	7	6	7	8	15	15	6	5	21	6	2	6	16	10	6	4	12	5
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Rhodanobacter|aciditrophus	0	0	2	0	2	2	0	3	0	0	2	1	1	2	2	1	2	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae|Rhodanobacter|hydrolyticus	5	5	5	4	3	3	4	5	2	0	4	2	8	3	7	3	5	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Unassigned|Unassigned|Unassigned	15	6	5	13	3	4	6	6	7	8	14	3	3	13	21	10	9	7
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|aestuarii	3	3	4	0	5	4	6	3	3	0	5	1	7	3	4	2	3	3
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|aquatica	4	1	6	6	4	8	3	2	5	2	8	5	1	3	4	2	6	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|halophila	1	1	17	5	2	0	3	1	2	2	1	1	0	0	3	1	4	3
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|subflava	7	2	1	11	7	4	4	3	2	2	3	2	3	5	1	2	5	5
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|terrae	5	5	16	5	25	6	5	6	7	10	23	5	4	7	20	9	13	16
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|Unassigned	4	7	20	31	21	11	12	5	1	5	25	14	5	16	12	13	10	15
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Coralloluteibacterium|stylophorae	7	7	8	3	12	12	9	5	3	7	4	7	2	8	8	25	2	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|padinae	1	3	0	1	2	2	5	5	3	7	3	1	3	3	4	1	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|terrae	1	4	0	1	3	4	4	4	1	4	14	14	1	0	1	0	7	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Luteimonas|Unassigned	1	3	1	3	0	0	2	2	1	1	4	2	0	3	2	1	1	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|agri	6	5	7	10	7	11	7	1	9	2	2	5	5	4	5	6	1	8
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|caseinilyticus	3	2	3	2	0	1	2	2	0	4	3	1	0	2	0	1	0	2
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|firmicutimachus	22	14	38	23	28	21	13	11	21	16	20	36	16	64	15	94	16	19
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|fragariae	15	19	29	31	31	16	11	9	27	18	14	11	13	13	16	15	13	11
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|hankyongensis	2	5	24	23	24	14	11	28	8	9	28	13	17	17	8	19	66	82
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|helvus	0	1	3	5	3	2	0	0	1	0	2	0	0	0	2	2	2	1
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|psychrotolerans	1	0	3	2	0	2	0	1	5	1	3	0	3	1	2	4	2	5
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|pythonis	4	4	0	3	4	6	4	1	2	2	6	3	2	3	4	3	4	1
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|rhizosphaerae	7	10	8	7	16	10	5	4	6	8	8	6	4	5	10	3	7	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|silvestris	26	20	16	35	18	26	13	15	20	13	15	24	19	20	19	15	18	12
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|solanacearum	1	0	0	1	1	0	1	4	1	3	19	1	3	0	0	0	3	20
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|tabacisoli	2	2	1	7	1	1	2	2	0	2	2	0	3	1	0	0	2	2
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Unassigned	19	18	17	30	25	43	10	9	24	25	29	25	18	25	28	19	17	18
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|arseniciresistens	29	15	19	27	45	11	12	34	14	27	80	29	18	7	42	20	18	18
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|sangjuensis	29	15	17	31	30	126	20	7	27	20	24	32	19	19	31	19	17	29
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Unassigned|Unassigned	16	17	42	60	66	19	32	20	26	27	25	21	43	64	25	40	31	17
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	158	181	91	102	94	113	197	148	162	133	167	158	204	136	181	168	146	208
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Sphaerochaetaceae|Pleomorphochaeta|naphthae	4	1	6	2	7	2	6	2	6	3	6	4	1	10	8	9	5	13
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Unassigned|Unassigned	2	2	3	7	6	2	3	7	5	13	8	5	4	10	4	8	1	9
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	41	58	23	32	32	36	58	50	50	43	54	58	70	34	38	35	45	35
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Geminisphaera|colitermitum	0	0	1	2	1	3	2	0	7	3	10	8	9	6	7	3	5	3
