"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"1769","KO3",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"1777","KO5",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"1820","KO2",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1822","KO1",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1823","WT5",0,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1824","OE2",0,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1825","KO3",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1829","WT6",0,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1831","KO6",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1833","KO4",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1835","KO5",0,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Other"
"1838","WT3",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1841","OE1",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1842","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1844","OE4",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1848","WT6",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1851","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1852","OE2",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1853","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1854","KO1",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1871","KO4",0,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"1875","WT3",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Other"
"1879","WT2",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Other"
"1880","KO5",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Other"
"1890","WT5",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Other"
"1905","WT1",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"1927","WT5",0,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1928","OE6",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1929","OE4",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1930","KO6",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1932","KO2",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1933","WT6",0,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1934","WT1",0,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1935","WT2",0,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1936","KO4",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1937","OE2",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1938","KO3",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1939","OE3",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1940","OE5",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1941","OE1",0,"OE","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1942","KO5",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1943","KO1",0,"KO","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"1944","WT4",0,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Other"
"2018","OE4",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2023","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2027","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2034","KO4",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2054","OE6",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"2056","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"2069","OE3",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"2179","OE5",0,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2180","KO5",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2181","OE4",0,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2184","WT4",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2186","OE3",0,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2189","KO4",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2192","KO3",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2194","WT5",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2196","KO6",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"2216","KO6",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2217","KO5",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2220","KO4",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2228","OE4",0,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2230","WT2",0,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2231","KO3",0,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Other"
"2244","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Other"
"2248","KO5",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Other"
"2321","KO3",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Other"
"2342","KO4",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2355","KO6",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2363","OE3",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2365","WT3",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2369","KO4",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2370","OE6",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2372","KO2",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Other"
"2395","KO3",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2396","KO5",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2398","KO4",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2403","OE4",0,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2408","KO6",0,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2411","WT6",0,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Other"
"2485","WT3",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2487","OE5",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2488","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2489","OE6",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2491","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2492","WT5",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2493","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2494","OE3",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2495","WT2",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2496","WT6",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2497","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2499","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2500","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2501","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2502","OE4",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2557","OE2",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2558","OE5",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2560","WT5",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2561","KO4",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2562","WT1",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2563","WT4",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2564","OE6",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2565","WT3",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2566","OE1",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2567","WT2",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2568","KO1",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2569","WT6",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2570","OE3",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2571","KO2",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2572","KO5",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2573","KO6",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2656","WT2",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Other"
"2666","WT1",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2668","OE6",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2671","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2674","KO1",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2677","OE3",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2680","KO3",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2681","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"2702","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2706","OE4",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2716","OE5",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2722","KO4",0,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"2773","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2776","WT5",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2778","WT3",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2779","WT1",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2787","OE5",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2788","OE3",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2789","KO3",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2809","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2810","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2811","WT5",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2815","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2817","KO4",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2818","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2824","WT2",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2825","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Other"
"2906","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2908","OE6",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2912","WT2",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2914","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3037","WT2",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Other"
"3043","OE6",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3047","OE1",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3052","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3056","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3057","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3058","OE4",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3060","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3117","KO4",0,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"3118","WT6",0,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"3120","WT5",0,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"3126","KO1",0,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"3132","WT2",0,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"3140","KO5",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"3146","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"3171","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3173","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3174","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3177","OE3",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3181","WT3",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3182","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3183","OE4",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3185","WT2",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3186","KO3",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3187","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"3188","OE2",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"3191","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
