"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"1562","OE1",0.323704411628696,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"3404","WT1",0.323538062515041,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2461","KO1",0.321978815599422,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2540","OE5",0.321176647155936,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2881","WT1",0.318190325944544,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2544","KO4",0.317535296278801,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1545","WT4",0.316918576304242,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"972","KO1",0.315960519980741,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2868","KO1",0.315960519980741,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"1975","KO5",0.315789473684211,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2456","KO2",0.315483603154836,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"3322","WT5",0.314800981752214,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"142","OE2",0.313366276967579,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"270","KO2",0.312716203127162,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"563","KO2",0.312716203127162,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"1746","KO4",0.312286778984937,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"134","OE5",0.312171694431938,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"3414","OE6",0.312022215981778,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3324","OE3",0.311850311850312,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"711","KO6",0.311265089590213,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2326","WT1",0.310168721088799,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"968","WT3",0.308971098898094,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1706","OE6",0.30890199382196,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Other"
"2933","OE1",0.308289915836853,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"776","OE4",0.306599477870196,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"3083","WT1",0.304820984518303,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2692","WT2",0.304790684346263,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"1540","WT5",0.3041297620318,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2867","KO4",0.301789744397208,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"2539","KO3",0.30037739724269,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2918","WT1",0.299473247947806,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"433","WT5",0.298794152171593,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"3321","KO1",0.297905633124699,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"3415","KO1",0.297905633124699,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2143","OE3",0.297412797412797,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"1539","WT3",0.295299811336232,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"1215","KO5",0.295250320924262,"KO","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Other"
"2695","KO5",0.295250320924262,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"3314","OE5",0.294161788983941,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"3626","OE5",0.294161788983941,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"2450","WT1",0.29412551137731,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2829","OE6",0.293300883022871,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"1965","WT6",0.293042262608883,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"255","KO3",0.292675412698005,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"2898","OE4",0.291421285896424,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1306","OE5",0.291160138075942,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"3243","KO5",0.290115532734275,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"2928","KO3",0.290108084516444,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2547","WT3",0.289831296311487,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2884","WT3",0.289831296311487,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1421","OE1",0.289792520886642,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Other"
"3095","OE5",0.288158487167942,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1977","WT5",0.288122932451179,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2804","KO5",0.287548138639281,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"963","WT1",0.286103906521565,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1095","WT5",0.285455127521076,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"2110","OE5",0.285156836259943,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3238","KO2",0.285042202850422,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2254","WT4",0.284414106939704,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Other"
"2206","WT3",0.284362781286742,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2872","KO6",0.284198560060629,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"1503","OE1",0.283626722569905,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"1697","KO1",0.282859894077997,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Other"
"2554","OE4",0.282314370712161,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2213","OE5",0.282155185351944,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2752","OE6",0.2808199943836,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"3252","KO4",0.28079567522175,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"948","OE1",0.280543823411536,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"1082","KO3",0.279838771790198,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"3341","OE1",0.277460924253168,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Other"
"947","OE2",0.277208629625166,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"3256","WT6",0.27691149585977,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"322","WT6",0.27691149585977,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2122","KO1",0.276841598459316,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3328","OE4",0.276243093922652,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"2866","KO3",0.274704115427075,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"140","WT6",0.274223034734918,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"1557","WT6",0.274223034734918,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"781","OE2",0.274195492346631,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"3226","OE2",0.274195492346631,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1524","KO1",0.273832450649976,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2454","WT3",0.273425751237252,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"2205","WT1",0.272734565095323,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"2551","WT1",0.272734565095323,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"191","KO5",0.27214377406932,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"572","OE1",0.271295125936431,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"944","KO2",0.271205202712052,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"2542","OE2",0.271182355068097,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"3309","OE2",0.271182355068097,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"2737","KO4",0.270298640634021,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"13","OE4",0.270171817133143,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"380","OE5",0.270148581719946,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"2149","WT1",0.270060696810075,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"99","KO5",0.269576379974326,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2553","OE3",0.268537768537769,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2889","OE3",0.268537768537769,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2137","OE6",0.268339105744329,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Other"
"3418","WT3",0.267957236212506,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"778","WT1",0.267386828524827,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"1971","OE4",0.267136178738389,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"575","WT2",0.265714955583922,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"570","WT3",0.265222978700134,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"2157","KO4",0.265050123340156,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"2747","KO3",0.264434802700829,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"2305","WT5",0.264112688080248,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Other"
"2147","OE4",0.264100540343634,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"3419","WT2",0.263109906999766,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"1538","WT2",0.263109906999766,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2894","KO6",0.262545336436962,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"556","OE2",0.262142943232494,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"705","OE2",0.262142943232494,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"2323","OE2",0.262142943232494,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2109","OE6",0.262098661424693,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2891","WT5",0.261444883150144,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"1969","OE5",0.261143628995948,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"136","OE4",0.26106490194888,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"1531","OE4",0.26106490194888,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"384","WT4",0.260035754916301,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Other"
"1739","KO5",0.259306803594352,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"2897","KO1",0.258786711603274,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2526","KO5",0.256739409499358,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"2962","OE1",0.255880630144588,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Other"
"3347","OE6",0.255858217105058,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Other"
"1312","WT4",0.254618343355545,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"2335","WT4",0.254618343355545,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1045","WT3",0.254285948650644,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3257","KO3",0.254165489974583,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"567","OE6",0.25273799494524,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"2932","KO2",0.251833402518334,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"1297","KO6",0.251718724625129,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"3540","WT3",0.251551691138271,"WT","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Other"
"310","WT5",0.25077366342973,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3320","WT6",0.250026884611249,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"1303","KO1",0.249759268175253,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"491","KO5",0.249037227214377,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Other"
"2042","KO6",0.24901207167217,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2036","OE2",0.247077256839822,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"1097","KO4",0.246680312811631,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"534","OE6",0.246497550625605,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Other"
"2008","OE6",0.246497550625605,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Other"
"2145","WT4",0.24649222601441,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"1695","KO3",0.246463505429899,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Other"
"143","WT1",0.245995882242841,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"1682","WT5",0.245438053569523,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Other"
"2552","WT2",0.244874566910673,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2152","WT6",0.244649962361544,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"2686","KO2",0.243531202435312,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"128","OE3",0.242550242550243,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"1522","WT6",0.241961501236692,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"2689","KO4",0.241431795517766,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"2111","WT3",0.240614661088781,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1052","OE1",0.240466134352745,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3411","OE1",0.240466134352745,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2607","OE4",0.236779794790844,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"3533","OE1",0.234300336036008,"OE","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Other"
"2449","OE5",0.234128770823953,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"942","OE6",0.234016661986333,"OE","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"2838","KO4",0.23355901957697,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"1059","KO2",0.232461602324616,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1550","WT3",0.232411888551664,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"1299","WT6",0.231207656737284,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"620","KO4",0.230934760930037,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Other"
"138","WT5",0.229431223988902,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Other"
"2158","WT5",0.229431223988902,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Other"
"1048","OE2",0.228998433168615,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1346","OE1",0.228134537719271,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp17","Unassigned","Unassigned","Other"
"1616","OE1",0.228134537719271,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Other"
"2115","OE1",0.228134537719271,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3545","OE6",0.227776217666698,"OE","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Other"
"1535","WT1",0.227278804246103,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2604","WT1",0.227278804246103,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"307","WT3",0.226943373526919,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3778","KO2",0.226926802269268,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2833","WT2",0.22663922682158,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"2336","KO1",0.22568608570053,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"3248","WT4",0.224822579771385,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"957","OE6",0.22465599550688,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1620","OE6",0.22465599550688,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Other"
"2414","OE6",0.22465599550688,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Other"
"954","KO6",0.224652195095545,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Other"
"2876","KO2",0.224159402241594,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"2594","WT5",0.224095614128695,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Other"
"190","KO4",0.223061984989241,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Other"
"3330","KO4",0.223061984989241,"KO","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"2754","OE2",0.222972158611546,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"1534","OE3",0.222337722337722,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2117","KO6",0.221945542142586,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1966","WT1",0.221931067675606,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"3249","WT2",0.221429129653268,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"2339","KO2",0.22139200221392,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"3420","KO2",0.22139200221392,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2954","WT4",0.219405168210629,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Other"
"2549","KO6",0.219238889189628,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Other"
"2970","KO6",0.219238889189628,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Other"
"965","OE1",0.218885840244166,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"443","WT2",0.218824081069112,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"3250","WT3",0.218740600989801,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"3315","WT3",0.218740600989801,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Other"
"559","OE4",0.218565964422318,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Other"
"312","OE6",0.218415551187245,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2802","OE6",0.218415551187245,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"1311","OE2",0.216945884054478,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Other"
"1509","KO6",0.21653223623667,"KO","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Herpetosiphonaceae","Other"
"2333","KO6",0.21653223623667,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1563","OE5",0.216118865375957,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Other"
"3258","OE5",0.216118865375957,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
"315","KO3",0.215655567251162,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"2865","WT4",0.213987756649873,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Other"
"2683","WT1",0.213909462819861,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Other"
"3244","WT1",0.213909462819861,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Other"
