"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"1156","WT3",0.106636042982528,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"520","OE4",0.106247343816405,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"129","WT4",0.105639525434747,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"141","KO1",0.105320173326914,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1362","KO3",0.105260455444019,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"553","WT1",0.104280863124682,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1611","WT1",0.104280863124682,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"837","WT5",0.104044392274037,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1607","WT3",0.103901785470156,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1066","OE6",0.102967331273987,"OE","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1615","OE6",0.102967331273987,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"631","WT4",0.102930819654369,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"10","WT4",0.102930819654369,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"154","KO6",0.102852812212418,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"139","KO2",0.102393801023938,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1534","KO2",0.102393801023938,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1612","KO2",0.102393801023938,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1098","KO1",0.102311025517573,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"146","WT6",0.102161522744381,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"419","WT6",0.102161522744381,"WT","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"632","OE1",0.101735672226161,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1025","OE1",0.101735672226161,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1136","OE1",0.101735672226161,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"428","WT3",0.101167527957783,"WT","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"1017","WT3",0.101167527957783,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"218","OE3",0.101062601062601,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"759","OE3",0.101062601062601,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"846","OE3",0.101062601062601,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1149","OE3",0.101062601062601,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1166","WT4",0.100222113873991,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1644","OE6",0.0998471091141689,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"223","KO1",0.099301877708233,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1651","KO1",0.099301877708233,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"899","OE5",0.0990544799639802,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"840","WT2",0.0989918461979316,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"693","OE3",0.0981750981750982,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1069","OE3",0.0981750981750982,"OE","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"877","KO3",0.0975584708993351,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1169","KO4",0.0970975699364929,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"323","KO2",0.09685900096859,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"874","OE6",0.0967268869543512,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"617","WT2",0.0963867976137755,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"638","WT3",0.095699012933038,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1642","WT3",0.095699012933038,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1355","KO5",0.0949935815147625,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"898","WT4",0.0948047023132347,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1735","WT4",0.0948047023132347,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"838","KO4",0.0944733112895607,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"786","OE4",0.0941047902373869,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"11","WT1",0.0935853899836894,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1011","WT5",0.0933731725536229,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1458","KO5",0.0924261874197689,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"648","KO3",0.0924238145362122,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"831","KO3",0.0924238145362122,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"295","OE3",0.0924000924000924,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"613","OE3",0.0924000924000924,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1163","OE3",0.0924000924000924,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1152","WT4",0.0920959965328566,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"760","WT4",0.0920959965328566,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"656","KO6",0.0920262004005847,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"897","KO6",0.0920262004005846,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1605","KO6",0.0920262004005846,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"949","KO4",0.0918490526426285,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"397","WT2",0.0911767004454633,"WT","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Other"
"620","OE6",0.0904864426347156,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"794","OE6",0.0904864426347156,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"623","WT3",0.090230497908293,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"894","KO5",0.0898587933247754,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"793","KO3",0.0898564863546507,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"345","OE1",0.0894040755926874,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"476","WT4",0.0893872907524785,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"836","WT4",0.0893872907524785,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1656","KO6",0.0893195474476263,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"625","WT6",0.0887192171201204,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"848","WT6",0.0887192171201204,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1084","WT6",0.0887192171201204,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1610","WT2",0.0885716518613072,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1096","OE4",0.0880335134478781,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"416","OE6",0.0873662204748978,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"1022","KO1",0.0872652864708715,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1070","KO1",0.0872652864708715,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"688","OE5",0.0870478763319826,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1449","OE5",0.0870478763319826,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"53","OE1",0.0863211764343188,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"415","OE1",0.0863211764343188,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"362","WT6",0.0860307559952683,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"938","WT2",0.0859666032771511,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"998","KO2",0.085789400857894,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"893","WT1",0.0855637851279446,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1020","WT1",0.0855637851279446,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"762","WT5",0.0853697577633123,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1532","WT5",0.0853697577633123,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"422","OE4",0.0849978750531237,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"1162","OE4",0.0849978750531237,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"9","KO5",0.0847240051347882,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"7","KO3",0.0847218299915278,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"622","OE2",0.0843678437989635,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1618","OE5",0.0840462254239832,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1537","OE3",0.0837375837375837,"OE","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1604","WT6",0.0833422948704162,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"417","WT1",0.0828899168426963,"WT","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"17","WT5",0.0827019528332088,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"158","WT5",0.0827019528332088,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1075","WT5",0.0827019528332088,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1352","WT5",0.0827019528332088,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"885","WT3",0.0820277253711755,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"306","OE4",0.0819622366583693,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"829","OE4",0.0819622366583693,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1079","OE4",0.0819622366583693,"OE","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"150","OE2",0.0813547065204291,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1543","OE2",0.0813547065204291,"OE","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"313","KO4",0.0813520180548995,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"881","KO4",0.0813520180548995,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"805","WT4",0.0812611734113441,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"832","KO1",0.0812469908521907,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1460","KO1",0.0812469908521907,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"945","KO6",0.0811995885887511,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1757","OE6",0.0811257761552623,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1805","OE5",0.0810445745159838,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1010","WT2",0.0807565061088389,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1763","KO2",0.080254600802546,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"480","KO2",0.080254600802546,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1080","KO2",0.080254600802546,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"636","WT1",0.0802160485574481,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1540","OE1",0.0801553781175818,"OE","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1617","WT5",0.0800341479031053,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"479","WT3",0.0792934678588029,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"807","WT3",0.0792934678588029,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1065","WT3",0.0792934678588029,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"701","OE2",0.0783415692418947,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"808","OE2",0.0783415692418947,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"872","OE2",0.0783415692418947,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1167","OE2",0.0783415692418947,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"299","KO1",0.0782378430428503,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1620","KO1",0.0782378430428503,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"761","WT2",0.0781514575246828,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1462","OE6",0.0780055539954445,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"634","OE3",0.077962577962578,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1758","OE3",0.077962577962578,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"651","WT5",0.0773663429730018,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"178","KO3",0.0770198454468435,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"309","KO3",0.0770198454468435,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1145","OE4",0.0758909598688604,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"58","WT4",0.0758437618505878,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1654","WT4",0.0758437618505878,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"307","KO6",0.0757862826828344,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"482","WT2",0.0755464089405267,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1147","WT2",0.0755464089405267,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1012","OE2",0.0753284319633603,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1816","OE2",0.0753284319633603,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"650","OE3",0.0750750750750751,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1313","OE5",0.075041272699985,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1445","OE6",0.0748853318356267,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"485","WT1",0.0748683119869515,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1548","WT1",0.0748683119869515,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"351","KO3",0.074452517265282,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"633","KO6",0.073079629729876,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"478","WT6",0.0725884503710076,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"635","WT6",0.0725884503710076,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1450","WT6",0.0725884503710076,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1466","OE2",0.0723152946848259,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1138","OE2",0.0723152946848258,"OE","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"618","WT1",0.0721944437017033,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1071","WT1",0.0721944437017033,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1154","OE5",0.0720396217919856,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1018","KO2",0.071952400719524,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1647","KO2",0.071952400719524,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1645","KO3",0.0718851890837206,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"159","OE6",0.0717651096758089,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1081","OE6",0.0717651096758089,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1297","OE1",0.0709066806424762,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1619","OE1",0.0709066806424762,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1754","KO4",0.0708549834671705,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1155","WT2",0.0703363117722145,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"641","OE4",0.0698196830793516,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1603","OE4",0.0698196830793516,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"691","WT1",0.069520575416455,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"895","WT5",0.0693629281826913,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1148","WT5",0.0693629281826913,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"160","KO3",0.0693178609021591,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Other"
"1026","OE3",0.0693000693000693,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"630","KO1",0.0692103996148291,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"301","KO2",0.06918500069185,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"642","WT2",0.0677312631880585,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"891","WT2",0.0677312631880585,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1801","WT2",0.0677312631880585,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"773","KO6",0.0676663238239593,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"871","KO6",0.0676663238239593,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1068","KO6",0.0676663238239593,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1288","KO6",0.0676663238239593,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1476","KO6",0.0676663238239593,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1009","OE4",0.0667840446845972,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1260","KO3",0.0667505327205977,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"866","WT5",0.0666951232525878,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"454","OE3",0.0664125664125664,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"809","OE3",0.0664125664125664,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1467","OE3",0.0664125664125664,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"645","KO1",0.0662012518054887,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1013","OE5",0.0660363199759868,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"116","KO4",0.065606466173306,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"802","KO4",0.065606466173306,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"896","KO4",0.065606466173306,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1248","OE6",0.0655246653561734,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"835","KO6",0.0649596708710009,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1468","OE1",0.0647408823257391,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1812","OE1",0.0647408823257391,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1159","KO5",0.0641848523748395,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"841","WT1",0.0641728388459585,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"692","OE4",0.0637484062898427,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1073","OE2",0.0632758828492226,"OE","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"426","OE2",0.0632758828492226,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"1211","OE2",0.0632758828492226,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1606","OE2",0.0632758828492226,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"654","KO1",0.0631921039961483,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"800","KO1",0.0631921039961483,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"810","OE5",0.0630346690679874,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1086","OE5",0.0630346690679874,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1464","OE5",0.0630346690679874,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1453","WT3",0.0628879227845679,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"696","WT2",0.0625211660197463,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"796","WT2",0.0625211660197463,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1144","WT6",0.0618346058715991,"WT","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"331","WT6",0.0618346058715991,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"370","OE1",0.0616579831673706,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"804","OE1",0.0616579831673706,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1157","OE1",0.0616579831673706,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1451","OE1",0.0616579831673706,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"627","OE4",0.0607127678950883,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"118","OE3",0.0606375606375606,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"472","OE3",0.0606375606375606,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"763","KO4",0.0603579488794416,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"619","KO4",0.0603579488794416,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1067","WT2",0.0599161174355902,"WT","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1308","WT4",0.059591527168319,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"698","OE6",0.0592842210365378,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1008","OE6",0.0592842210365378,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1300","WT6",0.059146144746747,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"951","KO5",0.0590500641848524,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1711","KO5",0.0590500641848524,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1001","OE3",0.0577500577500578,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1803","OE3",0.0577500577500578,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"797","OE4",0.0576771295003339,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1542","WT3",0.0574194077598228,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"995","KO6",0.0568397120121258,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1014","KO6",0.0568397120121258,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1087","KO6",0.0568397120121258,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1164","KO6",0.0568397120121258,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"166","KO5",0.0564826700898588,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1290","KO5",0.0564826700898588,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1748","WT6",0.0564576836218948,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1170","OE6",0.05616399887672,"OE","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
