"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"1111","OE4",2.35261975593467,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae"
"1672","KO6",2.35208141612082,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1843","WT5",2.33966492370078,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"579","KO4",2.33296593712276,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"1116","OE1",2.3121743687764,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae"
"1696","OE1",2.29367697382619,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae"
"1708","KO4",2.26998372959639,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae"
"1774","KO3",2.26951811250032,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae"
"737","OE2",2.26889237073641,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"183","WT1",2.25674483274954,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"964","KO5",2.24390243902439,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae"
"736","KO4",2.22012281530468,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"727","OE1",2.21968739402534,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"241","WT3",2.20928006999699,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1840","WT3",2.20654581248462,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"1433","OE3",2.2031647031647,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"1841","KO1",2.18163216177179,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"730","KO2",2.18071122180711,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1845","KO3",2.16682498523786,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"190","WT2",2.11269440175059,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"242","OE4",2.10066176917006,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1435","KO2",2.09768922097689,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"1439","OE1",2.08403983105713,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"187","OE4",2.08244793880153,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1839","OE3",2.07033957033957,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"1846","WT2",2.052778284315,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"1424","WT1",2.03213989678868,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"1426","WT3",2.02061630164329,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"1699","KO6",2.01916310290695,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae"
"594","OE5",1.9990995047276,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"734","WT6",1.97333046564147,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"731","OE5",1.96608134473961,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1664","WT4",1.94755945609188,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"733","OE6",1.94389840556648,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"246","WT2",1.92513090369135,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"583","KO6",1.91089698478861,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"244","KO6",1.8919504141179,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"239","WT4",1.88796792892356,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"181","OE3",1.87398937398937,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"97","OE4",1.86084633598446,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"584","WT4",1.82025028441411,"WT","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"1851","OE4",1.81227612166839,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"252","OE3",1.7960267960268,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1660","OE6",1.77540640893632,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1847","OE2",1.77172471977823,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"587","OE6",1.76292552029704,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"1853","OE1",1.74800382279496,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"249","OE5",1.73795587573165,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1661","KO1",1.72123254694271,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1667","WT5",1.70472735033614,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"586","KO2",1.69918361699184,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"1657","KO2",1.69364881693649,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1666","OE5",1.68992946120366,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"248","KO4",1.6769012753897,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1198","OE1",1.67093134383574,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"251","KO1",1.67007703418392,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"738","OE4",1.66352984032542,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"726","WT3",1.63782024991114,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"243","WT5",1.62736100736314,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"93","OE3",1.61988911988912,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1850","WT1",1.6176903125752,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"235","WT6",1.60232283041187,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1594","KO5",1.59691912708601,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae"
"240","OE1",1.58461016740142,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1838","KO2",1.56911581569116,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Other"
"250","WT1",1.53212652744726,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"735","WT5",1.5233166150891,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1673","WT2",1.48487769296897,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"237","OE2",1.4794504037604,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"585","OE1",1.45821130190831,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"728","WT4",1.45457500406306,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1674","OE4",1.44799951429786,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"590","KO1",1.44740009629273,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae"
"1669","OE1",1.430465209483,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1663","WT6",1.41950747392193,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"721","WT2",1.39891108969182,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"272","KO6",1.38039300600877,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"283","KO5",1.36842105263158,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"247","KO3",1.34014531077508,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1662","OE2",1.33783295166928,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"95","OE2",1.31674099071954,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"723","OE3",1.31092631092631,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"282","KO1",1.30296100144439,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"236","OE6",1.29177197416456,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"732","WT1",1.27276130377818,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"716","WT5",1.22985807277772,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"929","KO2",1.21765601217656,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1658","WT3",1.20580756295628,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1205","OE4",1.18997025074373,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"920","OE2",1.17512353862842,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"284","OE5",1.17364550502777,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1668","OE3",1.14922614922615,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"280","KO3",1.10395111807142,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"277","KO4",1.09956437306461,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"718","OE2",1.09376883210799,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"1278","KO6",1.07995452823039,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"274","KO2",1.07375121073751,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"817","WT2",1.07328001667231,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1693","KO5",1.06803594351733,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae"
"827","WT1",1.06152570924356,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1191","OE2",1.05158491020851,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1670","WT1",1.02943928982058,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Other"
"1526","OE1",1.02660541973672,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"238","KO2",1.01286841012868,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"928","WT6",1.00279599956985,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"279","WT2",1.00033865631594,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"107","KO1",0.999037072701011,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"102","OE5",0.981539846915804,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"921","WT3",0.965192901867498,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"273","OE1",0.955698739094244,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"717","OE5",0.954524988743809,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"287","WT5",0.933731725536229,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"935","OE5",0.930511781479814,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"814","WT5",0.917724895955608,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"936","WT4",0.904707730646297,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"285","WT6",0.903322937950317,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"919","KO3",0.895997535364946,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"932","OE6",0.892383537707885,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"271","WT4",0.87220326128176,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"925","OE3",0.866250866250866,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"821","KO2",0.866196208661962,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"286","OE2",0.864770398939376,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"278","OE6",0.864301538269525,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"923","OE1",0.863211764343188,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1273","KO5",0.847240051347882,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1281","OE2",0.8406653007111,"OE","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"720","WT6",0.838799870953866,"WT","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"105","KO2",0.835754808357548,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1266","KO4",0.834514249724453,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"934","KO4",0.831889991077521,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"99","KO6",0.822822497699345,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"927","KO1",0.806451612903226,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"276","WT3",0.790200421075657,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"1274","OE5",0.789434188803842,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"930","OE4",0.786230344241394,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1267","WT4",0.785524676309659,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"825","WT3",0.784731906050912,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1269","WT5",0.762992210009604,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"599","OE2",0.756297456912137,"OE","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Other"
"815","OE4",0.75587396029385,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1193","KO3",0.754794485379066,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"275","WT1",0.746009251584267,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"288","OE4",0.740695768320078,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"926","WT5",0.733646355778465,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"818","OE1",0.730647100533341,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1517","OE6",0.73013198539736,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"823","WT4",0.728641854921718,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1528","WT3",0.727312498291089,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"1206","OE6",0.727011763237543,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1262","WT2",0.705968166306302,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1275","KO2",0.700152207001522,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"922","WT2",0.698153020553833,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"505","OE1",0.693652310632919,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"1263","KO1",0.68307655272027,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"924","WT1",0.681836412738308,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"601","OE6",0.658366875721551,"OE","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Other"
"1203","KO6",0.652303361662968,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"820","KO4",0.648191885792264,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"603","KO2",0.642036806420368,"KO","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Other"
"1727","KO2",0.633734606337346,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1265","WT6",0.631788364340252,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"931","KO6",0.630650138039301,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"719","OE6",0.630284876283191,"OE","Bacteria","Chloroflexi","Chloroflexia","Herpetosiphonales","Other"
"1276","WT3",0.628879227845679,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1519","OE2",0.623719416656623,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"1520","KO2",0.619897606198976,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
"281","OE3",0.617925617925618,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Other"
"813","OE2",0.61468000482102,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"826","OE5",0.612336785231878,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"91","WT6",0.607592214216582,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"317","OE3",0.606375606375606,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1268","OE1",0.601165335881863,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1514","WT4",0.59591527168319,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Other"
