"","id","Abundance","Group","Kingdom","Phylum","Class","Order"
"718","OE5",0.468257541647906,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"351","OE3",0.467775467775468,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"354","WT5",0.464198057838011,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"378","KO2",0.462155804621558,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"547","OE1",0.456269075438542,"OE","Bacteria","Planctomycetes","Planctomycetia","Other"
"8","OE5",0.456250938015909,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"206","OE4",0.44016756723939,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"346","WT6",0.435530702226046,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"3","OE4",0.431060652055127,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"356","WT4",0.427975513299745,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"199","WT3",0.42380991441774,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"399","KO5",0.423620025673941,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"214","WT6",0.422088396601785,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"344","WT2",0.422017870633287,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"370","KO4",0.419881383509159,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"363","WT4",0.414431984397855,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"89","WT2",0.414202724880819,"WT","Bacteria","Firmicutes","Bacilli","Bacillales"
"6","KO2",0.412342604123426,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"4","WT1",0.411775715928233,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"13","WT3",0.407404369343505,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"552","OE3",0.404250404250404,"OE","Bacteria","Planctomycetes","Planctomycetia","Other"
"209","OE2",0.403760395323611,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"205","WT4",0.395471043935208,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"720","OE6",0.39314799213704,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"398","OE2",0.388694708930939,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"359","OE4",0.385526076133811,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"707","OE2",0.38266843437387,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"348","KO1",0.38216177178623,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"364","KO1",0.38216177178623,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"17","OE3",0.381150381150381,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"14","WT6",0.379073018604151,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"709","WT6",0.379073018604151,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"352","KO3",0.374829914507972,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"376","WT3",0.374593279195035,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"109","KO4",0.372644727864378,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"412","WT2",0.369916898950165,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"11","KO3",0.367127929963287,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"713","WT5",0.362821470494077,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"124","OE4",0.361240968975776,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"116","WT1",0.358298350223268,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"267","KO3",0.351723960873918,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales"
"210","OE3",0.343612843612844,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"212","KO1",0.337024554646124,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"213","KO4",0.335905106807327,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"411","KO2",0.329320603293206,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"9","WT2",0.328236121603668,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"5","WT4",0.327753399425754,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"18","KO6",0.327505007307963,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"10","WT5",0.325472201472628,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"553","WT3",0.325376643972329,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"123","WT5",0.322804396542525,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"203","OE6",0.321382882461231,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"207","KO5",0.318356867779204,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"201","OE5",0.315173345339937,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"408","WT4",0.308792458963107,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"409","WT1",0.307494852803551,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"113","OE5",0.306168392615939,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"717","KO1",0.30091478093404,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"200","WT2",0.299580587177951,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"115","OE1",0.299041218361747,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"343","KO5",0.295250320924262,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"122","KO6",0.295025171872463,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"1","KO1",0.291887337506018,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"125","KO3",0.290108084516444,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"541","OE5",0.288158487167942,"OE","Bacteria","Planctomycetes","Planctomycetia","Other"
"479","WT4",0.284414106939704,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"365","OE1",0.283626722569905,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"117","OE3",0.277200277200277,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"112","WT3",0.270691493724879,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"118","OE2",0.265156080511028,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"413","OE5",0.264145279903947,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"400","WT5",0.261444883150144,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"406","WT6",0.260780729110657,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"2","KO4",0.251928830105495,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"208","OE1",0.249714831827851,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"110","WT4",0.243783520234032,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"640","KO5",0.238767650834403,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"202","KO6",0.235478806907378,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"269","KO6",0.235478806907378,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales"
"556","KO2",0.232461602324616,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"286","OE1",0.23121743687764,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"542","WT1",0.227278804246103,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"216","WT5",0.226763419058798,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"126","WT6",0.225830734487579,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"111","KO1",0.22568608570053,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"525","OE6",0.22465599550688,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"749","WT3",0.221474858502174,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"119","KO2",0.22139200221392,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"712","KO4",0.220437726342308,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"405","KO1",0.219667790081849,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"372","KO6",0.21653223623667,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"414","OE4",0.215530326027564,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"746","OE4",0.2064234108433,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"120","OE6",0.205934662547973,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"747","WT4",0.205861639308738,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"748","WT2",0.205798838148331,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"397","OE3",0.202125202125202,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"247","WT6",0.198946123239058,"WT","Bacteria","Firmicutes","Clostridia","Other"
"544","WT4",0.197735521967604,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"251","OE3",0.196350196350196,"OE","Bacteria","Firmicutes","Clostridia","Other"
"545","OE4",0.194280857264283,"OE","Bacteria","Planctomycetes","Planctomycetia","Other"
"672","WT4",0.192318110406848,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"280","WT6",0.190880739864502,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"278","OE5",0.189104007203962,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"7","KO5",0.187419768934531,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"711","KO5",0.187419768934531,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"211","KO3",0.187414957253986,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"710","KO2",0.182648401826484,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"366","WT2",0.179748352306771,"WT","Bacteria","Chloroflexi","Chloroflexia","Other"
"708","KO6",0.178639094895253,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"526","WT3",0.174992480791841,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"373","KO3",0.172010988164617,"KO","Bacteria","Chloroflexi","Chloroflexia","Other"
"410","OE6",0.171612218789978,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"754","WT6",0.169373050865684,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"548","WT2",0.169328157970146,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"283","OE3",0.164587664587665,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"282","OE6",0.162251552310525,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"407","KO4",0.160079777462867,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"288","OE2",0.159696275762324,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"271","WT2",0.158907963633522,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"554","WT6",0.158619206366276,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"401","OE1",0.157227857076795,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"752","OE5",0.156085847215969,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"274","WT3",0.155852678205233,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"716","KO3",0.154039690893687,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Other"
"523","OE5",0.153084196307969,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"756","OE3",0.153037653037653,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"740","KO5",0.143774069319641,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"403","KO3",0.143770378167441,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"557","KO3",0.143770378167441,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"277","OE4",0.142675004553458,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"300","OE6",0.134169552872165,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Other"
"185","WT3",0.133978618106253,"WT","Bacteria","Chlamydiae","Chlamydiia","Other"
"273","WT1",0.133693414262413,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"243","OE1",0.132564663809847,"OE","Bacteria","Firmicutes","Clostridia","Other"
"272","KO1",0.132402503610977,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"474","OE1",0.129481764651478,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"755","OE1",0.129481764651478,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"753","OE6",0.127929108552529,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"549","WT5",0.125386831714865,"WT","Bacteria","Planctomycetes","Planctomycetia","Other"
"235","OE6",0.124808886392711,"OE","Bacteria","Firmicutes","Clostridia","Other"
"362","OE3",0.124162624162624,"OE","Bacteria","Chloroflexi","Chloroflexia","Other"
"751","WT1",0.117650204550924,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"485","OE5",0.117064385411977,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"667","KO5",0.115532734274711,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"741","KO3",0.115529768170265,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"660","OE6",0.115448219913258,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"532","WT1",0.114976336265676,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"285","KO4",0.112843121818086,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"739","OE2",0.111486079305773,"OE","Bacteria","Spirochaetes","Spirochaetia","Other"
"781","OE6",0.109207775593622,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"480","WT6",0.107538444994085,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"294","OE4",0.106247343816405,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Other"
"680","WT1",0.104280863124682,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"670","WT3",0.103901785470156,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"470","OE6",0.102967331273987,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"673","OE6",0.102967331273987,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"658","KO2",0.102393801023938,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"671","KO2",0.102393801023938,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"529","OE1",0.101735672226161,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"534","OE3",0.101062601062601,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"195","WT6",0.099473061619529,"WT","Bacteria","Chlamydiae","Chlamydiia","Other"
"469","OE3",0.0981750981750982,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"276","WT4",0.0975134080936129,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"388","OE4",0.0941047902373869,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Other"
"527","WT4",0.0920959965328566,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"681","KO6",0.0920262004005846,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"742","KO4",0.0918490526426285,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"676","WT2",0.0885716518613072,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"196","OE4",0.0880335134478781,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"486","KO1",0.0872652864708715,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"652","WT5",0.0853697577633123,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"683","OE5",0.0840462254239832,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"653","OE3",0.0837375837375837,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"669","WT6",0.0833422948704162,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"484","WT5",0.0827019528332088,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"472","OE4",0.0819622366583693,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"649","OE2",0.0813547065204291,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"597","KO1",0.0812469908521907,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"780","OE5",0.0810445745159838,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"478","KO2",0.080254600802546,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"666","OE1",0.0801553781175818,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"668","WT5",0.0800341479031053,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"481","WT3",0.0792934678588029,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"279","KO6",0.0784929356357928,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"674","KO1",0.0782378430428503,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"603","OE6",0.0780055539954445,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"275","WT5",0.0773663429730018,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"238","KO3",0.0770198454468435,"KO","Bacteria","Firmicutes","Clostridia","Other"
"284","KO3",0.0770198454468435,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"528","OE4",0.0758909598688604,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"530","WT2",0.0755464089405267,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"785","OE2",0.0753284319633603,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"665","WT1",0.0748683119869515,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"610","OE2",0.0723152946848259,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"533","OE2",0.0723152946848258,"OE","Bacteria","Verrucomicrobia","Opitutae","Other"
"477","WT1",0.0721944437017033,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"287","KO2",0.071952400719524,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"682","OE1",0.0709066806424762,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"677","OE4",0.0698196830793516,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"524","WT5",0.0693629281826913,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"745","WT5",0.0693629281826913,"WT","Bacteria","Spirochaetes","Spirochaetia","Other"
"744","KO1",0.0692103996148291,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"181","OE1",0.0678237814841076,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"777","WT2",0.0677312631880585,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"475","KO6",0.0676663238239593,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"558","KO6",0.0676663238239593,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"607","KO6",0.0676663238239593,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"750","KO6",0.0676663238239593,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"189","OE3",0.0664125664125664,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"605","OE3",0.0664125664125664,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"608","OE1",0.0647408823257391,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"776","OE1",0.0647408823257391,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"473","OE2",0.0632758828492226,"OE","Bacteria","Nitrospirae","Nitrospira","Other"
"197","OE2",0.0632758828492226,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"675","OE2",0.0632758828492226,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"602","OE5",0.0630346690679874,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"539","WT6",0.0618346058715991,"WT","Bacteria","Verrucomicrobia","Opitutae","Other"
"250","KO1",0.0601829561868079,"KO","Bacteria","Firmicutes","Clostridia","Other"
"483","WT2",0.0599161174355902,"WT","Bacteria","Nitrospirae","Nitrospira","Other"
"786","OE3",0.0577500577500578,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"655","WT3",0.0574194077598228,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"248","OE5",0.0570313672519886,"OE","Bacteria","Firmicutes","Clostridia","Other"
"550","KO5",0.0564826700898588,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"596","WT5",0.0560239035321737,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"612","KO4",0.0551094315855771,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"678","OE3",0.0548625548625549,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"775","WT4",0.0541741156075627,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"659","WT4",0.0514654098271846,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"184","KO3",0.051346563631229,"KO","Bacteria","Chlamydiae","Chlamydiia","Other"
"471","KO4",0.0498609142917126,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"684","KO4",0.0498609142917126,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"494","KO6",0.0487197531532507,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Other"
"601","OE4",0.0485702143160707,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"663","OE4",0.0485702143160707,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"650","KO4",0.0472366556447803,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"99","WT3",0.0464823777103328,"WT","Bacteria","Bacteroidetes","Bacteroidia","Other"
"54","KO3",0.0462119072681061,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"651","KO6",0.0460131002002923,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"236","OE4",0.0455345759213163,"OE","Bacteria","Firmicutes","Clostridia","Other"
"244","WT1",0.0454557608492206,"WT","Bacteria","Firmicutes","Clostridia","Other"
"779","WT1",0.0454557608492206,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"147","OE2",0.0451970591780161,"OE","Bacteria","Chloroflexi","Caldilineae","Other"
"743","KO2",0.044278400442784,"KO","Bacteria","Spirochaetes","Spirochaetia","Other"
"598","WT3",0.0437481201979602,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"194","OE6",0.0436831102374489,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"606","KO3",0.0436445790865446,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"791","KO3",0.0436445790865446,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"186","WT4",0.0433392924860502,"WT","Bacteria","Chlamydiae","Chlamydiia","Other"
"245","WT4",0.0433392924860502,"WT","Bacteria","Firmicutes","Clostridia","Other"
"45","OE1",0.0431605882171594,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"654","WT6",0.0430153779976342,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"555","KO1",0.0421280693307655,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"664","OE5",0.0420231127119916,"OE","Bacteria","Actinobacteria","Actinobacteria","Other"
"183","WT2",0.0416807773464975,"WT","Bacteria","Chlamydiae","Chlamydiia","Other"
"482","KO5",0.0410783055198973,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"252","WT3",0.0410138626855877,"WT","Bacteria","Firmicutes","Clostridia","Other"
"600","WT4",0.040630586705672,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"609","WT1",0.040108024278724,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"242","KO4",0.0393638797039836,"KO","Bacteria","Firmicutes","Clostridia","Other"
"240","OE2",0.0391707846209473,"OE","Bacteria","Firmicutes","Clostridia","Other"
"595","KO2",0.038743600387436,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"679","KO3",0.0385099227234217,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"198","KO6",0.0378931413414172,"KO","Bacteria","Chlamydiae","Chlamydiia","Other"
"393","KO6",0.0378931413414172,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Other"
"790","WT5",0.0373492690214491,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"193","KO1",0.0361097737120847,"KO","Bacteria","Chlamydiae","Chlamydiia","Other"
"782","WT3",0.0355453476608427,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"538","KO6",0.0351864883884588,"KO","Bacteria","Verrucomicrobia","Opitutae","Other"
"599","WT6",0.0349499946230778,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"662","WT2",0.0338656315940292,"WT","Bacteria","Actinobacteria","Actinobacteria","Other"
"281","KO5",0.0333761232349166,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Other"
"661","KO3",0.0333752663602988,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"656","KO1",0.0331006259027443,"KO","Bacteria","Actinobacteria","Actinobacteria","Other"
"50","WT3",0.0328110901484702,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"37","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"312","OE6",0.0312022215981778,"OE","Bacteria","Firmicutes","Erysipelotrichia","Other"
"540","KO5",0.030808729139923,"KO","Bacteria","Verrucomicrobia","Opitutae","Other"
"476","KO3",0.0308079381787374,"KO","Bacteria","Nitrospirae","Nitrospira","Other"
"535","KO3",0.0308079381787374,"KO","Bacteria","Verrucomicrobia","Opitutae","Other"
"778","OE4",0.0303563839475442,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"161","WT3",0.0300768326360977,"WT","Bacteria","Chloroflexi","Caldilineae","Other"
"249","WT2",0.028655534425717,"WT","Bacteria","Firmicutes","Clostridia","Other"
"446","OE6",0.02808199943836,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"515","OE2",0.0271182355068097,"OE","Bacteria","Proteobacteria","Oligoflexia","Other"
"623","KO6",0.0270665295295837,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"618","WT6",0.0268846112485213,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"188","WT1",0.0267386828524827,"WT","Bacteria","Chlamydiae","Chlamydiia","Other"
"246","WT5",0.0266780493010351,"WT","Bacteria","Firmicutes","Clostridia","Other"
"615","OE3",0.025987525987526,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Other"
"536","KO2",0.024906600249066,"KO","Bacteria","Verrucomicrobia","Opitutae","Other"
"51","KO6",0.0243598765766253,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Other"
"162","OE5",0.0240132072639952,"OE","Bacteria","Chloroflexi","Caldilineae","Other"
"192","OE5",0.0240132072639952,"OE","Bacteria","Chlamydiae","Chlamydiia","Other"
"546","KO4",0.0236183278223902,"KO","Bacteria","Planctomycetes","Planctomycetia","Other"
"788","KO5",0.0231065468549422,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Other"
"148","OE3",0.0231000231000231,"OE","Bacteria","Chloroflexi","Caldilineae","Other"
"159","KO2",0.022139200221392,"KO","Bacteria","Chloroflexi","Caldilineae","Other"
"511","OE1",0.0215802941085797,"OE","Bacteria","Proteobacteria","Oligoflexia","Other"
"396","WT6",0.0215076889988171,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Other"
