#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_153	12	36	13	21	13	9	13	11	9	14	12	20	26	15	16	25	3	6
ASV_132	17	24	12	24	19	13	14	4	12	11	23	11	15	13	19	12	16	13
ASV_123	7	29	9	18	3	46	8	4	11	15	10	8	5	10	35	8	9	35
ASV_139	15	17	32	6	7	7	14	13	17	4	13	19	13	14	18	22	13	16
ASV_142	20	23	18	5	9	13	15	8	17	10	19	22	12	7	19	14	7	22
ASV_140	14	13	12	20	33	19	13	13	7	12	11	6	6	17	20	15	21	7
ASV_925	5	8	28	51	14	26	22	13	4	17	4	8	5	3	19	23	2	6
ASV_152	15	10	14	11	14	16	7	10	12	9	12	15	14	18	26	20	19	13
ASV_161	15	22	25	8	23	17	25	7	12	12	20	14	5	9	9	14	5	13
ASV_143	16	5	6	11	23	9	18	12	14	18	13	13	9	10	22	30	14	10
ASV_141	10	4	46	9	25	11	6	18	7	12	19	7	2	6	6	18	32	13
ASV_137	0	0	0	0	5	0	5	71	1	0	133	0	0	0	0	25	0	4
ASV_148	3	13	9	25	32	4	6	10	4	12	8	7	16	9	15	13	32	26
ASV_347	16	12	20	11	20	36	11	19	6	10	17	14	7	11	9	5	8	10
ASV_168	1	1	0	210	0	1	3	9	2	4	0	7	0	1	0	1	1	0
ASV_172	14	17	28	13	3	18	22	9	15	15	10	18	12	9	15	7	7	9
ASV_283	14	12	31	10	36	16	9	27	8	3	8	5	6	9	18	9	13	7
ASV_144	19	10	2	4	5	6	10	12	21	16	17	13	14	5	35	18	20	13
ASV_415	10	16	10	12	5	7	17	19	12	10	17	8	24	10	16	10	9	25
ASV_147	28	22	22	22	25	23	1	6	6	13	4	3	10	19	6	7	5	14
ASV_160	5	16	10	14	7	11	11	15	14	12	21	21	14	9	12	15	14	15
ASV_136	14	7	11	13	22	11	10	6	12	17	11	7	21	21	9	9	18	15
ASV_146	11	2	12	10	4	9	7	5	16	10	12	10	11	26	22	30	19	17
ASV_154	3	6	1	1	2	0	7	18	8	10	7	2	2	2	16	121	26	1
ASV_156	10	10	6	7	4	9	34	14	19	30	17	49	4	3	8	2	3	4
ASV_162	14	20	10	4	2	9	28	9	19	8	15	26	19	4	15	6	9	16
ASV_155	17	10	5	15	15	15	15	15	10	22	10	8	17	10	12	11	16	8
ASV_150	16	15	8	12	5	15	17	9	14	17	13	9	3	13	18	7	11	28
ASV_151	13	2	3	6	3	0	32	19	15	17	16	10	9	17	20	23	8	16
ASV_157	15	22	20	5	8	28	16	8	3	7	14	7	8	14	7	13	24	10
ASV_164	3	11	72	21	8	17	17	8	11	7	6	1	4	10	11	4	8	10
ASV_149	8	22	8	7	13	18	8	5	11	20	4	5	15	6	33	16	18	11
ASV_165	12	10	17	8	5	12	19	12	15	14	11	16	6	16	17	15	3	18
ASV_166	30	26	2	10	7	8	17	10	17	17	9	8	14	9	16	9	4	13
ASV_969	14	20	67	9	13	13	7	13	6	9	5	9	4	10	7	9	2	9
ASV_188	23	12	18	21	16	17	7	4	18	7	4	5	23	11	9	5	16	8
ASV_159	14	18	8	28	2	8	15	20	11	6	6	8	11	7	15	12	8	23
ASV_170	10	17	14	24	23	16	10	5	15	8	11	10	10	9	8	13	11	5
ASV_183	14	4	16	13	16	32	9	3	11	9	14	13	3	18	7	12	15	9
ASV_1564	8	25	7	14	4	12	18	12	10	12	9	13	17	12	12	11	9	12
ASV_192	11	1	24	6	35	14	8	13	3	4	7	2	27	6	8	11	22	13
ASV_474	8	18	26	5	0	6	3	11	50	10	8	7	6	9	10	14	19	4
ASV_965	9	16	9	7	5	12	14	14	14	17	5	15	12	5	25	10	5	19
ASV_158	11	4	2	6	17	10	25	16	4	10	7	9	28	18	13	5	5	22
ASV_174	11	13	8	2	4	10	16	14	10	13	11	18	14	13	17	17	9	11
ASV_213	14	20	10	24	18	16	12	12	4	8	8	12	9	6	9	11	9	9
ASV_169	2	52	0	6	12	4	16	14	8	4	2	13	24	5	28	6	7	7
ASV_251	15	14	8	10	10	14	10	13	10	6	14	7	8	21	12	24	6	7
ASV_535	10	41	5	3	3	9	6	9	5	8	14	18	34	6	9	6	12	10
ASV_236	11	15	8	7	8	16	13	11	16	9	15	12	15	11	15	9	4	12
ASV_1153	12	13	14	8	15	13	14	10	9	9	10	9	11	9	11	13	13	13
ASV_185	6	12	7	8	3	5	16	11	11	13	6	9	26	11	12	7	27	16
ASV_167	6	14	10	4	5	11	9	14	20	10	11	8	10	10	22	20	11	10
ASV_180	38	6	14	10	40	37	2	1	6	5	7	0	9	7	5	5	5	7
ASV_171	6	46	15	2	1	8	6	1	31	2	1	30	19	11	0	8	0	16
ASV_176	7	9	26	22	21	12	7	3	17	11	9	5	8	8	10	12	9	7
ASV_163	0	11	0	0	0	1	2	1	7	121	5	3	10	5	7	22	1	3
ASV_266	18	13	7	3	13	12	16	12	13	9	14	27	5	3	7	6	8	10
ASV_187	8	14	8	7	10	6	4	23	14	8	14	11	13	17	8	14	8	5
ASV_202	10	13	25	1	10	5	6	12	6	13	12	7	20	4	23	13	4	8
ASV_181	7	20	4	6	21	19	10	9	2	19	7	5	10	9	10	9	11	13
ASV_472	2	19	8	16	3	8	18	14	13	13	13	11	8	9	7	8	16	5
ASV_218	6	3	10	33	12	6	1	3	36	14	1	2	11	15	5	2	19	5
ASV_175	12	11	5	13	5	16	8	12	11	8	27	10	13	10	1	8	8	5
ASV_190	18	8	16	24	11	28	2	2	4	6	8	14	8	6	6	7	11	4
ASV_216	2	6	10	14	23	8	6	6	4	11	10	1	9	38	5	6	17	5
ASV_195	9	7	8	10	1	7	23	1	15	6	11	17	7	9	12	14	7	16
ASV_197	11	12	32	32	4	14	13	8	3	6	7	3	2	4	9	12	2	6
ASV_200	11	9	4	7	14	8	21	10	5	6	10	15	3	3	15	9	10	14
ASV_193	5	0	7	14	2	3	17	5	11	6	3	22	28	28	6	6	6	4
ASV_201	11	4	10	13	24	13	7	10	12	11	3	6	6	6	7	12	12	6
ASV_1754	13	6	2	5	11	13	15	6	5	14	16	6	12	14	14	6	9	5
ASV_204	0	4	0	6	12	5	5	37	4	26	13	29	0	2	8	5	7	9
ASV_184	24	3	6	1	11	5	7	38	2	31	12	9	1	8	4	0	5	4
ASV_189	27	10	13	7	34	10	5	2	4	7	3	3	11	7	6	4	4	14
ASV_206	8	11	15	14	6	8	9	11	6	12	6	10	9	3	15	10	9	9
ASV_208	13	10	13	16	10	11	9	14	5	9	8	3	10	8	2	9	9	11
ASV_215	9	6	2	3	9	7	5	2	9	7	1	0	49	5	4	10	29	13
ASV_210	12	18	7	11	3	8	14	10	9	12	9	14	10	3	7	11	3	8
ASV_225	6	14	19	3	2	3	12	12	6	10	8	6	5	15	17	12	2	17
ASV_1602	5	10	16	19	9	4	8	9	14	6	5	6	8	6	13	9	9	12
ASV_191	6	5	0	3	0	5	10	8	11	15	22	6	12	25	11	19	4	6
ASV_211	6	12	0	61	6	13	2	7	4	4	5	6	5	4	24	3	0	6
ASV_220	5	16	8	7	7	11	13	11	5	6	10	6	4	6	11	14	5	22
ASV_207	7	18	6	25	2	18	10	9	10	5	11	6	5	9	9	7	5	4
ASV_209	5	24	12	9	11	11	11	6	6	3	9	8	6	4	8	10	10	13
ASV_212	12	23	4	12	3	3	10	20	8	7	15	7	16	3	9	8	2	4
ASV_224	17	13	8	5	8	7	7	5	9	8	8	6	9	12	9	17	9	8
ASV_718	7	12	2	9	10	9	16	9	8	12	9	22	5	7	3	7	8	9
ASV_249	5	3	1	6	5	1	6	30	20	40	4	3	9	6	7	5	2	9
ASV_1770	11	10	8	5	1	7	11	14	8	4	10	15	9	4	16	8	12	7
ASV_253	5	12	25	2	2	6	14	9	11	3	9	13	5	3	12	5	12	12
ASV_247	14	37	5	4	1	9	8	21	7	6	4	7	9	9	7	4	3	4
ASV_214	6	6	3	0	2	13	10	10	6	4	5	9	16	0	3	13	32	20
ASV_303	3	1	2	3	23	2	7	3	17	4	36	3	24	2	21	4	1	2
ASV_359	14	13	7	10	10	12	10	7	9	6	10	12	8	6	8	5	7	4
ASV_261	7	4	6	6	3	8	14	10	12	14	14	13	7	5	12	6	4	12
ASV_1127	9	10	7	10	3	8	12	5	10	7	12	19	8	10	4	5	7	10
ASV_198	8	17	2	7	12	4	6	5	7	9	6	8	11	5	15	9	10	13
ASV_217	4	4	5	4	2	1	8	5	13	13	7	12	8	19	14	14	15	5
ASV_232	5	0	1	1	0	4	18	10	14	11	11	9	11	18	9	11	11	9
ASV_250	6	9	6	12	5	3	12	6	17	8	6	15	8	7	11	4	4	14
ASV_285	15	8	6	20	13	13	7	8	9	7	8	8	5	4	3	4	9	6
ASV_199	8	6	11	6	15	9	4	4	7	4	11	3	12	19	6	9	10	8
ASV_219	12	6	17	12	13	5	5	4	15	6	5	8	10	9	5	10	8	2
ASV_229	9	11	8	4	13	12	5	4	8	7	9	10	10	12	10	10	8	2
ASV_272	8	9	6	8	6	3	9	4	6	4	13	8	9	8	17	5	16	13
ASV_331	9	7	12	11	13	20	6	4	3	9	8	6	9	6	4	9	8	6
ASV_221	38	0	1	3	40	0	5	1	4	0	1	5	5	1	32	8	1	4
ASV_223	7	9	8	6	2	6	15	7	2	8	15	8	4	11	10	9	11	11
ASV_246	15	7	3	2	3	21	23	5	6	7	13	14	2	6	5	5	9	3
ASV_252	12	6	1	1	3	7	16	12	11	23	11	32	1	1	5	3	0	4
ASV_344	12	13	1	10	6	6	15	15	8	8	6	13	8	4	9	7	4	4
ASV_1311	6	13	10	11	10	20	10	6	7	3	10	5	5	7	8	6	6	4
ASV_241	14	10	13	5	3	6	13	3	2	13	13	8	3	8	14	7	4	8
ASV_280	2	13	10	9	3	4	16	5	10	6	9	10	12	3	11	12	7	5
ASV_268	7	6	9	9	9	8	7	11	4	5	11	9	10	9	6	5	8	13
ASV_237	15	10	14	13	10	23	5	1	7	3	3	2	6	9	5	6	6	7
ASV_271	9	5	4	2	2	7	4	20	9	10	14	15	8	3	5	16	3	9
ASV_240	7	6	7	8	14	12	6	3	20	6	2	6	15	8	4	4	11	5
ASV_242	8	6	3	5	9	5	8	2	4	5	9	10	11	7	16	6	19	11
ASV_270	11	8	9	3	2	8	6	12	14	3	8	18	15	3	4	12	2	6
ASV_245	3	8	2	5	5	4	5	3	4	1	26	6	36	8	8	4	8	7
ASV_260	13	4	41	2	2	3	8	12	12	5	4	11	6	2	4	1	1	12
ASV_369	6	5	12	10	9	7	10	6	2	9	12	5	6	7	5	8	17	7
ASV_255	2	5	13	23	8	7	11	5	1	4	4	9	4	15	10	7	6	8
ASV_322	4	11	10	11	5	4	8	13	5	9	5	11	13	5	7	7	12	2
ASV_469	12	1	4	8	4	5	4	5	14	15	6	8	3	15	18	13	2	5
ASV_227	3	15	0	0	21	25	2	22	3	4	3	2	2	15	14	6	1	3
ASV_265	5	7	13	13	11	7	12	4	5	4	9	6	5	7	7	6	8	12
ASV_273	6	10	8	11	36	6	3	1	7	1	10	4	18	6	7	4	2	1
ASV_234	3	7	9	5	18	10	4	5	2	11	9	4	10	20	4	6	12	1
ASV_243	10	1	17	2	1	6	5	4	8	10	17	7	6	10	11	6	7	12
ASV_256	8	22	7	4	2	4	6	9	5	14	6	6	13	6	5	11	7	5
ASV_263	11	5	7	5	6	1	11	4	7	8	7	15	10	9	12	8	4	10
ASV_257	8	9	7	10	5	15	3	3	7	4	9	12	11	10	13	4	2	6
ASV_277	8	13	6	10	4	9	8	10	6	7	8	6	5	7	4	11	8	8
ASV_239	8	6	11	6	31	7	8	10	4	5	3	3	5	9	4	5	6	6
ASV_317	7	7	12	1	9	11	11	6	6	7	6	8	4	4	17	9	2	9
ASV_262	4	12	7	3	2	1	2	2	44	5	9	4	2	4	2	4	17	11
ASV_258	9	4	10	13	13	12	0	7	5	5	9	4	2	17	5	3	10	5
ASV_278	3	5	9	8	3	6	9	4	9	6	8	7	5	7	8	12	11	13
ASV_313	13	7	1	8	0	5	14	13	4	7	10	11	8	7	8	6	3	8
ASV_315	11	7	13	22	16	4	9	10	0	3	4	7	5	2	8	4	6	2
ASV_233	25	6	1	0	12	2	13	6	9	12	4	15	4	0	13	2	2	5
ASV_286	8	10	5	4	1	6	10	11	13	5	8	5	8	5	11	7	6	8
ASV_319	3	2	3	4	3	12	0	5	10	14	4	16	13	2	6	15	11	8
ASV_360	6	4	5	12	11	10	2	2	12	7	10	3	5	10	7	8	11	6
ASV_254	10	8	5	9	11	11	6	4	4	7	6	8	7	7	3	8	10	6
ASV_259	6	8	8	5	6	3	6	9	6	4	5	8	22	9	9	9	1	5
ASV_274	14	5	11	10	16	5	2	4	1	5	10	7	5	7	5	9	4	9
ASV_893	12	10	4	11	12	4	9	7	7	7	4	7	11	5	7	4	5	3
ASV_244	9	4	4	2	3	3	7	9	5	9	12	8	11	11	9	4	12	6
ASV_279	7	15	24	8	13	13	1	4	2	6	6	1	3	1	7	5	5	7
ASV_723	14	5	9	9	3	13	8	10	5	6	6	6	5	0	11	12	2	4
ASV_293	3	10	26	0	0	12	0	2	2	10	2	5	3	21	7	17	5	1
ASV_310	10	9	9	8	20	5	2	7	3	6	9	4	9	6	4	2	6	7
ASV_327	5	7	4	7	1	1	22	9	7	7	7	6	5	16	5	9	3	4
ASV_357	8	4	10	8	12	31	4	3	1	4	7	7	9	8	5	2	0	2
ASV_228	6	2	11	5	6	2	12	5	9	12	9	4	4	3	9	6	1	18
ASV_298	9	7	4	6	6	4	5	11	3	5	15	7	6	13	9	4	7	3
ASV_300	3	6	3	7	18	8	3	10	12	8	2	12	7	2	10	4	2	7
ASV_287	15	5	3	1	6	3	6	3	9	7	6	14	8	4	4	14	6	9
ASV_302	7	10	0	1	0	6	5	10	21	12	3	11	5	0	3	0	3	26
ASV_345	15	0	0	12	6	3	18	6	9	11	12	10	5	2	1	6	3	4
ASV_572	4	15	1	4	10	4	6	7	3	6	10	7	6	11	9	7	7	6
ASV_264	3	5	6	4	11	1	3	2	9	6	3	6	9	23	5	6	8	12
ASV_301	4	4	12	9	7	9	9	4	6	1	13	9	3	12	7	11	1	1
ASV_491	9	10	2	1	11	6	15	10	12	5	7	1	3	3	3	17	7	0
ASV_284	6	4	6	8	17	8	4	4	6	5	6	3	8	11	9	4	7	5
ASV_496	7	12	2	4	2	18	13	8	7	6	2	7	4	2	2	4	11	10
ASV_290	12	5	5	10	1	2	5	4	3	8	12	1	2	9	17	9	8	7
ASV_306	9	9	5	3	5	16	9	3	0	3	3	14	4	8	4	6	5	14
ASV_520	4	9	8	4	3	1	7	15	8	9	15	4	4	2	9	8	7	3
ASV_276	9	13	3	8	9	7	7	3	10	2	5	2	10	8	5	6	3	9
ASV_336	4	9	22	4	7	6	3	8	7	7	3	4	4	7	7	7	6	4
ASV_267	7	7	2	5	0	8	7	10	9	3	10	9	3	3	12	11	4	8
ASV_275	6	2	7	9	6	7	9	9	4	5	8	9	9	7	6	4	7	4
ASV_312	6	9	15	3	0	0	17	1	6	6	7	3	0	14	2	14	4	11
ASV_329	6	3	11	11	3	10	5	1	6	3	9	8	10	7	4	5	8	8
ASV_346	8	10	2	8	8	10	2	4	7	5	7	12	8	7	8	3	6	3
ASV_350	10	13	7	3	7	16	6	2	5	2	4	4	2	10	7	4	9	5
ASV_318	2	10	5	3	2	2	11	9	9	5	7	6	5	5	7	9	10	8
ASV_332	7	8	18	8	3	13	3	4	6	5	5	4	6	4	11	4	4	2
ASV_1597	6	9	3	9	2	4	13	15	11	3	11	5	3	6	7	1	3	3
ASV_269	10	4	5	4	3	7	7	21	4	6	4	8	5	3	2	5	5	11
ASV_307	2	8	7	10	8	8	5	5	2	10	3	5	3	4	15	5	6	8
ASV_374	1	18	4	3	6	16	5	5	3	6	2	6	0	3	2	23	4	7
ASV_499	5	6	2	3	8	4	4	10	3	3	1	7	1	3	49	1	0	4
ASV_311	4	6	28	6	6	4	2	7	3	8	4	6	4	5	3	9	3	5
ASV_328	20	1	32	3	1	2	1	3	4	4	6	11	1	4	6	11	1	1
ASV_378	5	10	1	6	0	2	7	14	16	15	3	1	6	0	2	11	0	13
ASV_292	8	5	4	4	3	8	3	9	10	6	3	10	3	3	7	11	5	9
ASV_364	4	10	6	3	2	4	8	5	9	7	9	10	3	7	3	6	3	11
ASV_289	5	7	8	6	4	8	8	7	4	3	3	3	4	3	9	13	4	10
ASV_323	3	5	3	4	4	3	7	8	5	11	6	20	1	3	0	1	22	3
ASV_330	11	7	2	13	6	5	4	5	7	3	4	4	5	5	12	8	5	3
