"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_556",-4.20825628724768,30.0908782764512,"bac_ASV_556","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_57",10.3868361335724,-34.5645464907262,"bac_ASV_57","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Unassigned","bac",1,0.0431588613406795,0,1
"bac_ASV_572",27.7071184317316,-0.281884602242917,"bac_ASV_572","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",1,0.00212765957446809,0,1
"bac_ASV_576",23.6457304864387,1.5455114614451,"bac_ASV_576","bac","Bacteria","Latescibacteria","Unassigned","Unassigned","Unassigned","Latescibacteria_genera_incertae_sedis","Unassigned","bac",4,0.0486743993371997,116.972403150191,4
"bac_ASV_58",23.6416064525101,8.53420563937519,"bac_ASV_58","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.0434140033253279,225.5,2
"bac_ASV_589",-19.7099209274438,-20.1188956144176,"bac_ASV_589","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned","bac",10,0.0491940548461377,942.978685411815,10
"bac_ASV_59",-19.8673680756444,27.9705448153674,"bac_ASV_59","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Telmatobacter","Telmatobacter_bradus","bac",11,0.0486743993371997,820.405342400357,11
"bac_ASV_60",20.0924084123281,-23.1809628729564,"bac_ASV_60","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_resinovorum","bac",3,0.0456576646590247,1329.86901959816,3
"bac_ASV_608",-20.8665839258792,25.2936186914445,"bac_ASV_608","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unassigned","Unassigned","bac",14,0.0494632708903389,285.682696226916,14
"bac_ASV_61",-12.9808413542666,-28.1337324805262,"bac_ASV_61","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",9,0.0489583333333333,359.720417240117,9
"bac_ASV_617",4.61336768389335,3.9017380599253,"bac_ASV_617","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",10,0.0488870397337217,855.542382540425,10
"bac_ASV_619",-12.3006448421912,-13.8667507844424,"bac_ASV_619","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",19,0.0497038917089678,1942.85867377988,19
"bac_ASV_62",-18.1316492758676,4.81301413055205,"bac_ASV_62","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",19,0.0497986861623225,672.442796674122,19
"bac_ASV_623",-11.2724320737626,-25.7749165109039,"bac_ASV_623","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",12,0.0492455993294216,348.573097990365,12
"bac_ASV_63",-29.5143571049877,26.222475260058,"bac_ASV_63","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.0474172719935432,46.4010459557557,2
"bac_ASV_64",3.46605928793666,31.593355749578,"bac_ASV_64","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Rhizomicrobium","Unassigned","bac",0,0,0,0
"bac_ASV_65",5.9309953322259,27.5418167345135,"bac_ASV_65","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",3,0.0466918338962845,251.261077384742,3
"bac_ASV_651",11.1885996873983,-3.84829724454929,"bac_ASV_651","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",23,0.0495049504950495,801.318586210521,23
"bac_ASV_66",-14.1992558411568,1.73641979530593,"bac_ASV_66","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_funiculus","bac",9,0.0491015461763477,519.540701778161,9
"bac_ASV_661",-7.05074658516806,18.6716769848604,"bac_ASV_661","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",16,0.0495362563237774,244.49869839375,16
"bac_ASV_663",-1.1062502090784,31.7917181962395,"bac_ASV_663","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_67",0.790771142438002,5.03411964085298,"bac_ASV_67","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","bac",2,0.0472456775231202,6.92014418894558,2
"bac_ASV_68",25.0901167433256,-5.58619832202856,"bac_ASV_68","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",3,0.046078431372549,504.040621449515,3
"bac_ASV_69",4.1390019638101,22.218205835979,"bac_ASV_69","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","Devosia_insulae","bac",3,0.046187106918239,150.608186669022,3
"bac_ASV_694",-13.3516254489565,-31.5905971298912,"bac_ASV_694","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",6,0.0486542443064182,84.7898996701354,6
"bac_ASV_7",23.3580913921134,-34.1580479659235,"bac_ASV_7","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac",1,0.0434541420118343,0,1
"bac_ASV_70",-34.8657708018657,11.1728705455992,"bac_ASV_70","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",1,0.0464151688722102,0,1
"bac_ASV_707",-8.98045449534516,22.3100978843836,"bac_ASV_707","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Unassigned","Unassigned","bac",14,0.0493905002101723,238.762380622312,14
"bac_ASV_71",20.2784440491359,-20.6775099140855,"bac_ASV_71","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium_laguerreae","bac",3,0.0460152731544938,295.224259263287,3
"bac_ASV_72",27.1052810168988,-22.8199601957563,"bac_ASV_72","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",1,0.0447363411383971,0,1
"bac_ASV_723",26.1808495935531,21.5133776509387,"bac_ASV_723","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_725",29.7360530767995,16.3966195564611,"bac_ASV_725","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.00212765957446809,0,1
"bac_ASV_73",28.1972810506187,-6.62693884690829,"bac_ASV_73","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",3,0.0473503929075156,731.115058445989,3
"bac_ASV_735",-14.9708352344499,25.5170172613095,"bac_ASV_735","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",12,0.0491118077324974,70.8705391491766,12
"bac_ASV_74",-22.2547693405528,8.55050067886507,"bac_ASV_74","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",21,0.0497881355932203,1064.52244080492,21
"bac_ASV_75",-6.20051776711422,14.1205550793484,"bac_ASV_75","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",18,0.0494528619528619,406.719942630201,18
"bac_ASV_757",-26.5662030406824,-19.1588924619569,"bac_ASV_757","bac","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus","Thiobacillus_thioparus","bac",5,0.0486441730490582,168.097353809304,5
"bac_ASV_76",0.560225405485124,-2.38780947631233,"bac_ASV_76","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","bac",3,0.0459792604187048,251.420172279109,3
"bac_ASV_763",-22.2980875566222,-32.7798435856751,"bac_ASV_763","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Unassigned","bac",2,0.0459074037898027,158.401545618753,2
"bac_ASV_77",16.9207880751997,4.10737116009303,"bac_ASV_77","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium_quisquiliarum","bac",15,0.0494424573953293,980.276314689905,15
"bac_ASV_772",6.1388650417661,-1.94921176818005,"bac_ASV_772","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Unassigned","Unassigned","Unassigned","bac",9,0.0490196078431373,240.108159412243,9
"bac_ASV_78",10.321717364422,-23.4801704745994,"bac_ASV_78","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.0454985479186834,668.160455426375,4
"bac_ASV_79",-28.2320553932886,9.21571880417912,"bac_ASV_79","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",11,0.0491837588949351,69.0360331283691,11
"bac_ASV_80",6.78523330843454,-19.2931312335904,"bac_ASV_80","bac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_cryotolerans","bac",5,0.0456931751895781,388.648006370285,5
"bac_ASV_81",18.1073494732747,17.8556474556401,"bac_ASV_81","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_manausense","bac",2,0.0467661691542289,452,2
"bac_ASV_812",-14.9611224586348,-20.6562523742902,"bac_ASV_812","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",13,0.0487855511729292,483.633685091243,13
"bac_ASV_82",-14.512761219502,-18.0738007338695,"bac_ASV_82","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Unassigned","Unassigned","bac",14,0.0493490130197396,310.844483569261,14
"bac_ASV_83",9.38446193235596,-7.53898153704489,"bac_ASV_83","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",5,0.0469624300559552,379.590529942487,5
"bac_ASV_840",-8.95238143919299,-27.2026235710456,"bac_ASV_840","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",11,0.0490605427974948,866.198771806656,11
"bac_ASV_842",-15.2474762261712,-29.7108518793471,"bac_ASV_842","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",7,0.0486039296794209,388.584982680295,7
"bac_ASV_846",-26.547066101528,-26.7556373638018,"bac_ASV_846","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","bac",5,0.0471036279815594,700.826828690853,5
"bac_ASV_85",-22.3815121642026,-31.2407082040918,"bac_ASV_85","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",3,0.0479885644272003,10.9006701370089,3
"bac_ASV_858",22.0071013612637,-22.832374553364,"bac_ASV_858","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.041453519139178,182.300387664567,2
"bac_ASV_86",4.91327245015149,-1.35493190153228,"bac_ASV_86","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.0479787668436096,139.574676081979,6
"bac_ASV_87",8.16740682159321,-21.5201652294431,"bac_ASV_87","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",7,0.0457198443579767,1099.49660266443,7
"bac_ASV_874",-2.64893532680119,-26.6719577726376,"bac_ASV_874","bac","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unassigned","Unassigned","bac",8,0.0485136251032205,155.044028622048,8
"bac_ASV_88",-22.4810925707134,6.38242028101516,"bac_ASV_88","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",13,0.0493697478991597,170.23618939572,13
"bac_ASV_9",-29.7270308215627,21.372922686315,"bac_ASV_9","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.0471225185482254,66.0265053231415,4
"bac_ASV_92",11.1537576316228,0.452504975652926,"bac_ASV_92","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",19,0.0494320572149769,757.358688647821,19
"bac_ASV_93",11.9212928846218,19.1223532036158,"bac_ASV_93","bac","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned","bac",2,0.0471225185482254,6.7203957514593,2
"bac_ASV_94",36.0592776057815,2.40578596016877,"bac_ASV_94","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_95",-13.0952134600173,32.6876110661152,"bac_ASV_95","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_lutea","bac",2,0.0466825586015097,0.890397100652571,2
"bac_ASV_96",32.6796932633687,14.1468699057689,"bac_ASV_96","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_99",-26.3890220485662,2.46542231322906,"bac_ASV_99","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",9,0.0485236423704316,770.364266073641,9
"fun_ASV_1",35.8655105242343,-9.56468991022539,"fun_ASV_1","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_10",-2.32367782345426,18.2074341148358,"fun_ASV_10","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",5,0.0481656077064972,173.817984742522,5
"fun_ASV_100",13.6647672618314,-2.92260129904143,"fun_ASV_100","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Arcopilus","Arcopilus_cupreus_SH1615623.08FU","fun",24,0.0490196078431373,457.918021435688,24
"fun_ASV_101",17.57335710297,-20.3558144486049,"fun_ASV_101","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0476480129764801,998.840387623925,3
"fun_ASV_102",13.3378578860763,33.2766953406715,"fun_ASV_102","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",0,0,0,0
"fun_ASV_103",-12.3847440765854,5.43748739792293,"fun_ASV_103","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",19,0.0485838329543105,3147.4992070216,19
"fun_ASV_104",14.7486235641042,25.8518333367594,"fun_ASV_104","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",3,0.045577967416602,97.6187491380419,3
"fun_ASV_105",-23.723060774226,-29.6815211768867,"fun_ASV_105","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",3,0.0476963669575807,119.527934164271,3
"fun_ASV_106",-7.17977454398685,34.6693481724823,"fun_ASV_106","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Staphylotrichum_boninense_SH1615643.08FU","fun",0,0,0,0
"fun_ASV_107",8.4417385199629,-31.3508461971134,"fun_ASV_107","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Unassigned","fun",1,0.0439992510765774,0,1
"fun_ASV_108",12.2301317434632,-13.91781149627,"fun_ASV_108","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",2,0.0453580389886122,140.168980722605,2
"fun_ASV_11",8.76380574226468,-25.539218842612,"fun_ASV_11","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0450277831002108,500.095995480528,4
"fun_ASV_112",-19.9336783196082,13.4477375908293,"fun_ASV_112","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650283.08FU","fun",34,0.0496408956485002,3652.23184249394,34
"fun_ASV_114",-5.49634002519434,36.9165214693246,"fun_ASV_114","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_115",-1.90296254900459,1.73978728895062,"fun_ASV_115","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",1,0.0466918338962845,0,1
"fun_ASV_116",-21.4784144960241,-16.0180592440773,"fun_ASV_116","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",6,0.0480277948089107,74.1946003331109,6
"fun_ASV_117",-7.92564368891241,32.8628603808836,"fun_ASV_117","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_118",35.2646936881953,9.86501436952665,"fun_ASV_118","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon","Unassigned","fun",0,0,0,0
"fun_ASV_119",23.5714090765343,-0.976526224177315,"fun_ASV_119","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",3,0.0472551779609893,2.25204264177983,3
"fun_ASV_12",13.9043367881315,38.7681231696254,"fun_ASV_12","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_120",-17.7336572098791,-24.5494593981169,"fun_ASV_120","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",9,0.0477157360406091,100.916663687596,9
"fun_ASV_121",13.4608921222206,-23.8922104443018,"fun_ASV_121","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",6,0.0472077139413419,3210.95795164003,6
"fun_ASV_122",-4.18615515120871,-10.5376796764992,"fun_ASV_122","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",23,0.0492765778989306,1498.1393330244,23
"fun_ASV_123",-7.85696967129495,5.83132412004536,"fun_ASV_123","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",8,0.0483837759934116,116.328815064964,8
"fun_ASV_124",39.4899961156921,-1.20146612580778,"fun_ASV_124","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_125",2.58126335633395,-7.17161453265575,"fun_ASV_125","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",3,0.0476286988244832,168.352794560322,3
"fun_ASV_13",-10.6575143540117,7.02847903400175,"fun_ASV_13","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_angusta_SH1555953.08FU","fun",19,0.049328295549958,820.090457497783,19
"fun_ASV_131",7.41941957512626,36.947190527712,"fun_ASV_131","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_132",25.2874663420762,12.1503046905408,"fun_ASV_132","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.00212765957446809,0,1
"fun_ASV_135",15.6731813885941,-3.37824392761365,"fun_ASV_135","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",37,0.0492869127516779,1637.79840904824,37
"fun_ASV_136",38.5825423913667,-7.93928815460704,"fun_ASV_136","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria_sporulosa_SH1184783.08FU","fun",0,0,0,0
"fun_ASV_138",-13.4334094792411,15.9489386272534,"fun_ASV_138","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","Unassigned","fun",38,0.0499787324542748,3229.56414585975,38
"fun_ASV_14",13.0751535666202,-30.0464829952583,"fun_ASV_14","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0450191570881226,48.0959954805282,3
"fun_ASV_140",31.0856355715916,22.4365824057881,"fun_ASV_140","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Trachelostylidae","Gonostomum","Unassigned","fun",0,0,0,0
"fun_ASV_141",-3.61243316317121,19.6590138455379,"fun_ASV_141","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",5,0.0483240797861402,27.1923222213657,5
"fun_ASV_142",23.9703492089493,26.1938491144272,"fun_ASV_142","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_1429",-8.3712758219774,37.382804929646,"fun_ASV_1429","fun","Fungi","Ascomycota","Sordariomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_143",-26.4771088788915,31.1604671182823,"fun_ASV_143","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",1,0.0473599355098751,0,1
"fun_ASV_145",-2.93849454664945,-21.1550168213493,"fun_ASV_145","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.048826095990027,2071.29236713222,16
"fun_ASV_146",-3.63706976069689,32.2555591377658,"fun_ASV_146","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_147",10.4391153362149,23.5357496646931,"fun_ASV_147","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",9,0.047881010594947,2410.92582470271,9
"fun_ASV_148",-7.596098811628,-34.4575621986646,"fun_ASV_148","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_pyrifolia_SH1580840.08FU","fun",5,0.0476963669575807,526.122657958068,5
"fun_ASV_149",-23.3620140439468,-26.7180228546489,"fun_ASV_149","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",5,0.0484037075180227,81.9374015233355,5
"fun_ASV_15",-18.7629287205199,-7.34088809282501,"fun_ASV_15","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_raperi_SH1692798.08FU","fun",4,0.0474939369442199,131.368652571037,4
"fun_ASV_150",36.4573441892212,5.62543932198493,"fun_ASV_150","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_151",14.7265109190357,3.6632486466072,"fun_ASV_151","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",15,0.0485938792390405,248.552387646218,15
"fun_ASV_152",-20.8585883132208,-28.5267607507105,"fun_ASV_152","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",5,0.0483638608767236,25.2173062239107,5
"fun_ASV_154",-26.9666031954222,7.89965829227445,"fun_ASV_154","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Unassigned","Unassigned","fun",9,0.0486743993371997,618.20789201481,9
"fun_ASV_155",24.6454643139858,-19.599366019714,"fun_ASV_155","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",1,0.045314307751639,0,1
"fun_ASV_158",-21.8221237037969,11.6869017811242,"fun_ASV_158","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",25,0.0493697478991597,2527.27384894528,25
"fun_ASV_16",-23.346542475574,20.032563510458,"fun_ASV_16","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",14,0.0489583333333333,3004.61740616462,14
"fun_ASV_160",29.3278964417254,26.6649940985438,"fun_ASV_160","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_162",0.372435876357134,-4.67068848713947,"fun_ASV_162","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.047293217951298,17.7338540368057,2
"fun_ASV_163",-21.3595953938457,-6.10755202659196,"fun_ASV_163","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0469812075169932,0,1
"fun_ASV_164",27.9750785740325,29.3177007820896,"fun_ASV_164","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_165",35.9226780686298,-19.8454569627787,"fun_ASV_165","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_166",6.41782694631821,-30.072816760249,"fun_ASV_166","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0430560644924881,537.81894011882,3
"fun_ASV_167",12.1281521294089,25.7951526575703,"fun_ASV_167","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_longipilis_SH1958335.08FU","fun",4,0.0466084886949623,543.327761129763,4
"fun_ASV_168",17.1308993230349,15.0600788619553,"fun_ASV_168","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.00213218648919617,0,1
