#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_1871	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
OTU_1875	Bacteria	Proteobacteria	Gammaproteobacteria	Bacillales	Paenibacillaceae_1	Paenibacillus	Francisella_tularensis_subsp._mediasiatica
OTU_1865	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Granulicella	Granulicella_mallensis
OTU_1851	Bacteria	Latescibacteria	Bacilli	Lactobacillales	Lactobacillaceae	Latescibacteria_genera_incertae_sedis	Lactobacillus_camelliae
OTU_1881	Bacteria	Proteobacteria	Gammaproteobacteria	Actinomycetales	Pseudomonadaceae	Pseudomonas	Methylomarinum_vadi
OTU_1877	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Thermoleophilaceae	Thermoleophilum	Thermoleophilum_album
OTU_1878	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Rhodothermaceae	Rubrivirga	Rubrivirga_marina
OTU_1852	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_alkalica
OTU_1895	Bacteria	SR1	Gammaproteobacteria	Cytophagales	Flavobacteriaceae	SR1_genera_incertae_sedis	Leminorella_grimontii
OTU_1880	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Dehalobacter	Dehalobacter_restrictus
OTU_1873	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_caeni
OTU_1874	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Niveispirillum	Niveispirillum_fermenti
OTU_1891	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Leptospirillum_ferriphilum
OTU_1889	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	Lewinella_nigricans
OTU_1893	Bacteria	Acidobacteria	Acidobacteria_Gp21	Bacillales	Veillonellaceae	Gp21	Paenibacillus_sanguinis
OTU_1859	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Armatimonadetes_gp2	Patulibacter_minatonensis
OTU_1888	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera_rubrifaciens
OTU_1890	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_aurea
OTU_1879	Bacteria	Latescibacteria	Unassigned	Unassigned	Unassigned	Latescibacteria_genera_incertae_sedis	Unassigned
OTU_1894	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_1869	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia	Belnapia_rosea
OTU_1896	Bacteria	Proteobacteria	Deltaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Nannocystis_exedens
OTU_1876	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Nocardia_coeliaca
OTU_1902	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
OTU_1898	Bacteria	Acidobacteria	Acidobacteria_Gp10	Desulfovibrionales	Desulfovibrionaceae	Gp10	Desulfovibrio_simplex
OTU_1885	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_pickeringii
OTU_1899	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_olivae
OTU_1907	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptonema	Leptonema_illini
OTU_1901	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Blastococcus	Blastococcus_jejuensis
OTU_1897	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Fontimonas	Fontimonas_thermophila
OTU_1886	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Sphingomonadaceae	Sphingomonas	Caulobacter_henricii
OTU_1887	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Chromobacterium	Gulbenkiania_mobilis
OTU_1892	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_hydrogeniphilus
OTU_1903	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Desulfuromonadaceae	Streptomyces	Pelobacter_seleniigenes
OTU_1912	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Nitrospirillum	Nitrospirillum_amazonense
OTU_1913	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira_pacifica
OTU_1916	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis	Azospirillum_doebereinerae
OTU_1910	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sediminicola
OTU_1900	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_1908	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfoglaeba	Desulfoglaeba_alkanexedens
OTU_1924	Bacteria	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis	Lactobacillus_gastricus
OTU_1909	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Roseibacillus_ishigakijimensis
OTU_1918	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Phaselicystis_flava
OTU_1928	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Geobacteraceae	Geobacter	Paludibaculum_fermentans
OTU_1905	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_fusiformis
OTU_1940	Bacteria	Proteobacteria	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Asteroleplasma_anaerobium
OTU_1911	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Ferribacterium	Ferribacterium_limneticum
OTU_1922	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Arthrobacter_pascens
OTU_1921	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_1929	Bacteria	Chloroflexi	Actinobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	Thermogemmatispora_foliorum
OTU_1906	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_agariphilus
OTU_1932	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides_mccartyi
OTU_1934	Bacteria	Proteobacteria	Gammaproteobacteria	Thermales	Thermaceae	Parcubacteria_genera_incertae_sedis	Tepidisphaera_mucosa
OTU_1937	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Slackia	Slackia_isoflavoniconvertens
OTU_1919	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
OTU_1926	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Saprospiraceae	Lewinella	Lewinella_agarilytica
OTU_1939	Bacteria	Chloroflexi	Actinobacteria	Actinomycetales	Caldilineaceae	Ardenticatena	Ardenticatena_maritima
OTU_1917	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_1942	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_luti
OTU_1941	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquaspirillum	Aquaspirillum_putridiconchylium
OTU_1948	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia_meningoseptica
OTU_1930	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Crenobacter	Crenobacter_luteus
OTU_1933	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	Tangfeifania_diversioriginum
OTU_1950	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_1915	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	Unassigned
OTU_1931	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	Nafulsella_turpanensis
OTU_1947	Bacteria	Acidobacteria	Acidobacteria_Gp10	Acanthopleuribacterales	Acanthopleuribacteraceae	Gp10	Acanthopleuribacter_pedis
OTU_1938	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_loti
OTU_1963	Archaea	Thaumarchaeota	Unassigned	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera_viennensis
OTU_1954	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Anaeromyxobacter_dehalogenans
OTU_1949	Bacteria	Chloroflexi	Actinobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_roseum
OTU_1956	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Gp10	Nannocystis_exedens
OTU_1925	Bacteria	Acidobacteria	Acidobacteria_Gp23	Unassigned	Unassigned	Thermoanaerobaculum	Thermoanaerobaculum_aquaticum
OTU_1962	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_1951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_manausense
OTU_1957	Bacteria	Cyanobacteria	Cyanobacteria	Clostridiales	Family_X	GpX	Aquicella_lusitana
OTU_1953	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Eggerthella_lenta
OTU_1945	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Gp1	Granulicella_aggregans
OTU_1943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Mobilitalea	Mobilitalea_sibirica
OTU_1977	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Aridibacter	Aridibacter_kavangonensis
OTU_1960	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned
OTU_1976	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
OTU_1946	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_aerophila
OTU_1965	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_1979	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Terrimonas	Terrimonas_arctica
OTU_1981	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
OTU_1955	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_1985	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned
OTU_1980	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Terribacillus	Terribacillus_goriensis
OTU_1984	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Thermincola	Thermincola_ferriacetica
OTU_1961	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Psychrobacillus_insolitus
OTU_1983	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Quadrisphaera	Quadrisphaera_granulorum
OTU_1978	Bacteria	Proteobacteria	Deltaproteobacteria	Clostridiales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_giganteus
OTU_1986	Bacteria	Proteobacteria	Gammaproteobacteria	Bacillales	Spirochaetaceae	Gp9	Spirochaeta_perfilievii
OTU_1972	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Oxobacter_pfennigii
OTU_1982	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum
OTU_1993	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Alistipes	Alistipes_onderdonkii
OTU_1967	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobacteraceae	Hyphomonas	Albimonas_pacifica
OTU_1989	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus	Desulfosporosinus_hippei
OTU_1971	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga_sancti
OTU_1964	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Conexibacter_arvalis
OTU_1992	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_defluvii
OTU_1996	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Legionella	Diplorickettsia_massiliensis
OTU_2010	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Prevotella	Tangfeifania_diversioriginum
OTU_2002	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosarcina	Methylosarcina_fibrata
OTU_2005	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma_brassicae
OTU_2004	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas_fonticola
OTU_1990	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_2015	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis	Chlorobium_chlorovibrioides
OTU_1998	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides	Bacteroides_gallinarum
OTU_1995	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Saprospiraceae	Flexibacter	Flexibacter_elegans
OTU_2016	Bacteria	Parcubacteria	Actinobacteria	Actinomycetales	Nautiliaceae	Parcubacteria_genera_incertae_sedis	Nautilia_lithotrophica
OTU_1991	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Dyadobacter	Haliscomenobacter_hydrossis
OTU_1994	Bacteria	Proteobacteria	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_2012	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	Hydrogenispora_ethanolica
OTU_2030	Bacteria	Verrucomicrobia	Spartobacteria	Verrucomicrobiales	Verrucomicrobiaceae	Spartobacteria_genera_incertae_sedis	Terrimicrobium_sacchariphilum
OTU_2020	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_carbonis
OTU_2021	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Pedomicrobium_manganicum
OTU_2017	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Thermodesulfovibrio	Saccharothrix_algeriensis
OTU_2000	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chromobacterium	Chromobacterium_aquaticum
OTU_2006	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea	Litorilinea_aerophila
OTU_2024	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Desulfotomaculum	Polycladomyces_abyssicola
OTU_2014	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Phaselicystis	Phaselicystis_flava
OTU_2032	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_contaminans
OTU_2034	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_2023	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_2025	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_haematophila
OTU_2031	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Pseudenhygromyxa	Pseudenhygromyxa_salsuginis
OTU_2009	Bacteria	Verrucomicrobia	Subdivision5	Coriobacteriales	Coriobacteriaceae	Subdivision5_genera_incertae_sedis	Methylomarinovum_caldicuralii
OTU_2018	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_kyeonggiensis
OTU_2027	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_bornimense
OTU_2028	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans
OTU_2008	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_2013	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
OTU_2011	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
OTU_2036	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp5	Unassigned
OTU_2026	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Amnibacterium	Amnibacterium_kyonggiense
OTU_2038	Bacteria	Acidobacteria	Acidobacteria_Gp1	Selenomonadales	Veillonellaceae	Gp1	Edaphobacter_modestus
OTU_2037	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_smaragdinae
OTU_2035	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Family_VIII	GpVIII	Prochlorothrix_hollandica
OTU_2045	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquaspirillum	Magnetospirillum_magnetotacticum
OTU_2046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea_thiooxidans
OTU_2041	Bacteria	Proteobacteria	Deltaproteobacteria	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_2033	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_2050	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_vietnamensis
OTU_2047	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Cerasibacillus	Cerasibacillus_quisquiliarum
OTU_2052	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola
OTU_2051	Bacteria	Verrucomicrobia	Subdivision3	Deinococcales	Deinococcaceae	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
OTU_2054	Bacteria	Firmicutes	Clostridia	Clostridiales	Paenibacillaceae_1	Caldicellulosiruptor	Thermobacillus_xylanilyticus
OTU_2053	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Thiobacillus	Thiobacillus_thiophilus
OTU_2066	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Spartobacteria_genera_incertae_sedis	Roseibacillus_ishigakijimensis
OTU_2060	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	Anaerovorax_odorimutans
OTU_2077	Bacteria	Proteobacteria	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Sulfurovum_lithotrophicum
OTU_2043	Bacteria	Acidobacteria	Acidobacteria_Gp21	Bacillales	Sinobacteraceae	Gp21	Panacagrimonas_perspica
OTU_2072	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Prosthecobacter_dejongeii
OTU_2074	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
OTU_2039	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Flavobacteriaceae	Alistipes	Croceitalea_eckloniae
OTU_2042	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas_rhenobacensis
OTU_2056	Bacteria	Verrucomicrobia	Subdivision5	Unassigned	Unassigned	Subdivision5_genera_incertae_sedis	Unassigned
OTU_2078	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Prosthecobacter_fusiformis
OTU_2062	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_2067	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Aquaspirillum	Aquaspirillum_serpens
OTU_2084	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydophila_psittaci
OTU_2055	Bacteria	Proteobacteria	Deltaproteobacteria	Rhizobiales	Desulfuromonadaceae	Pelobacter	Pelobacter_acetylenicus
OTU_2070	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Piscirickettsiaceae	Massilia	Plasticicumulans_lactativorans
OTU_2081	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Mongoliicoccus	Mongoliicoccus_roseus
OTU_2048	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Actinomycetospora	Actinomycetospora_atypica
OTU_2068	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_oligoaromativorans
OTU_2073	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_2086	Bacteria	Candidatus_Saccharibacteria	Clostridia	Clostridiales	Peptococcaceae_1	Saccharibacteria_genera_incertae_sedis	Desulfosporosinus_youngiae
OTU_2094	Bacteria	Parcubacteria	Bacilli	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis	Lactobacillus_ceti
OTU_2058	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum_doebereinerae
OTU_2080	Bacteria	Proteobacteria	Deltaproteobacteria	Rhodospirillales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus_aromaticivorans
OTU_2076	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_2085	Bacteria	Proteobacteria	Deltaproteobacteria	Thermodesulfobacteriales	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus_aromaticivorans
OTU_2069	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Streptomyces	Slackia_isoflavoniconvertens
OTU_2089	Bacteria	Parcubacteria	Bacilli	Actinomycetales	Flavobacteriaceae	Parcubacteria_genera_incertae_sedis	Aerococcus_urinaehominis
OTU_2096	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta_hypogea
OTU_2098	Bacteria	Proteobacteria	Gammaproteobacteria	Clostridiales	Enterobacteriaceae	Gp10	Azonexus_hydrophilus
OTU_2091	Bacteria	Proteobacteria	Clostridia	Clostridiales	Hyphomonadaceae	Parcubacteria_genera_incertae_sedis	Glycocaulis_albus
OTU_2088	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	Roseospira_navarrensis
OTU_2092	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_2095	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_carbonis
OTU_2071	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus	Anaerorhabdus_furcosa
OTU_2113	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Parasutterella_excrementihominis
OTU_2103	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_cheonanense
OTU_2075	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Janibacter	Janibacter_melonis
OTU_2087	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Amorphus	Amorphus_orientalis
OTU_2101	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
OTU_2102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Amorphus_coralli
OTU_2114	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_2104	Bacteria	Proteobacteria	Gammaproteobacteria	Lactobacillales	Moraxellaceae	Lactobacillus	Eubacterium_coprostanoligenes
OTU_2123	Bacteria	Proteobacteria	Gammaproteobacteria	Clostridiales	Rhodocyclaceae	Gp10	Propionivibrio_limicola
OTU_2097	Bacteria	Acidobacteria	Acidobacteria_Gp7	Syntrophobacterales	Syntrophobacteraceae	Gp7	Desulfoglaeba_alkanexedens
OTU_2120	Bacteria	SR1	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	SR1_genera_incertae_sedis	Paucibacter_toxinivorans
