#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_2110	Bacteria	Proteobacteria	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVII	Thermaerobacter	Thermaerobacter_nagasakiensis
OTU_2105	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiococcus	Thiococcus_pfennigii
OTU_2116	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
OTU_2122	Bacteria	Firmicutes	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Clostridium_sensu_stricto	Leuconostoc_citreum
OTU_2117	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum
OTU_2121	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_botulinum
OTU_2118	Bacteria	Proteobacteria	Bacilli	Bacillales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis	Geobacillus_jurassicus
OTU_2130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania	Tangfeifania_diversioriginum
OTU_2119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_paludivivens
OTU_2128	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus
OTU_2126	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
OTU_2108	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_2127	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Anaerovorax	Anaerovorax_odorimutans
OTU_2131	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_2134	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_litoralis
OTU_2107	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystis_exedens
OTU_2125	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	Bacteroides_cellulosolvens
OTU_2124	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystis_exedens
OTU_2133	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Bacteroides	Sunxiuqinia_faeciviva
OTU_2142	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rhodopirellula	Rhodopirellula_rosea
OTU_2106	Bacteria	Acidobacteria	Acidobacteria_Gp15	Thiotrichales	Piscirickettsiaceae	Gp15	Thiomicrospira_chilensis
OTU_2135	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_2137	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_2144	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	Verrucomicrobium_spinosum
OTU_2111	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Dehalobacter	Dehalobacter_restrictus
OTU_2143	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Minicystis	Minicystis_rosea
OTU_2140	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum_pseudogrignonense
OTU_2138	Bacteria	candidate_division_ZB3	Clostridia	Clostridiales	Syntrophobacteraceae	ZB3_genera_incertae_sedis	Syntrophobacter_wolinii
OTU_2145	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Desulfovirga_adipica
OTU_2150	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera	Singulisphaera_rosea
OTU_2151	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Kaistia_dalseonensis
OTU_2132	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_vulturis
OTU_2129	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Labilithrix	Labilithrix_luteola
OTU_2154	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
OTU_2159	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
OTU_2152	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum_oryzae
OTU_2153	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chromobacterium	Chromobacterium_vaccinii
OTU_2163	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_2156	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_2162	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium	Oxalicibacterium_flavum
OTU_2146	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	Unassigned
OTU_2136	Bacteria	Proteobacteria	Spirochaetia	Spirochaetales	Spirochaetaceae	Gp10	Spirochaeta_africana
OTU_2155	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_odontotermitis
OTU_2139	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_fennica
OTU_2169	Bacteria	Proteobacteria	Clostridia	Clostridiales	Campylobacteraceae	Parcubacteria_genera_incertae_sedis	Glycocaulis_albus
OTU_2166	Bacteria	Proteobacteria	Actinobacteria	Clostridiales	Thermoanaerobacteraceae	Desulfovibrio	Thermanaeromonas_toyohensis
OTU_2165	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVIII	Symbiobacterium	Unassigned
OTU_2167	Bacteria	Chloroflexi	Actinobacteria	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_2148	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	Unassigned
OTU_2171	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomicrobium_flavum
OTU_2158	Bacteria	Chloroflexi	Clostridia	Clostridiales	Veillonellaceae	Propionispira	Thermomicrobium_carboxidum
OTU_2176	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fluxus
OTU_2170	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Neisseriaceae	Hyphomicrobium	Hyphomicrobium_nitrativorans
OTU_2180	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_2175	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catenuloplanes	Catenuloplanes_nepalensis
OTU_2172	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Actinomycetospora_lutea
OTU_2174	Bacteria	Chloroflexi	Actinobacteria	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_2181	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Cellvibrio	Cellvibrio_gandavensis
OTU_2179	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
OTU_2185	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_hongkongensis
OTU_2164	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Melioribacter	Melioribacter_roseus
OTU_2189	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Elizabethkingia	Elizabethkingia_meningoseptica
OTU_2161	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Tistlia	Tistlia_consotensis
OTU_2184	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Prolixibacter_bellariivorans
OTU_2173	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas/Armatimonadetes_gp3	Unassigned
OTU_2191	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum_ruminicola
OTU_2168	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_bakii
OTU_2182	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Pararhodospirillum_sulfurexigens
OTU_2183	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_2194	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Methylococcaceae	Litoricola	Litoricola_marina
OTU_2188	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_2190	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_pervagus
OTU_2210	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera_mikurensis
OTU_2187	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus_boritolerans
OTU_2207	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Blastocatella	Blastocatella_fastidiosa
OTU_2195	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfobacca_acetoxidans
OTU_2211	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
OTU_2198	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Phaselicystis_flava
OTU_2206	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Pontimonas	Pontimonas_salivibrio
OTU_2208	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_sensu_stricto	Catabacter_hongkongensis
OTU_2203	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aurantimonas	Aurantimonas_manganoxydans
OTU_2220	Bacteria	Proteobacteria	Alphaproteobacteria	Clostridiales	Rhodobacteraceae	Gp4	Thermodesulfobium_narugense
OTU_2205	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Desulfuromonadaceae	Pelobacter	Minicystis_rosea
OTU_2212	Bacteria	Proteobacteria	Gammaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Desulfobacter_postgatei
OTU_2192	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chloroherpeton_thalassium
OTU_2193	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Nitrospiraceae	Desulfovibrio	Thermomicrobium_carboxidum
OTU_2201	Bacteria	Proteobacteria	Gammaproteobacteria	Bacillales	Dictyoglomaceae	Saccharibacteria_genera_incertae_sedis	Dictyoglomus_turgidum
OTU_2215	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_dresdenensis
OTU_2186	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Cryptosporangium	Cryptosporangium_minutisporangium
OTU_2218	Bacteria	Acidobacteria	Acidobacteria_Gp3	Rhizobiales	Bradyrhizobiaceae	Gp3	Bryobacter_aggregatus
OTU_2223	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
OTU_2219	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata	Gemmata_obscuriglobus
OTU_2216	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas_carbonis
OTU_2196	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Desulfuromonadaceae	Anaeromyxobacter	Anaeromyxobacter_dehalogenans
OTU_2217	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	Aquimonas_voraii
OTU_2204	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium_boeckii
OTU_2213	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
OTU_2233	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_contaminans
OTU_2231	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Syntrophobacteraceae	Gp7	Syntrophobacter_sulfatireducens
OTU_2227	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum_lentocellum
OTU_2239	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Bacteroides	Petrimonas_sulfuriphila
OTU_2237	Bacteria	Planctomycetes	Phycisphaerae	Planctomycetales	Planctomycetaceae	Tepidisphaera	Tepidisphaera_mucosa
OTU_2226	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis
OTU_2228	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter_racemifer
OTU_2221	Bacteria	Acidobacteria	Acidobacteria_Gp22	Desulfobacterales	Desulfobacteraceae	Gp22	Desulfoglaeba_alkanexedens
OTU_2252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Thermaceae	Meiothermus	Ammoniphilus_oxalivorans
OTU_2249	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium_sulci
OTU_2250	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_alkalica
OTU_2241	Bacteria	Proteobacteria	Gammaproteobacteria	Sphingobacteriales	Ignavibacteriaceae	Melioribacter	Melioribacter_roseus
OTU_2261	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Tepidisphaera	Tepidisphaera_mucosa
OTU_2263	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta_hypogea
OTU_2253	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Tissierella	Tissierella_carlieri
OTU_2255	Bacteria	Chloroflexi	Actinobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Caldimicrobium	Caldimicrobium_rimae
OTU_2245	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Phaselicystis_flava
OTU_2235	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus
OTU_2254	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_alkalitolerans
OTU_2264	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned
OTU_2247	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Geminicoccus	Geminicoccus_roseus
OTU_2258	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned
OTU_2246	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	Pararhodospirillum_photometricum
OTU_2243	Bacteria	Proteobacteria	Actinobacteria	Desulfovibrionales	Desulfovibrionaceae	Armatimonadetes_gp7	Desulfocurvus_thunnarius
OTU_2234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum_formosense
OTU_2232	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Thermincola	Thermincola_ferriacetica
OTU_2256	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera_mikurensis
OTU_2270	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_frigidicarnis
OTU_2266	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Caloramator	Caloramator_quimbayensis
OTU_2268	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
OTU_2271	Bacteria	Proteobacteria	Betaproteobacteria	Sulfuricellales	Sulfuricellaceae	Sulfuricella	Sulfuricella_denitrificans
OTU_2260	Bacteria	Acidobacteria	Acidobacteria_Gp17	Caulobacterales	Rhodobacteraceae	Gp17	Kaistia_geumhonensis
OTU_2248	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aquihabitans	Aquihabitans_daechungensis
OTU_2273	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfosoma	Desulfosoma_profundi
OTU_2262	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Acidithiobacillus_albertensis
OTU_2282	Bacteria	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis	Tepidisphaera_mucosa
OTU_2265	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	Clostridium_aldrichii
OTU_2272	Bacteria	Bacteroidetes	Clostridia	Clostridiales	Thermoanaerobacteraceae	Ammonifex	Ammonifex_thiophilus
OTU_2277	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus	Desulfosporosinus_acidiphilus
OTU_2276	Bacteria	Proteobacteria	Gammaproteobacteria	Rhizobiales	Vibrionaceae	Clostridium_sensu_stricto	Thermithiobacillus_tepidarius
OTU_2285	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
OTU_2284	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_amylolyticum
OTU_2287	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Pseudobacteriovoracaceae	Pseudobacteriovorax	Pseudobacteriovorax_antillogorgiicola
OTU_2290	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Chryseolinea	Chryseolinea_serpens
OTU_2274	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
OTU_2279	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parasegetibacter	Parasegetibacter_terrae
OTU_2286	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Diplorickettsia	Diplorickettsia_massiliensis
OTU_2293	Bacteria	Firmicutes	Bacilli	Flavobacteriales	Flavobacteriaceae	Saccharibacteria_genera_incertae_sedis	Thiohalorhabdus_denitrificans
OTU_2288	Bacteria	Acidobacteria	Acidobacteria_Gp21	Desulfovibrionales	Desulfovibrionaceae	Gp21	Methylonatrum_kenyense
OTU_2267	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_conjunctum
OTU_2292	Bacteria	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Helicobacter_bizzozeronii
OTU_2296	Bacteria	Parcubacteria	Alphaproteobacteria	Rhodospirillales	Mycoplasmataceae	Parcubacteria_genera_incertae_sedis	Magnetococcus_marinus
OTU_2291	Bacteria	Chloroflexi	Actinobacteria	Actinomycetales	Herpetosiphonaceae	Herpetosiphon	Caldilinea_aerophila
OTU_2281	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Family_V	GpV	Unassigned
OTU_2295	Bacteria	Verrucomicrobia	Subdivision5	Aeromonadales	Aeromonadaceae	Subdivision5_genera_incertae_sedis	Aeromonas_simiae
OTU_2298	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_sulfatireducens
OTU_2306	Bacteria	Proteobacteria	Gammaproteobacteria	Rhodospirillales	Legionellaceae	Legionella	Legionella_gresilensis
OTU_2278	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter_aggeris
OTU_2301	Bacteria	Verrucomicrobia	Subdivision3	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
OTU_2280	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Taonella	Taonella_mepensis
OTU_2304	Bacteria	Proteobacteria	Bacilli	Bacillales	Bacillaceae_1	Geobacillus	Pararhodospirillum_sulfurexigens
OTU_2313	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Helicobacter	Fulvimonas_soli
OTU_2289	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Clostridium_schirmacherense
OTU_2310	Bacteria	Proteobacteria	Deltaproteobacteria	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_2325	Bacteria	Proteobacteria	Gammaproteobacteria	Actinomycetales	Geobacteraceae	Parcubacteria_genera_incertae_sedis	Phycisphaera_mikurensis
OTU_2312	Bacteria	Acidobacteria	Acidobacteria_Gp10	Desulfovibrionales	Desulfohalobiaceae	Gp10	Desulfothermus_naphthae
OTU_2315	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Constrictibacter	Constrictibacter_antarcticus
OTU_2303	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae
OTU_2320	Bacteria	Proteobacteria	Alphaproteobacteria	Burkholderiales	Comamonadaceae	Saccharibacteria_genera_incertae_sedis	Ramlibacter_henchirensis
OTU_2322	Bacteria	Proteobacteria	Deltaproteobacteria	Actinomycetales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_bakii
OTU_2323	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Helicobacter_mustelae
OTU_2300	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Elusimicrobium_minutum
OTU_2332	Bacteria	Parcubacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Parcubacteria_genera_incertae_sedis	Roseibacillus_ishigakijimensis
OTU_2309	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gaiella	Gaiella_occulta
OTU_2294	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_IV	Caldicoprobacter	Caldicoprobacter_oshimai
OTU_2321	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodovulum_phaeolacus
OTU_2314	Bacteria	Proteobacteria	Gammaproteobacteria	Rhodobacterales	Rhodobacteraceae	Chloroherpeton	Chloroherpeton_thalassium
OTU_2331	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	Paludibacter_propionicigenes
OTU_2318	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Roseivirga_spongicola
OTU_2324	Bacteria	Firmicutes	Clostridia	Clostridiales	Thermosporotrichaceae	Armatimonadetes_gp2	Thermosporothrix_hazakensis
OTU_2327	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus_aciditrophicus
OTU_2328	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cryptosporangiaceae	Fodinicola	Fodinicola_feengrottensis
OTU_2317	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_caricicola
OTU_2308	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophaceae	Smithella	Smithella_propionica
OTU_2333	Bacteria	Proteobacteria	Alphaproteobacteria	Lactobacillales	Rhodospirillaceae	Anaeromyxobacter	Anaeromyxobacter_dehalogenans
