#OTUID	SY01_1	SY01_2	SY01_3	SY02_1	SY02_2	SY02_3	SY03_1	SY03_2	SY03_3	SY04_1	SY04_2	SY04_3	SY05_1	SY05_2	SY05_3	SY06_1	SY06_2	SY06_3	SY07_1	SY07_2	SY07_3	SY08_1	SY08_2	SY08_3	SY09_1	SY09_2	SY09_3	SY10_1	SY10_2	SY10_3	SY11_1	SY11_2	SY11_3	SY12_2	SY12_3
OTU_6214	6	0	0	13	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
OTU_1550	1	23	5	9	34	2	4	21	0	2	24	0	0	5	1	3	9	0	4	2	0	1	9	1	1	1	1	15	1	0	38	2	0	7	2
OTU_3911	3	4	2	3	0	0	9	0	1	3	0	3	3	0	0	3	5	2	1	0	0	1	1	0	0	0	1	0	0	0	3	1	2	3	0
OTU_1972	4	0	2	0	2	5	1	0	5	6	0	4	0	0	0	3	2	5	6	0	0	3	3	4	2	3	3	0	0	0	7	0	0	0	3
OTU_6481	0	0	0	1	0	0	20	0	2	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_5259	0	0	0	0	0	0	1	4	1	0	5	1	4	5	0	3	0	0	3	34	31	0	7	5	8	7	7	0	0	0	0	0	0	0	0
OTU_6058	1	3	2	1	7	2	0	3	2	0	1	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	7	7	9	4	1	5	2
OTU_7843	2	2	0	0	0	3	4	0	0	2	0	0	1	0	0	0	5	0	4	0	0	2	1	0	0	0	2	0	0	2	4	2	6	1	0
OTU_6715	2	1	3	2	4	11	10	0	4	5	0	3	4	2	2	0	4	13	1	0	0	3	0	2	4	2	0	0	0	2	2	3	3	1	2
OTU_6758	2	5	3	1	0	3	2	1	5	5	0	0	0	0	0	0	0	9	2	0	0	0	0	5	5	0	3	3	1	1	3	2	2	3	0
OTU_107	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6770	1	0	0	11	0	0	5	0	0	2	0	0	3	10	6	4	7	0	6	0	7	10	5	0	0	0	1	3	0	1	0	0	1	3	0
OTU_4720	5	0	0	9	0	0	8	0	0	6	0	0	0	0	0	1	0	0	1	0	0	4	0	2	1	0	1	1	2	2	1	0	0	5	0
OTU_10966	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	3	0	0	0	1	1	0	0	0	0	0	2	0	0	2	3	1	3
OTU_3042	5	1	0	6	4	1	6	0	0	1	2	0	6	9	3	1	1	10	1	5	6	0	12	0	2	2	9	11	1	4	9	4	3	3	0
OTU_5187	1	7	0	0	2	3	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	7	1	1	3	1	3	2
OTU_10704	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU_9784	0	2	0	0	0	0	1	2	2	0	0	3	0	0	2	0	0	0	1	1	0	0	0	0	3	1	0	0	0	0	4	0	0	0	0
OTU_6373	5	0	0	0	0	0	2	5	1	0	6	0	3	10	2	1	0	0	1	66	18	0	1	0	0	1	3	0	0	0	0	0	0	0	0
OTU_7689	0	17	77	0	9	21	4	0	0	0	0	0	0	3	1	7	13	11	12	0	5	51	2	7	0	7	3	6	55	2	3	17	5	16	1
OTU_11451	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2431	2	4	3	0	6	4	7	5	1	4	8	0	0	0	1	0	10	4	1	0	0	4	1	1	0	0	4	2	6	1	5	11	5	9	2
OTU_4267	0	3	1	0	2	0	1	3	4	0	4	4	5	0	1	2	0	2	3	8	3	1	1	0	0	5	1	1	0	0	2	2	3	1	0
OTU_7754	2	1	2	1	3	3	6	7	3	0	2	1	2	15	5	1	0	1	0	0	3	0	0	0	7	5	1	3	2	5	0	0	0	0	0
OTU_5266	1	0	3	1	0	3	6	0	5	4	0	4	9	0	0	3	0	13	3	0	0	0	2	1	6	5	1	0	0	0	0	0	0	0	0
OTU_9773	3	0	4	2	2	1	3	1	1	2	0	5	2	3	1	0	0	1	0	0	0	1	0	1	2	0	1	1	0	0	0	0	4	0	4
OTU_734	8	36	90	7	37	51	0	28	6	0	34	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1	9	5	27
OTU_6285	3	0	2	0	0	0	6	0	0	5	0	0	2	0	0	3	5	1	3	0	0	5	1	0	3	0	3	0	0	0	0	0	0	1	0
OTU_10518	3	0	0	1	3	0	4	0	5	6	0	2	0	10	4	5	0	1	0	0	0	3	3	7	0	0	1	1	0	2	0	0	0	0	3
OTU_7524	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	11	0	0	5	6	3	3	0	1	9	11	2	1	0	0	0	0	0	0	0
OTU_3316	3	3	1	9	4	0	18	35	0	4	40	0	4	5	1	20	8	2	8	0	1	16	16	8	7	0	7	0	0	0	4	6	0	3	1
OTU_8719	1	0	0	14	0	0	2	0	3	1	0	3	0	0	0	1	0	2	0	0	1	17	0	8	0	2	9	1	2	7	5	0	1	1	0
OTU_1775	3	10	0	7	7	0	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	21	6	0	2	0	0	0	0
OTU_3357	0	0	0	0	4	0	0	6	0	0	1	0	4	3	0	0	0	4	0	0	0	2	7	4	4	4	0	1	0	2	3	4	4	2	5
OTU_8797	2	2	0	0	0	0	0	0	0	1	3	1	0	5	0	0	0	0	2	0	0	1	2	3	0	0	0	2	0	0	0	0	0	0	0
OTU_1405	4	8	16	0	3	7	0	5	2	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	7	0	7
OTU_11505	4	0	0	1	0	0	0	0	0	1	0	3	2	1	0	0	1	4	0	6	0	0	1	0	1	1	1	3	0	0	2	0	0	0	0
OTU_11275	2	1	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2328	4	2	6	3	2	8	1	2	6	2	5	7	3	0	0	2	4	4	0	1	0	1	1	3	2	1	0	6	3	1	4	0	5	2	2
OTU_9844	2	1	0	1	3	0	2	6	0	12	9	0	0	0	0	6	18	0	6	0	0	18	11	0	0	0	0	0	0	0	1	8	1	9	4
OTU_3327	2	6	0	2	3	1	1	1	3	1	1	0	1	0	0	1	4	1	0	0	0	11	5	5	0	0	0	0	0	0	5	0	11	1	6
OTU_9639	2	0	0	1	4	0	0	0	4	0	0	1	6	4	0	0	0	0	0	0	0	0	0	1	2	11	0	2	3	0	0	3	0	1	0
OTU_9163	11	4	7	18	4	2	1	1	0	6	2	0	0	0	0	14	5	0	18	0	0	2	1	0	3	0	0	1	4	0	3	5	6	1	1
OTU_6180	3	0	1	5	1	1	1	0	1	0	1	4	5	1	0	1	1	0	0	0	0	0	2	0	5	6	18	23	7	13	0	0	0	0	1
OTU_11137	7	2	1	5	1	0	0	2	0	0	4	0	6	0	0	0	0	0	2	0	0	0	3	0	0	3	1	0	6	1	0	0	0	0	0
OTU_5780	2	0	0	0	2	5	0	1	2	0	0	1	0	0	0	0	0	6	0	0	0	0	1	0	0	1	1	1	7	0	3	7	2	4	0
OTU_5197	3	5	2	3	2	2	8	1	0	3	2	0	6	4	0	1	4	5	3	0	0	2	0	1	0	4	0	3	3	1	5	1	2	3	2
OTU_2592	2	1	1	5	0	10	2	3	9	5	1	4	0	0	0	5	8	1	4	1	0	2	0	1	5	0	0	0	1	2	1	5	3	1	4
OTU_5120	2	0	0	9	0	0	3	0	4	5	0	1	0	0	0	2	2	10	8	0	0	1	13	37	0	1	7	2	0	0	0	0	1	0	0
OTU_11595	11	0	0	1	0	0	1	4	0	0	1	4	0	0	17	0	0	0	0	3	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2862	2	1	1	2	0	0	1	2	1	10	4	2	1	2	0	3	1	0	1	0	0	6	0	1	6	0	0	1	0	0	1	0	0	0	0
OTU_1854	5	0	0	0	2	0	2	3	8	0	4	9	5	8	6	0	0	0	0	5	2	0	0	0	1	5	3	7	6	3	2	0	0	0	0
OTU_11195	2	2	9	2	3	5	3	1	5	6	4	2	0	0	3	1	5	4	3	0	0	4	1	1	4	0	4	0	0	8	8	8	0	0	2
OTU_748	0	0	0	0	0	0	0	0	0	0	0	0	32	13	5	6	0	0	5	41	35	7	1	21	15	13	23	0	0	0	0	0	0	0	0
OTU_4968	1	1	0	0	0	4	0	0	5	0	0	5	0	0	0	5	0	10	2	0	0	0	5	3	5	1	1	0	0	0	10	0	2	0	2
OTU_211	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU_11400	0	0	0	0	0	0	0	0	3	2	0	1	1	0	3	5	0	12	0	0	0	0	0	1	3	0	1	0	0	0	0	3	2	0	1
OTU_6597	3	0	0	0	0	0	2	0	0	2	0	0	2	3	0	0	0	0	0	13	2	0	1	0	2	7	0	6	2	2	0	0	0	0	0
OTU_11624	2	1	1	0	2	0	0	0	3	2	0	1	0	1	0	0	6	4	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0
OTU_4991	8	0	0	3	0	0	7	0	0	3	0	0	0	0	0	3	10	0	1	0	0	5	1	0	0	0	0	0	0	0	0	3	0	0	0
OTU_11725	3	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	1	0	5	0	0	1	0	1	1	2	0	0	2	3	0	4	1	2	2
OTU_9495	2	0	1	1	0	1	2	0	3	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	3
OTU_10211	0	0	1	1	1	0	6	0	0	1	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_9444	0	5	5	2	2	3	14	7	0	22	8	1	0	3	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
OTU_5866	1	9	4	2	1	5	9	0	3	10	0	0	0	0	0	0	4	5	0	0	0	0	4	0	1	2	1	0	0	0	0	2	1	6	4
OTU_625	1	1	4	1	3	2	9	0	9	0	0	6	2	2	1	6	1	28	0	1	0	6	1	14	2	10	25	7	0	32	1	0	5	7	2
OTU_10707	13	4	0	2	1	0	0	29	2	0	18	3	24	8	4	1	0	0	2	7	0	2	0	1	0	0	0	0	0	0	1	3	0	0	2
OTU_7797	2	3	2	4	2	0	1	0	0	3	0	1	0	0	0	0	1	0	1	0	0	14	0	3	0	5	0	1	2	1	2	1	1	0	2
OTU_10128	2	0	0	3	4	2	0	0	3	0	0	7	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	3	0	4	0	3	2	3	1
OTU_321	6	109	128	20	55	99	0	43	10	0	37	8	0	0	6	0	0	2	0	0	0	0	0	0	0	0	3	1	0	2	5	6	27	6	36
OTU_6871	5	2	8	15	11	10	24	1	1	14	2	13	3	0	0	0	7	2	1	0	0	0	7	10	3	4	0	4	3	6	3	11	8	8	2
OTU_10172	1	3	5	0	2	4	0	8	0	5	5	2	4	5	1	0	3	2	4	0	0	18	4	0	3	3	2	6	3	6	0	2	7	7	2
OTU_5434	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	2	8	1	0	0	0	0	7	11	5	7	3	3	0	0	0	0	0
OTU_5289	2	3	0	8	0	0	5	2	0	3	2	0	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_5411	5	9	0	0	9	2	2	2	2	0	5	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	8	15	7	19	6	3	12	4
OTU_11625	0	0	5	10	0	8	1	0	1	1	1	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	1	4	0	1
OTU_10758	0	2	4	3	13	3	1	0	11	3	0	6	3	0	1	11	3	4	3	0	0	6	8	4	16	6	9	0	6	3	2	3	3	0	4
OTU_7399	1	2	0	4	0	1	0	0	0	0	0	0	28	0	0	13	0	0	13	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0
OTU_979	2	3	5	5	2	9	0	3	20	5	0	9	6	2	0	0	0	22	0	0	0	1	0	0	3	2	3	11	8	10	2	3	9	5	4
OTU_5723	5	0	1	0	0	2	0	4	2	0	2	3	1	2	0	3	0	0	2	0	1	1	0	0	0	1	1	0	4	0	4	0	3	0	0
OTU_9805	1	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	2	4	0	0	0	0	1	5	6	5	14	6	14	1	0	0	4	1
OTU_10340	3	19	20	12	19	10	2	6	0	1	3	1	8	3	0	2	12	7	2	0	0	4	10	8	8	1	4	19	14	17	27	8	19	10	4
OTU_428	1	0	0	0	0	1	3	3	20	0	0	18	46	20	8	22	2	4	27	48	70	11	6	22	131	56	64	11	10	20	0	0	0	0	2
OTU_11947	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
OTU_2213	7	3	1	1	3	2	9	0	1	3	0	4	0	5	0	11	9	6	5	0	0	1	2	0	2	0	5	2	2	0	6	4	2	0	3
OTU_7770	0	0	1	1	0	0	12	0	0	2	0	0	0	0	0	0	8	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_3321	3	4	1	4	4	2	9	0	2	4	0	0	2	1	0	1	9	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	5	3
OTU_1054	1	0	3	12	0	2	0	0	9	2	0	11	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	42	53	23	76
OTU_1493	3	0	2	14	1	0	13	0	14	6	0	14	2	0	0	0	1	1	0	0	1	1	2	0	0	2	17	2	1	20	0	0	1	1	1
OTU_5443	1	1	5	0	1	1	0	0	11	0	0	7	0	2	1	0	0	3	0	0	0	0	0	0	6	2	3	1	0	1	0	1	0	1	0
OTU_11406	4	0	0	4	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	1
OTU_9983	4	0	1	16	2	4	0	0	0	0	12	0	2	4	1	3	0	0	4	1	2	3	5	0	1	0	0	2	3	1	0	5	0	2	0
OTU_11889	2	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	4	0	0	2	1	0	0	0	0	0
OTU_2691	0	5	2	2	1	1	12	1	2	14	6	1	3	0	1	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	3	0
OTU_1457	2	0	0	1	2	1	27	2	1	38	4	1	9	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	5	1	0	0	0	1	0
OTU_9882	0	0	0	0	0	0	0	0	3	1	0	16	0	0	0	0	0	18	1	0	0	0	0	2	0	1	1	2	1	7	1	1	3	1	1
OTU_2293	1	4	3	4	14	12	0	0	4	2	0	2	0	13	0	1	0	2	0	0	6	2	0	2	15	47	114	2	4	11	14	0	4	2	0
OTU_4735	2	3	0	1	2	0	1	0	2	2	1	0	5	0	3	0	0	0	1	2	0	0	0	0	0	0	0	11	15	2	1	3	1	0	2
OTU_10199	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	2	0	0	0	0
OTU_10815	6	0	0	1	0	1	1	4	0	2	2	0	3	4	0	0	0	0	0	0	0	3	0	6	0	8	0	4	0	0	0	0	0	0	0
OTU_862	3	4	19	3	12	7	6	8	6	14	1	5	0	0	0	3	9	15	8	0	0	5	0	6	3	1	3	1	3	2	6	5	3	1	5
OTU_7636	9	7	0	3	10	0	1	30	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	27	17	0	7	1	0	0	0
OTU_7774	2	2	0	2	0	0	3	0	0	2	0	1	0	3	0	0	0	0	1	0	0	2	0	0	0	5	0	0	1	0	0	0	0	0	0
OTU_120	0	3	26	11	9	8	17	0	21	4	0	26	1	33	1	13	10	98	3	3	0	9	5	19	4	47	63	9	0	117	2	2	15	16	14
OTU_10741	1	13	12	0	0	2	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	2	1	1	0	0	0	0	8	0	0	0	0	0	0
OTU_9933	2	0	0	0	0	0	0	3	2	0	0	0	6	1	2	2	0	0	2	20	30	0	0	1	0	1	1	3	0	0	2	1	0	0	0
OTU_11186	3	7	1	11	1	5	11	1	7	15	2	5	13	7	4	9	20	64	27	1	0	3	82	10	7	16	33	0	1	22	1	10	1	1	1
OTU_4524	1	9	2	4	8	7	0	1	8	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	6	19	12	12	2	7	8
OTU_5068	1	1	1	0	3	0	2	3	1	1	0	1	1	1	2	0	0	8	2	0	0	0	0	0	4	0	0	9	0	5	5	0	0	1	0
OTU_6921	0	1	1	1	2	2	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0
OTU_4737	0	1	2	4	1	3	2	0	0	6	2	3	2	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	2	0	4	0	0	0
OTU_6814	5	2	0	9	3	6	3	0	2	9	0	9	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	7	1	3	6	2	5	7	5
OTU_8333	1	0	0	0	0	0	0	0	0	0	0	1	4	3	0	0	1	8	2	26	7	0	1	0	0	5	0	2	2	2	4	4	0	1	0
OTU_7606	1	0	0	1	0	0	0	0	1	0	0	6	2	0	1	1	0	0	0	3	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0
OTU_588	0	20	6	2	2	3	5	29	0	4	23	3	22	9	2	8	7	0	7	2	0	11	8	3	12	4	17	2	2	11	3	4	17	3	6
OTU_11788	0	0	0	0	1	0	5	0	1	3	0	0	47	6	53	45	5	0	44	0	4	2	49	13	2	183	20	12	13	0	0	4	29	1	55
OTU_4519	2	0	0	1	0	0	0	0	0	3	0	0	17	4	5	6	0	0	4	29	13	3	2	4	16	2	7	2	0	0	0	0	0	0	0
OTU_2879	7	5	3	5	8	5	4	3	20	1	0	8	3	4	0	1	0	9	1	0	0	0	0	2	1	2	2	7	4	5	2	6	2	6	7
OTU_1718	1	0	0	6	0	0	0	0	2	2	0	2	0	0	0	3	4	3	3	0	0	0	10	17	0	0	0	3	0	0	0	0	1	1	1
OTU_1821	8	4	26	11	4	24	7	1	10	6	11	7	1	0	0	4	8	16	11	0	2	13	2	1	6	0	2	2	3	5	5	5	4	6	7
OTU_11104	1	0	0	0	1	0	16	0	0	20	0	4	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2541	1	4	6	0	7	5	0	0	2	0	4	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	17	49	51	62	40
OTU_9856	2	0	0	7	2	0	2	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	2	1	2	0	0	1	0	1	1	1	2	2	3
OTU_1506	5	1	5	1	3	4	2	0	12	4	1	19	1	6	0	1	3	38	4	1	0	2	2	6	2	12	12	1	0	55	0	1	7	7	4
OTU_10358	0	2	0	0	0	0	0	0	0	0	0	0	12	4	1	1	1	6	0	0	1	0	3	3	2	0	0	2	0	0	0	0	0	0	0
OTU_1246	1	9	3	0	6	4	0	2	0	0	8	2	0	0	0	0	21	15	0	0	0	4	14	2	0	1	0	1	4	0	11	11	5	14	4
OTU_8690	2	0	4	1	1	6	2	0	1	0	0	0	0	0	0	1	3	4	0	0	0	2	0	4	1	0	0	0	2	2	1	5	0	1	0
OTU_11619	5	0	0	21	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_3055	0	3	1	0	9	0	0	0	0	0	0	0	0	0	0	10	6	0	15	0	0	0	1	2	0	2	0	0	0	0	10	1	0	13	1
OTU_9329	1	0	1	1	5	1	2	21	0	0	16	0	5	5	2	2	0	2	0	0	0	2	4	6	1	0	3	0	0	0	7	3	2	0	6
OTU_1056	0	12	0	1	8	3	48	16	0	52	21	0	0	0	0	15	37	3	19	1	0	34	30	6	0	0	2	0	0	0	10	21	14	6	17
OTU_2947	0	0	1	3	2	0	0	0	0	0	0	2	14	14	46	5	2	1	13	12	34	31	15	9	58	13	13	0	4	2	0	0	0	0	0
OTU_1364	0	7	25	0	2	16	1	23	8	2	23	7	0	1	0	0	0	0	0	0	0	0	0	1	5	4	52	6	1	12	0	6	8	11	8
OTU_4657	4	6	3	3	1	1	1	3	3	15	1	6	1	0	0	1	1	6	6	0	0	3	4	1	10	0	5	2	0	0	0	0	0	0	2
OTU_1014	3	5	6	12	6	7	4	19	13	2	17	16	9	22	0	0	1	8	0	0	0	27	2	29	1	13	1	17	3	8	10	2	27	4	19
OTU_9899	3	0	0	1	0	0	1	10	0	0	4	1	8	8	0	3	0	0	5	0	2	1	0	0	11	5	31	0	12	6	1	0	0	0	0
OTU_9961	0	3	6	0	4	3	0	1	0	0	2	1	0	0	0	0	1	6	0	0	0	1	0	5	0	0	0	0	0	0	3	25	9	24	1
OTU_6186	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	7	2	1	0	0	0	0	0	0	3	1	1	1	0
OTU_11101	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	4
OTU_1412	0	0	0	0	1	0	1	1	0	0	0	1	30	4	1	2	0	0	29	45	30	8	5	20	17	7	22	0	0	0	0	0	0	0	0
OTU_708	2	11	14	9	15	8	35	5	4	19	9	3	17	4	0	7	35	26	6	2	0	7	15	3	5	5	6	3	1	2	13	7	7	28	5
OTU_9331	5	1	0	0	0	5	2	1	0	3	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	2	0	23	0	3	11	5	8	7	2
OTU_5449	1	1	1	2	1	0	1	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	4	0	0	2	1
OTU_3098	2	1	1	1	1	0	34	3	0	40	0	0	1	0	0	0	2	6	0	0	0	8	2	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2478	2	1	1	1	9	1	8	0	1	3	1	7	2	1	0	7	4	8	5	0	0	1	3	10	4	3	0	0	1	0	8	0	0	5	1
OTU_2833	1	0	3	0	2	0	0	0	9	0	0	12	3	3	2	1	0	3	0	1	0	0	0	0	6	2	0	0	0	0	1	0	1	0	2
OTU_178	3	39	27	0	47	41	0	0	5	2	0	11	0	0	1	2	2	1	0	0	0	0	4	15	0	3	0	48	36	53	50	48	17	40	26
OTU_9390	5	9	6	2	8	1	1	2	0	1	0	0	0	0	0	2	2	0	1	0	0	0	1	3	0	1	0	5	2	7	0	0	2	2	4
OTU_2905	6	1	1	1	1	0	21	5	0	14	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OTU_10090	3	8	1	7	5	3	0	8	6	1	2	4	0	0	0	1	1	3	0	0	0	1	2	1	0	1	0	5	7	7	12	3	14	6	6
OTU_6885	0	10	42	0	20	9	2	0	0	1	0	0	10	2	0	3	5	1	0	0	1	0	1	7	1	0	0	0	3	19	0	0	0	0	0
OTU_662	4	7	3	2	4	2	4	32	1	4	41	2	0	0	0	0	7	1	3	0	0	11	9	2	1	0	6	0	3	0	7	3	11	5	6
OTU_1709	3	2	0	3	0	1	117	0	6	99	0	13	6	0	2	2	3	41	2	0	0	0	0	1	2	0	0	0	0	0	10	0	0	0	0
OTU_3045	2	1	2	0	0	4	0	1	4	0	1	2	2	0	3	0	4	12	4	10	2	0	0	3	2	7	3	12	10	2	1	0	1	1	1
OTU_11562	0	0	0	5	0	0	15	0	0	13	0	0	1	0	0	1	10	0	0	0	0	16	14	0	4	0	0	0	0	0	0	2	3	9	9
OTU_7059	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	7	3	8	1
OTU_5433	3	1	1	5	0	0	3	0	2	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	2	0	2	0
OTU_10851	0	1	0	1	0	1	2	0	0	3	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	5	1	0
OTU_3407	8	4	0	5	4	0	0	2	0	0	1	1	26	1	1	1	0	0	1	1	0	72	0	0	27	29	22	2	6	2	9	3	2	1	4
OTU_2620	3	6	0	1	1	1	2	2	2	3	2	0	1	0	0	1	5	8	4	1	0	4	2	0	1	2	0	4	1	1	2	6	1	3	4
OTU_11155	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
OTU_5907	1	1	1	4	7	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	3	0
OTU_8345	0	3	5	2	3	2	0	0	2	1	0	2	0	0	0	0	0	3	0	0	1	4	0	3	3	2	3	0	4	2	0	0	2	1	3
OTU_5169	0	1	0	0	2	0	0	4	6	0	1	0	1	0	0	0	0	5	0	4	11	0	0	0	0	0	2	1	3	0	2	0	4	0	3
OTU_2084	0	1	0	7	9	3	0	5	2	3	6	4	3	2	0	4	1	5	1	8	10	0	0	2	9	6	5	4	4	5	1	1	1	0	1
OTU_4057	3	0	2	0	2	1	0	0	3	4	0	3	1	3	1	0	0	0	0	6	4	0	0	0	1	1	5	1	12	16	0	0	0	0	0
OTU_5030	3	10	11	0	10	4	8	3	3	12	5	1	19	44	4	11	0	3	5	11	9	0	0	0	18	32	16	1	11	21	7	0	0	1	1
OTU_6019	5	0	4	6	0	3	1	0	1	1	0	1	2	0	0	0	1	2	0	0	0	0	0	1	0	3	0	3	1	0	0	0	0	2	0
OTU_11158	4	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	4	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0
OTU_12137	1	0	0	6	0	0	1	0	2	1	0	10	6	0	0	3	0	0	0	0	0	2	0	7	1	2	1	0	0	2	1	0	2	0	1
OTU_7812	2	0	0	0	0	1	2	3	7	0	1	9	7	2	0	0	0	2	4	0	0	0	2	1	31	31	104	1	15	26	0	0	2	4	1
OTU_10757	3	1	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	5	1
OTU_3453	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2722	6	2	1	0	3	6	6	9	0	17	5	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0
OTU_6132	3	2	0	16	4	0	12	1	0	15	0	0	0	0	0	3	0	0	2	0	0	3	0	2	0	1	0	2	1	0	1	1	1	5	0
OTU_1511	2	5	40	12	12	22	3	13	6	4	8	22	31	40	7	5	1	0	3	5	1	9	5	3	20	16	3	94	11	2	0	1	0	2	0
OTU_2649	4	5	3	2	7	2	22	7	0	15	13	1	6	3	0	7	19	16	3	0	0	15	6	2	4	4	4	6	1	0	12	8	1	8	1
OTU_10191	0	0	0	0	0	0	0	0	37	0	0	17	0	0	0	5	2	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4138	1	0	0	2	0	0	0	0	0	3	0	0	0	0	0	10	42	13	18	0	0	29	3	6	3	0	1	13	0	0	4	30	19	29	28
