,Sample,Abundance,aa,Group
849,KO4,0.00174950576462149,others,KO
850,KO4,0.00174950576462149,others,KO
851,KO4,0.00174950576462149,others,KO
852,KO4,0.00174950576462149,others,KO
853,KO4,0.00174950576462149,others,KO
854,KO4,0.00174950576462149,others,KO
855,KO4,0.00174950576462149,others,KO
856,KO4,0.00174950576462149,others,KO
857,KO5,0.00171159606332905,others,KO
858,KO5,0.00171159606332905,others,KO
859,KO5,0.00171159606332905,others,KO
860,KO5,0.00171159606332905,others,KO
861,KO5,0.00171159606332905,others,KO
862,KO5,0.00171159606332905,others,KO
863,KO5,0.00171159606332905,others,KO
864,KO5,0.00171159606332905,others,KO
865,KO3,0.00171155212104097,others,KO
866,KO3,0.00171155212104097,others,KO
867,KO3,0.00171155212104097,others,KO
868,KO3,0.00171155212104097,others,KO
869,KO3,0.00171155212104097,others,KO
870,KO3,0.00171155212104097,others,KO
871,KO3,0.00171155212104097,others,KO
872,KO3,0.00171155212104097,others,KO
873,KO1,0.0015045739046702,others,KO
874,KO1,0.0015045739046702,others,KO
875,KO1,0.0015045739046702,others,KO
876,KO1,0.0015045739046702,others,KO
877,KO1,0.0015045739046702,others,KO
878,KO1,0.0015045739046702,others,KO
879,KO2,0.001383700013837,others,KO
880,KO2,0.001383700013837,others,KO
881,KO2,0.001383700013837,others,KO
882,KO2,0.001383700013837,others,KO
883,KO2,0.001383700013837,others,KO
884,KO2,0.001383700013837,others,KO
885,KO2,0.001383700013837,others,KO
886,KO2,0.001383700013837,others,KO
887,KO2,0.001383700013837,others,KO
888,KO2,0.001383700013837,others,KO
889,KO6,0.00135332647647919,others,KO
890,KO6,0.00135332647647919,others,KO
891,KO6,0.00135332647647919,others,KO
892,KO6,0.00135332647647919,others,KO
893,KO6,0.00135332647647919,others,KO
894,KO6,0.00135332647647919,others,KO
895,KO6,0.00135332647647919,others,KO
896,KO6,0.00135332647647919,others,KO
897,KO6,0.00135332647647919,others,KO
898,KO4,0.00131212932346612,others,KO
899,KO4,0.00131212932346612,others,KO
900,KO4,0.00131212932346612,others,KO
901,KO4,0.00131212932346612,others,KO
902,KO4,0.00131212932346612,others,KO
903,KO4,0.00131212932346612,others,KO
904,KO4,0.00131212932346612,others,KO
905,KO4,0.00131212932346612,others,KO
906,KO4,0.00131212932346612,others,KO
907,KO4,0.00131212932346612,others,KO
908,KO5,0.00128369704749679,others,KO
909,KO5,0.00128369704749679,others,KO
910,KO5,0.00128369704749679,others,KO
911,KO5,0.00128369704749679,others,KO
912,KO5,0.00128369704749679,others,KO
913,KO5,0.00128369704749679,others,KO
914,KO5,0.00128369704749679,others,KO
915,KO3,0.00128366409078072,others,KO
916,KO3,0.00128366409078072,others,KO
917,KO3,0.00128366409078072,others,KO
918,KO3,0.00128366409078072,others,KO
919,KO3,0.00128366409078072,others,KO
920,KO3,0.00128366409078072,others,KO
921,KO3,0.00128366409078072,others,KO
922,KO3,0.00128366409078072,others,KO
923,KO1,0.00100304926978013,others,KO
924,KO1,0.00100304926978013,others,KO
925,KO1,0.00100304926978013,others,KO
926,KO1,0.00100304926978013,others,KO
927,KO1,0.00100304926978013,others,KO
928,KO2,0.000922466675891334,others,KO
929,KO2,0.000922466675891334,others,KO
930,KO2,0.000922466675891334,others,KO
931,KO2,0.000922466675891334,others,KO
932,KO2,0.000922466675891334,others,KO
933,KO2,0.000922466675891334,others,KO
934,KO2,0.000922466675891334,others,KO
935,KO2,0.000922466675891334,others,KO
936,KO2,0.000922466675891334,others,KO
937,KO2,0.000922466675891334,others,KO
938,KO2,0.000922466675891334,others,KO
939,KO2,0.000922466675891334,others,KO
940,KO2,0.000922466675891334,others,KO
941,KO2,0.000922466675891334,others,KO
942,KO2,0.000922466675891334,others,KO
943,KO2,0.000922466675891334,others,KO
944,KO6,0.000902217650986124,others,KO
945,KO6,0.000902217650986124,others,KO
946,KO6,0.000902217650986124,others,KO
947,KO6,0.000902217650986124,others,KO
948,KO6,0.000902217650986124,others,KO
949,KO6,0.000902217650986124,others,KO
950,KO4,0.000874752882310747,others,KO
951,KO4,0.000874752882310747,others,KO
952,KO4,0.000874752882310747,others,KO
