"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family"
"Peptococcaceae_1",5.02053398399454e-06,4.28063867128976e-05,0,4.89768731205125e-06,0.000193687671543502,0.000144602249508038,6.57447787688194e-05,0.000145900204260286,7.91299660235708e-05,4.2797633766382e-05,8.59165578390267e-06,0,1.77742229331911e-05,4.88435186870862e-05,0,0.000131842179179254,5.84684854863229e-05,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1"
"Peptococcaceae_2",0,0,0,0,0,0,1.64361946922049e-05,1.26869742835031e-05,1.97824915058927e-05,4.2797633766382e-05,6.44374183792701e-05,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_2"
"Peptoniphilaceae",3.01232039039672e-05,0,0,0,0,0,0,0,0,0,8.59165578390267e-05,3.27718424329816e-05,0,0,3.7774050738105e-06,5.73226865996756e-06,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae"
"Peptostreptococcaceae",0,0,0,9.7953746241025e-06,1.41722686495245e-05,0,1.64361946922049e-05,6.34348714175156e-06,4.94562287647318e-06,9.51058528141822e-06,0,0,1.77742229331911e-05,0,0,5.73226865996756e-06,6.74636370996033e-05,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae"
"Phaselicystidaceae",0.000391601650751574,1.83455943055275e-05,0.000115512923585891,9.7953746241025e-06,3.77927163987321e-05,0.000144602249508038,3.8351120948478e-05,3.80609228505094e-05,5.93474745176781e-05,5.70635116885093e-05,8.16207299470754e-05,0.000170413580651504,4.88791130662756e-05,3.99628789257978e-05,0,0,0.000134927274199207,3.84456954551696e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae"
"Phyllobacteriaceae",0.00291693024470083,0.00564432784800064,0.0057710256623511,0.00631801663254611,0.00376037528167384,0.0031749624348504,0.00528149722776183,0.00460537166491163,0.00376361900899609,0.00451752800867365,0.00170114784521273,0.00508618994559874,0.00283054500211069,0.00390304117508625,0.00305592070471269,0.00208654579222819,0.00198343093072834,0.00176300974872992,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae"
"Piscirickettsiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,8.8806397612884e-06,0,0,0,6.59069064945764e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae"
"Planctomycetaceae",0.0327087789057244,0.0380793385801733,0.0457893229094471,0.0365269519732782,0.0308341324918155,0.0327555530407338,0.038027875786198,0.0294210933634438,0.0279773886122088,0.0291023909611397,0.0298173413980342,0.0212230451595989,0.0289231042680353,0.0307403345336998,0.037135669280631,0.0219259276243759,0.0316539385271339,0.0216888644789235,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae"
"Planococcaceae",0.00065266941791929,0.00031799030129581,0.000194061711624297,0.000303656613347177,0.000486581223633675,0.000276630390363203,0.000476649646073941,0.000374265741363342,0.000356084847106069,0.000366157533334601,0.000489724379682452,0.000911057219636888,0.000364371570130418,0.000395188469377334,0.000260640950092924,0.00081971441837536,0.000499230914537064,0.000620623369490595,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae"
"Polyangiaceae",0.00488497956642669,0.00362019727629077,0.00331753116538678,0.0054952051641215,0.00470519319164214,0.00517424571065719,0.00415835725712783,0.0042564798721153,0.0040010089070668,0.00542103361040838,0.00632775448484432,0.00776692665661663,0.00594547757115244,0.0063585380690825,0.00585120045933246,0.00458581492797404,0.00278849700011694,0.00528902924618976,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae"
"Porphyromonadaceae",0.000261067767167716,3.05759905092125e-05,0,3.42838111843587e-05,9.44817909968301e-06,6.28705432643643e-06,3.8351120948478e-05,3.17174357087578e-05,5.93474745176781e-05,3.32870484849638e-05,0.000115987353082686,1.31087369731926e-05,8.88711146659557e-06,2.2201599403221e-05,0,5.73226865996756e-06,2.69854548398413e-05,5.49224220788137e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae"
"Prevotellaceae",1.00410679679891e-05,0,0,0,0,0,0,6.34348714175156e-06,4.94562287647318e-06,0,1.2887483675854e-05,6.55436848659632e-06,2.66613343997867e-05,0,4.53288608857259e-05,0,2.24878790332011e-05,1.64767266236441e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae"
"Promicromonosporaceae",0.000306252573023667,0,2.31025847171782e-05,4.89768731205125e-06,0.000401547611736528,0.000226333955751712,0.000410904867305122,0.000133213229976783,0.000143423063417722,0.000194966998269073,0.00022338305038147,6.55436848659632e-05,0.000435468461863183,0.000266419192838652,6.79932913285889e-05,0.000292345701658345,4.49757580664022e-05,5.49224220788137e-06,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae"
"Propionibacteriaceae",0,0,2.31025847171782e-05,0,0,0,0,6.34348714175156e-06,0,0,0,0,0,0,3.7774050738105e-06,1.71968059799027e-05,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae"
"Pseudoalteromonadaceae",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,5.49224220788137e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae"
"Pseudomonadaceae",0.00272112941932504,0.0080842918906358,0.0355363958119634,0.014521642880232,0.00566418337025997,0.00215017257964126,0.0058732002366812,0.00381877925933444,0.00233433399769534,0.00407528579308771,0.00192882672348615,0.0110178934259684,0.00689639849807816,0.0118822960006039,0.00131453696568605,0.00744621698929785,0.00623813764380999,0.00885898668131265,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae"
"Pseudonocardiaceae",0.000235965097247743,9.78431696294801e-05,0.000133994991359633,0.000832606843048712,0.0002503767461416,0.000471529074482733,0.000197234336306458,0.000450387587064361,0.000237389898070713,0.000218743461472619,0.00019331225513781,0.000242511634004064,0.000359928014397121,0.000230896633793498,0.000120876962361936,0.000550297791356885,0.000283347275818334,0.000609638885074832,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae"
"Puniceicoccaceae",5.02053398399454e-06,0,0,1.46930619361537e-05,0,3.14352716321822e-05,5.47873156406829e-06,5.70913842757641e-05,6.42930973941513e-05,6.65740969699275e-05,1.2887483675854e-05,0,1.33306671998934e-05,1.77612795225768e-05,0,0,7.64587887128838e-05,1.64767266236441e-05,"Bacteria","Verrucomicrobia","Opitutae","Puniceicoccales","Puniceicoccaceae"
"Rhizobiaceae",0.00222409655490958,0.00656772276137885,0.0130344782974319,0.00821342162230995,0.00524846348987391,0.0016220600162206,0.00521575244899301,0.0028291952652212,0.00198814039634222,0.00341430011602914,0.00135318578596467,0.00270039981647768,0.00107978404319136,0.00224236153972532,0.00143541392804799,0.00287759886730371,0.00288294609205638,0.00103803377728958,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae"
"Rhizobiales_incertae_sedis",0.000883613981183039,0.000617635008286093,0.000767005812610315,0.000489768731205125,0.000699165253376543,0.00119454032202292,0.0010026078762245,0.000869057738419964,0.000830864643247494,0.0010937173073631,0.000799023987902949,0.000963492167529658,0.000946477371192428,0.00112784124968363,0.000797032470574014,0.00134135086643241,0.000449757580664022,0.000340519016888645,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis"
"Rhodobacteraceae",0.000256047233183721,0.00139426516722009,0.00198682228567732,0.0011656495802682,0.000793647044373373,0.000414945585544805,0.00073415002958515,0.000596287791324647,0.000459942927512005,0.000699028018184239,0.000184720599353907,0.000563675689847283,0.000484347574929459,0.000266419192838652,0.000241753924723872,0.000911430716934841,0.000512723641956985,0.000664561307153645,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae"
"Rhodobiaceae",0.000286170437087689,0.000446409461434503,0.000443569626569821,0.000602415539382304,0.000481857134083834,0.000710437138887317,0.0004492559882536,0.000367922254221591,0.000548964139288523,0.000565879824244384,0.000189016427245859,0.000367044635249394,0.000613210691195094,0.000572801264603102,0.000630826647326353,0.000647746358576334,0.00019339575968553,0.000274612110394068,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae"
"Rhodocyclaceae",0.003675030876284,0.00434179065230818,0.00448190143513256,0.0056960103439156,0.00839470713006836,0.0136491949426935,0.0042843680831014,0.0155542304715748,0.0105539592183938,0.0133576170277519,0.00359131211767132,0.00467981909942977,0.00587438067941967,0.00684697325595336,0.00213801127177674,0.00484376701767258,0.00445709762438046,0.00230674172731017,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae"
"Rhodospirillaceae",0.0343404524505226,0.0221614779210773,0.0204642695424764,0.0216624709812027,0.0279004728813639,0.0248904480783618,0.0288455216848195,0.0259321754354804,0.0242879539463598,0.0281513324329979,0.0351098013609183,0.0465950055712132,0.0463151814081628,0.0431776705193842,0.0358098000997235,0.0243621418048621,0.0175630335249301,0.0187724838665385,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae"
"Rickettsiaceae",5.52258738239399e-05,3.05759905092125e-05,0,4.89768731205125e-05,2.8344537299049e-05,2.51482173057457e-05,6.57447787688194e-05,1.90304614252547e-05,1.48368686294195e-05,3.80423411256729e-05,4.72541068114647e-05,0,2.66613343997867e-05,1.77612795225768e-05,2.2664430442863e-05,0,0,2.19689688315255e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae"
"Rikenellaceae",1.50616019519836e-05,0,0,0,4.72408954984151e-06,0,1.09574631281366e-05,0,0,0,4.29582789195134e-06,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae"
"Roseiarcaceae",0.00103423000070287,0.000599289413980566,0.00032805670298393,0.000886481403481276,0.000647200268328286,0.00037093620525975,0.000794416076789902,0.000482105022773119,0.000445106058882586,0.000380423411256729,0.000854869750498316,0.000294946581896834,0.000297718234130952,0.000595002864006323,0.00117099557288125,0.000521636448057048,0.000922003040361245,0.00124673898118907,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Roseiarcaceae"
"Ruaniaceae",0,0,0,0,0,1.25741086528729e-05,1.64361946922049e-05,0,1.97824915058927e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae"
"Rubrobacteraceae",0,6.11519810184251e-06,1.84820677737425e-05,9.7953746241025e-06,0,0,0,0,0,0,7.30290741631727e-05,6.55436848659632e-06,0,8.8806397612884e-06,0,5.1590417939708e-05,8.99515161328044e-06,1.64767266236441e-05,"Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae"
"Ruminococcaceae",5.52258738239399e-05,0.00012230396203685,5.08256863777919e-05,0.00011754449548923,0.000165343134244453,0.000144602249508038,4.93085840766146e-05,8.24653328427703e-05,0.000158259932047142,0.000123637608658437,0.000176128943570005,3.93262109195779e-05,9.33146703992535e-05,2.66419192838652e-05,0.000196425063838146,0.000286613432998378,0.000112439395166006,0.000142798297404916,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"Saccharospirillaceae",0,0,0,0,0,6.28705432643643e-06,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae"
"Sandaracinaceae",0.000471930194495487,0.000507561442452928,0.000388123423248593,0.000259577427538716,0.000562166656431139,0.000534399617747097,0.00057526681422717,0.000380609228505094,0.00042037794450022,0.000518326897837293,0.00067444497903636,0.000426033951628761,0.000475460463462863,0.000674928621857919,0.000483507849447743,0.000716533582495944,0.000292342427431614,0.000285596594809831,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae"
"Saprospiraceae",0.000793244369471137,0.000440294263332661,0.00073004167706283,0.000641597037878714,0.00127550417845721,0.000892761714353974,0.000876597050250926,0.000830996815569455,0.00185460857867744,0.000489795141993038,0.00170114784521273,0.00119944943304713,0.000964251594125619,0.000759294699590158,0.000494840064669175,0.000200629403098864,0.000152917577425768,0.000488809556501442,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae"
"Shewanellaceae",0,1.2230396203685e-05,4.62051694343563e-06,4.89768731205125e-06,0,6.28705432643643e-06,5.47873156406829e-06,0,0,0,1.2887483675854e-05,3.27718424329816e-05,0,2.2201599403221e-05,1.88870253690525e-05,2.86613432998378e-05,1.79903032265609e-05,2.19689688315255e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae"
"Simkaniaceae",0.000256047233183721,0.000152879952546063,5.08256863777919e-05,6.36699350566662e-05,0.000269273104340966,8.80187605701101e-05,0.000219149262562731,5.70913842757641e-05,8.90212117765172e-05,0.000218743461472619,0.000717403257955873,0.000222848528544275,0.00027994401119776,0.000111007997016105,0.000203979873985767,0.000286613432998378,0.000161912729039048,0.000109844844157627,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae"
"Sinobacteraceae",0.00841441495717484,0.0089771108135048,0.00586343600121982,0.00883542791094045,0.0072042365635083,0.00660769409708469,0.00840437421928075,0.00535390314763832,0.00615730048120911,0.00806497631864265,0.0051292185029899,0.00672478206724782,0.00743406874180719,0.0076950743531564,0.00846516477040932,0.0073315716160985,0.00790224069226687,0.00335575998901552,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae"
"Sneathiellaceae",4.51848058559508e-05,0.00012230396203685,6.93077541515345e-05,7.34653096807687e-05,0.000122826328295879,6.28705432643643e-06,0.000120532094409502,0.000158587178543789,9.89124575294636e-05,4.75529264070911e-05,3.43666231356107e-05,0.000183522317624697,6.2209780266169e-05,4.4403198806442e-06,0.000222866899354819,0,0.000157415153232408,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae"
"Solirubrobacteraceae",0.00159652980691026,0.000421948669027133,0.000480533762117306,0.00151338537942384,0.000930645641318777,0.00105622512684132,0.000558830619534965,0.00125601045406681,0.00142928501130075,0.000846442090046221,0.00104818200563613,0.0014222979615914,0.00147970405918816,0.00137205884311906,0.00112566671199553,0.00200629403098864,0.00133578001457215,0.000560208705203899,"Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae"
"Sphaerobacteraceae",0.00026608830115171,0.000281299112684755,0.000110892406642455,0.000288963551411024,0.000160619044694611,0.000182324575466657,0.000295851504459687,0.000222022049961305,0.000222553029441293,0.000128392901299146,0.00022338305038147,0.000262174739463853,0.000271056899731165,0.000226456313912854,0.000203979873985767,0.000166235791139059,0.000188898183878889,0.000126321570781271,"Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae"
"Sphingobacteriaceae",0.0025705133998052,0.00476373932133531,0.00352545442784139,0.00284555632830178,0.00305648593874746,0.00208101498205046,0.00377484604764305,0.00409789269357151,0.00405046513583153,0.00346185304243623,0.00213932229019177,0.00165170085862227,0.0020129307471839,0.00203810682521569,0.00149207500415515,0.00284320525534391,0.00456953701954646,0.00322943841823424,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae"
"Sphingomonadaceae",0.0339438302657871,0.0540033144373712,0.0559036344986277,0.052846046097033,0.0354637402506602,0.0278076412858284,0.0307521202691153,0.0326626152928788,0.032537252904317,0.0337292907005497,0.0280947144133617,0.0295470931375762,0.0221555688862228,0.0233472019324272,0.0283192058383573,0.0580736137941313,0.0452366174631873,0.0293615268433338,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae"
"Spirochaetaceae",0.000366498980831601,6.11519810184251e-06,1.38615508303069e-05,0.000102851433553076,0.000113378149196196,5.02964346114915e-05,0.000109574631281366,0.000145900204260286,5.44018516412049e-05,0.000204477583550492,0.000189016427245859,0.000104869895785541,0.000262169788264569,0.000253098233196719,0.000237976519650061,0.000131842179179254,5.39709096796826e-05,3.29534532472882e-05,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae"
"Sporichthyaceae",2.00821359359782e-05,0,3.23436186040494e-05,2.44884365602562e-05,9.44817909968301e-06,1.88611629793093e-05,5.47873156406829e-06,1.26869742835031e-05,9.89124575294635e-06,2.37764632035455e-05,4.72541068114647e-05,0,4.44355573329778e-06,1.77612795225768e-05,4.91062659595364e-05,0.000103180835879416,8.0956364519524e-05,7.68913909103392e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sporichthyaceae"
"Sporolactobacillaceae",0,4.28063867128976e-05,0,0,1.8896358199366e-05,0,1.64361946922049e-05,0,4.94562287647318e-06,1.42658779221273e-05,4.29582789195134e-05,0,0,0,0,0,0,4.39379376630509e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae"
"Staphylococcaceae",8.53490777279071e-05,0,4.62051694343563e-06,4.89768731205125e-06,0,5.02964346114915e-05,1.09574631281366e-05,1.26869742835031e-05,2.96737372588391e-05,0,0.000146058148326345,6.55436848659632e-06,0.000102201781865849,4.4403198806442e-05,0,2.86613432998378e-05,1.34927274199207e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"Streptococcaceae",5.02053398399454e-06,6.11519810184251e-06,9.24103388687126e-06,0,0,0,5.47873156406829e-06,0,4.94562287647318e-06,4.75529264070911e-06,1.71833115678053e-05,0,2.22177786664889e-05,0,3.7774050738105e-06,0,2.69854548398413e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"Streptomycetaceae",0.00135052364169453,0.000917279715276376,0.000817831498988107,0.00189540498976383,0.00151643274549912,0.000792168845130991,0.00179154522145033,0.00170639804113117,0.00113749326158883,0.00136952428052422,0.00051549934703416,0.00209739791571082,0.00157301872958742,0.00113228156956427,0.0020171343094148,0.00193177453840907,0.00250065214849196,0.00145544418508856,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae"
"Streptosporangiaceae",3.01232039039672e-05,7.94975753239526e-05,0.000277231016606138,1.9590749248205e-05,2.8344537299049e-05,3.77223259586186e-05,1.09574631281366e-05,6.34348714175156e-06,8.4075588900044e-05,6.65740969699275e-05,0.000150353976218297,0.000131087369731926,0.000128863116265636,7.54854379709514e-05,1.5109620295242e-05,0,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae"
"Sulfuricellaceae",1.00410679679891e-05,2.446079240737e-05,3.23436186040494e-05,0.000146930619361537,0.000505477581833041,0.000767020627825245,0.000273936578203414,0.000919805635553977,0.0011424388844653,0.000703783310824948,0.000171833115678053,0.000347381529789605,0.000337710235730632,0.000577241584483746,0.000128431772509557,0.000171968059799027,0.000364303640337858,0.00012082932857339,"Bacteria","Proteobacteria","Betaproteobacteria","Sulfuricellales","Sulfuricellaceae"
"Sutterellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae"
"Syntrophaceae",0.00016567762147182,6.72671791202676e-05,2.31025847171782e-05,0,4.25168059485736e-05,5.65834889379279e-05,3.28723893844097e-05,2.53739485670063e-05,7.91299660235708e-05,9.03505601734731e-05,0.000210495566705616,0.000327718424329816,0.000195516452265103,9.32467174935282e-05,3.77740507381049e-05,2.29290746398702e-05,9.44490919394446e-05,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae"
"Syntrophobacteraceae",3.01232039039672e-05,0,0,5.38745604325637e-05,0,5.02964346114915e-05,0,2.53739485670063e-05,4.94562287647318e-06,0,0,0,8.88711146659557e-05,4.4403198806442e-06,0,2.86613432998378e-05,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae"
"Syntrophomonadaceae",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,1.2887483675854e-05,6.55436848659632e-06,8.88711146659557e-06,1.33209596419326e-05,3.7774050738105e-06,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae"
"Syntrophorhabdaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Unassigned","Syntrophorhabdaceae"
"Tepidisphaeraceae",0,0,6.93077541515345e-05,0,4.25168059485736e-05,0,0,0,0,3.80423411256729e-05,0,0,0,0,0,0,4.0478182259762e-05,0,"Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae"
"Thermoactinomycetaceae_1",0.00016567762147182,3.05759905092125e-05,9.24103388687126e-06,6.36699350566662e-05,0.000118102238746038,3.14352716321822e-05,6.57447787688194e-05,8.88088199845219e-05,0.000158259932047142,3.32870484849638e-05,3.8662451027562e-05,0,7.10968917327646e-05,0.000128769276538682,1.5109620295242e-05,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1"
"Thermoactinomycetaceae_2",0.000391601650751574,0,0,1.9590749248205e-05,0.000151170865594928,0.000125741086528729,9.86171681532292e-05,8.88088199845219e-05,8.90212117765172e-05,0.000123637608658437,3.8662451027562e-05,0.000294946581896834,0.000337710235730632,0.000248657913316075,0.000109544747140504,0,0.000103444243552725,2.74612110394068e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_2"
"Thermoanaerobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,4.44355573329778e-05,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"Thermogemmatisporaceae",0.000326334708959645,0.000342451093703181,5.54462033212276e-05,0.000112646808177179,0.00018896358199366,0.000622418378317207,0.000109574631281366,0.000317174357087578,0.000553909762164996,0.000380423411256729,0.000730290741631727,0,3.55484458663823e-05,1.77612795225768e-05,0.000219089494281009,0.000229290746398702,0.000710616977449155,0.000659069064945764,"Bacteria","Chloroflexi","Ktedonobacteria","Thermogemmatisporales","Thermogemmatisporaceae"
"Thermoleophilaceae",0,0,0,0,1.41722686495245e-05,0,0,0,1.48368686294195e-05,0,0,0,0,0,0,6.30549552596431e-05,0,2.74612110394068e-05,"Bacteria","Actinobacteria","Thermoleophilia","Thermoleophilales","Thermoleophilaceae"
"Thermomonosporaceae",0.00135052364169453,0.00104569887541507,0.000360400321587979,0.000999128211658455,0.00152115683504897,0.00153404125565049,0.00095877802371195,0.00107204932695601,0.00109792827857705,0.000803644456279839,0.000640078355900749,0.00163859212164908,0.00166633339998667,0.00106567677135461,0.00150718462445039,0.00195470361304894,0.00144372183393151,0.00225731154743924,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae"
"Thermosporotrichaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Thermosporotrichaceae"
"Thioalkalispiraceae",4.51848058559508e-05,1.2230396203685e-05,0,0.000112646808177179,0,4.4009380285055e-05,4.38298525125463e-05,3.80609228505094e-05,5.44018516412049e-05,2.37764632035455e-05,0,0.000222848528544275,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae"
"Trueperaceae",6.02464078079345e-05,0,0,0,4.72408954984151e-05,4.4009380285055e-05,2.73936578203414e-05,1.90304614252547e-05,6.42930973941513e-05,2.85317558442547e-05,0,0,0.000155524450665422,2.2201599403221e-05,0,0,4.0478182259762e-05,0,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae"
"Tsukamurellaceae",0,0,4.62051694343563e-06,4.89768731205125e-06,0,0,0,0,0,0,0,0,0,0,0,0,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Tsukamurellaceae"
"Unassigned",0.582944241949574,0.528658875904285,0.51986360233983,0.494206035909843,0.575653932095937,0.580930106817053,0.60155376827157,0.576153563136727,0.600373889089461,0.586232476746619,0.623891676403877,0.58419086321033,0.626532471283521,0.616196510796638,0.625073659398939,0.513874956291451,0.503665524282412,0.512805162707675,"Bacteria","Unassigned","Unassigned","Unassigned","Unassigned"
"Veillonellaceae",2.00821359359782e-05,6.11519810184251e-06,3.23436186040494e-05,9.7953746241025e-06,4.72408954984151e-06,0.000119454032202292,1.09574631281366e-05,9.51523071262735e-05,4.45106058882586e-05,2.85317558442547e-05,1.2887483675854e-05,0,1.77742229331911e-05,2.66419192838652e-05,3.7774050738105e-06,5.73226865996756e-06,4.94733338730424e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae"
"Verrucomicrobiaceae",7.53080097599181e-05,0.000917279715276376,0.000619149270420375,0.00127829638844538,0.000396823522186687,0.000207472792772402,0.000723192566457014,0.00028545692137882,0.000341247978476649,0.000142658779221273,0.000777544848443192,0.000255620370977256,0.000293274678397654,0.000417390068780555,0,0.00023502301505867,0.000557699400023387,0.000252643141562543,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae"
"Vibrionaceae",0,6.11519810184251e-06,9.24103388687126e-06,4.89768731205125e-06,0,0,0,0,0,4.75529264070911e-06,0,6.55436848659632e-06,0,1.33209596419326e-05,7.55481014762099e-05,5.73226865996756e-06,0,1.64767266236441e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae"
"Vulgatibacteraceae",8.53490777279071e-05,1.83455943055275e-05,4.62051694343563e-06,7.836299699282e-05,4.72408954984151e-05,6.28705432643643e-05,5.47873156406829e-05,3.17174357087578e-05,2.96737372588391e-05,4.75529264070911e-05,4.29582789195134e-06,0.000137641738218523,8.88711146659557e-06,0.000124328956658038,0.000135986582657178,6.87872239196107e-05,0.000152917577425768,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae"
"Xanthobacteraceae",0.00649155044130494,0.00463532016119662,0.00415384473214863,0.00438343014428587,0.00595707692235014,0.0058155252519537,0.00450351734566413,0.00411057966785501,0.00488132977907903,0.00524508778270215,0.00533971406969551,0.00592514911188307,0.00443022506609789,0.00531062257725047,0.00665201033498028,0.00437945325621521,0.00513623157118313,0.00766167787999451,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae"
"Xanthomonadaceae",0.0185910373427318,0.0193607171904334,0.0198589818228863,0.0149281509271322,0.0205450654522607,0.016666981019383,0.0162334816243343,0.019328605320917,0.0202622169249106,0.0139187415593556,0.0123633926730359,0.0162876056891918,0.0139660956697549,0.0134808111576358,0.00841228109937597,0.0151217247249944,0.0129620134747371,0.0103583688040643,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae"
