"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Alphaproteobacteria",35465,30459,42260,37978,37629,22914,30980,23743,30116,35826,36527,30227,39109,39846,46439,30208,32688,24811
"Anaerolineae",448,174,633,328,823,536,1025,496,461,532,551,321,803,888,1066,138,411,41
"Armatimonadia",97,54,121,177,165,37,112,44,50,67,60,54,26,64,260,31,147,186
"Bacilli",4340,2895,4546,6420,3125,1187,2524,1564,1784,2240,2346,2598,2049,2048,2370,3885,5674,3668
"Bacteroidia",86,10,5,17,87,16,22,63,55,37,80,58,37,47,20,3,22,34
"Betaproteobacteria",20124,16767,21661,27168,21269,17661,16960,21643,26544,24284,21145,16472,18483,20435,22877,27635,27017,21003
"Caldilineae",200,50,147,96,185,180,147,151,137,184,202,103,196,163,230,82,112,25
"Chlamydiia",770,515,477,894,813,317,926,349,239,596,1586,409,1265,819,1610,629,1607,958
"Chlorobia",7,0,4,5,18,11,12,17,24,0,0,10,8,8,0,0,0,0
"Chloroflexia",7,32,26,16,12,26,33,14,20,19,124,2,24,32,16,1,47,1
"Chloroplast",292,129,709,236,214,91,649,104,140,221,449,83,252,232,662,191,181,114
"Chthonomonadetes",232,435,1133,264,214,246,226,266,211,230,552,195,137,221,618,44,96,82
"Clostridia",145,112,153,88,170,97,118,109,130,128,196,97,176,134,128,151,181,251
"Cyanobacteria",13,12,0,49,19,9,16,15,10,17,19,17,22,12,16,0,56,7
"Cytophagia",1635,1565,2658,2485,1934,993,1089,947,1259,1854,1402,1073,2004,1860,2803,1005,1868,1517
"Deferribacteres",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
"Dehalococcoidetes",0,2,2,11,4,2,1,13,0,6,0,14,5,12,0,0,4,1
"Deinococci",14,0,0,6,10,8,5,3,15,9,15,19,38,5,0,0,20,2
"Deltaproteobacteria",6310,4380,5782,5956,9771,11093,5737,9056,8406,11051,10303,6089,8666,8354,8689,6528,5864,5943
"Endomicrobia",0,0,8,0,0,0,2,2,0,0,0,0,0,1,0,0,5,0
"Epsilonproteobacteria",2,0,0,0,1,0,0,0,0,0,10,8,0,1,3,4,7,2
"Erysipelotrichia",2,5,1,0,10,2,3,2,0,0,1,0,5,2,0,0,1,1
"Fibrobacteria",0,10,0,7,8,0,0,0,7,3,0,0,2,14,53,0,0,1
"Fimbriimonadia",35,49,2,19,70,10,26,21,31,47,41,0,10,21,0,83,52,16
"Flavobacteriia",208,115,405,564,255,188,144,280,131,343,107,180,97,352,93,128,636,53
"Fusobacteriia",4,11,9,6,0,13,16,8,12,0,12,7,19,10,11,9,9,12
"Gammaproteobacteria",16167,12935,22206,16902,18522,10362,14530,10518,12584,16189,16642,13858,16900,20395,18165,12418,16373,12820
"Gemmatimonadetes",4905,4685,6564,4432,4330,4522,3572,1766,6025,5890,8772,5205,7289,6723,5678,4569,4354,3974
"Holophagae",212,44,51,151,256,229,155,155,81,145,205,125,81,134,149,212,122,54
"Ignavibacteria",0,32,32,0,7,9,48,6,0,25,0,14,5,11,0,0,0,0
"Ktedonobacteria",433,392,251,216,290,450,168,260,367,286,561,66,382,131,502,340,837,704
"Mollicutes",23,26,14,67,82,10,35,25,2,46,0,11,3,30,0,31,36,31
"Negativicutes",4,1,7,2,1,19,2,15,9,6,3,0,4,6,1,1,11,1
"Nitrospira",1270,1237,1304,1310,1101,911,703,847,1313,1496,1119,1230,1698,1409,2461,1558,2118,2591
"Oligoflexia",0,0,0,0,0,0,0,0,9,0,23,0,3,4,0,0,0,0
"Opitutae",648,728,718,882,627,467,478,714,985,744,990,383,532,655,1053,773,1089,713
"Phycisphaerae",0,0,15,0,9,0,0,0,0,8,0,0,0,0,0,0,9,0
"Planctomycetia",6521,6227,9937,7465,6534,5214,6945,4647,5666,6121,6941,3261,6517,6924,9831,3825,7038,3949
"Spartobacteria",3510,1622,1588,2363,3580,3159,2859,2373,3403,4445,3101,1754,2235,2862,6194,1488,2575,2594
"Sphingobacteriia",10748,12675,11351,12287,12137,8707,8696,10626,14367,12544,10961,5883,9699,9601,11072,8765,20226,22644
"Spirochaetia",94,35,3,59,100,54,64,69,72,133,126,39,92,102,79,23,34,32
"Subdivision3",3263,3443,5486,4057,4274,3504,4166,2823,3157,3413,5532,1811,3857,4075,5422,2700,5052,3652
"Subdivision5",12,0,0,0,7,0,8,5,3,3,15,4,27,6,0,0,0,0
"Thermoleophilia",0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,0,5
"Thermomicrobia",55,47,24,65,37,32,64,35,51,27,52,49,65,57,54,37,43,27
"Thermoplasmata",4,0,13,9,13,0,0,1,5,3,0,0,7,3,0,22,1,0
"Thermoprotei",5,0,0,0,4,6,1,6,3,1,28,1,4,6,2,0,0,0
"Unassigned",42122,34388,42703,38983,47195,35342,41883,31678,42884,45340,58273,33801,57313,56624,67297,34251,46946,37027
"Verrucomicrobiae",15,150,134,261,84,33,132,45,69,30,181,39,66,94,0,41,124,46
