"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family","Genus"
"Rhodopseudomonas",0.00011045174764788,0.000134534358240535,0.000217164296341475,0.000102851433553076,8.97577014469886e-05,3.77223259586186e-05,7.6702241896956e-05,6.34348714175156e-05,2.47281143823659e-05,0.0001046164380956,5.1549934703416e-05,0.00012453300124533,8.88711146659557e-05,4.88435186870862e-05,0,0.000223558477738735,7.19612129062435e-05,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas"
"Rhodovulum",0,6.11519810184251e-06,5.08256863777919e-05,5.38745604325637e-05,0.000108654059646355,1.25741086528729e-05,8.21809734610243e-05,1.26869742835031e-05,5.93474745176781e-05,2.37764632035455e-05,1.2887483675854e-05,9.17611588123484e-05,0,1.33209596419326e-05,0,2.29290746398702e-05,8.99515161328044e-05,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum"
"Rickettsia",5.52258738239399e-05,3.05759905092125e-05,0,4.89768731205125e-05,2.8344537299049e-05,2.51482173057457e-05,6.57447787688194e-05,1.90304614252547e-05,1.48368686294195e-05,3.80423411256729e-05,4.72541068114647e-05,0,2.66613343997867e-05,1.77612795225768e-05,2.2664430442863e-05,0,0,2.19689688315255e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia"
"Romboutsia",0,0,0,4.89768731205125e-06,1.41722686495245e-05,0,0,6.34348714175156e-06,4.94562287647318e-06,4.75529264070911e-06,0,0,0,0,0,0,6.74636370996033e-05,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia"
"Roseiarcus",0.00103423000070287,0.000599289413980566,0.00032805670298393,0.000886481403481276,0.000647200268328286,0.00037093620525975,0.000794416076789902,0.000482105022773119,0.000445106058882586,0.000380423411256729,0.000854869750498316,0.000294946581896834,0.000297718234130952,0.000595002864006323,0.00117099557288125,0.000521636448057048,0.000922003040361245,0.00124673898118907,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Roseiarcaceae","Roseiarcus"
"Roseiflexus",0,0,0,0,0,1.88611629793093e-05,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Roseiflexus"
"Roseimicrobium",5.02053398399454e-06,0,8.7789821925277e-05,0.000122442182801281,3.77927163987321e-05,1.25741086528729e-05,2.73936578203414e-05,1.90304614252547e-05,1.48368686294195e-05,0,0,0,0,2.2201599403221e-05,0,8.02517612395458e-05,0,4.39379376630509e-05,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium"
"Roseomonas",3.51437378879618e-05,0.000232377527870015,0.00065611340596786,0.000249782052914614,7.55854327974641e-05,0.000169750466813784,0.00019175560474239,8.88088199845219e-05,5.44018516412049e-05,8.08399748920549e-05,0.000154649804110248,0.000144196106705119,0,7.54854379709514e-05,0,2.29290746398702e-05,0.000269854548398413,0.000131813812989153,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas"
"Rothia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"Ruania",0,0,0,0,0,1.25741086528729e-05,1.64361946922049e-05,0,1.97824915058927e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Ruaniaceae","Ruania"
"Rubellimicrobium",0,0,4.15846524909207e-05,3.918149849641e-05,5.66890745980981e-05,2.51482173057457e-05,2.19149262562731e-05,6.34348714175156e-06,0,1.90211705628364e-05,0,6.55436848659632e-06,1.33306671998934e-05,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"Rubinisphaera",0.000466909660511492,0.000605404612082408,0.000388123423248593,0.000455484920020766,0.000566890745980981,0.000968206366271211,0.00079989480835397,0.000589944304182895,0.000618202859559147,0.000836931504764803,0.00101381538250052,0.000452251425575146,0.00042213779466329,0.000706010861022428,0.000789477660426393,0.00081971441837536,0.000755592735515557,0.00123026225456543,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Rubinisphaera"
"Rubrobacter",0,6.11519810184251e-06,1.84820677737425e-05,9.7953746241025e-06,0,0,0,0,0,0,7.30290741631727e-05,6.55436848659632e-06,0,8.8806397612884e-06,0,5.1590417939708e-05,8.99515161328044e-06,1.64767266236441e-05,"Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter"
"Rudaea",0.00163669407878222,0.00019568633925896,5.08256863777919e-05,0.000533847917013586,0.00141722686495245,0.00149003187536544,0.00144090640134996,0.00185229824539146,0.00176064174402445,0.00114127023377019,0.00145198982747955,0.00125843874942649,0.00116865515785732,0.000768175339351447,0.000570388166145385,0.00023502301505867,0.000395786670984339,0.000378964712343814,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rudaea"
"Rugosimonospora",0.000185759757407798,0.000373027084212393,0.000258748948832395,0.000323247362595382,0.000132274507395562,0.000106879923549419,0.000186276873178322,4.44044099922609e-05,8.4075588900044e-05,0.000114127023377019,0.000167537287786102,9.17611588123484e-05,0.000253282676797974,0.000204254714509633,0.000139763987730988,0.00102607609013419,0.00137176062102527,0.000593162158451188,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Rugosimonospora"
"Ruminococcus2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Ruminococcus2"
"Rummeliibacillus",0,1.2230396203685e-05,0,0,4.72408954984151e-06,0,0,0,2.47281143823659e-05,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus"
"Runella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella"
"Saccharibacteria_genera_incertae_sedis",0.00719944573304817,0.00528353115999193,0.00468520418064373,0.00843381755135225,0.00484691587813739,0.00199928327580679,0.00381319716859153,0.00246761649814136,0.00155292558321258,0.00283415441386263,0.00419702385043646,0.00291013960804876,0.00307494056744207,0.00376095093890564,0.00603251590287536,0.00871304836315068,0.0109605922407822,0.00817245640532747,"Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Saccharibacteria_genera_incertae_sedis"
"Saccharomonospora",1.50616019519836e-05,0,0,9.7953746241025e-06,9.92058805466716e-05,2.51482173057457e-05,4.38298525125463e-05,5.07478971340125e-05,4.94562287647318e-05,4.75529264070911e-06,6.87332462712214e-05,0.000117978632758734,0.000115532449065742,2.66419192838652e-05,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharomonospora"
"Saccharospirillum",0,0,0,0,0,6.28705432643643e-06,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillum"
"Saccharothrix",9.03696117119017e-05,1.83455943055275e-05,0,1.46930619361537e-05,2.36204477492075e-05,0,5.47873156406829e-06,0,9.89124575294635e-06,0,0,0,0,0,2.2664430442863e-05,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharothrix"
"Salinibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,4.4403198806442e-06,9.06577217714519e-05,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Salinibacterium"
"Sandaracinus",0.000471930194495487,0.000507561442452928,0.000388123423248593,0.000259577427538716,0.000562166656431139,0.000534399617747097,0.00057526681422717,0.000380609228505094,0.00042037794450022,0.000518326897837293,0.00067444497903636,0.000426033951628761,0.000475460463462863,0.000674928621857919,0.000483507849447743,0.000716533582495944,0.000292342427431614,0.000285596594809831,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus"
"Schlesneria",5.02053398399454e-05,9.17279715276376e-05,0.000198682228567732,3.918149849641e-05,4.72408954984151e-05,6.91575975908008e-05,8.21809734610243e-05,3.17174357087578e-05,9.89124575294635e-06,3.32870484849638e-05,0.000206199738813664,0.000176967949138101,4.44355573329778e-05,0.000115448316896749,6.04384811809679e-05,5.73226865996756e-05,0.000112439395166006,2.19689688315255e-05,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Schlesneria"
"Sediminibacterium",0.00292697131266882,0.000727708574119259,0.000267989982719267,0.000333042737219485,0.00181877447668898,0.00137057784316314,0.0012272358703513,0.00210603773106152,0.00149852373157137,0.00181176649611017,0.00163671042683346,0.000937274693583273,0.000710968917327646,0.00119888636777393,0.000970793103969297,0.000544565522696918,0.000899515161328044,0.000335026774680763,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium"
"Segetibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Segetibacter"
"Shewanella",0,1.2230396203685e-05,4.62051694343563e-06,4.89768731205125e-06,0,6.28705432643643e-06,5.47873156406829e-06,0,0,0,1.2887483675854e-05,3.27718424329816e-05,0,2.2201599403221e-05,1.88870253690525e-05,2.86613432998378e-05,1.79903032265609e-05,2.19689688315255e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"Shimazuella",1.50616019519836e-05,0,0,4.89768731205125e-06,0,0,0,1.90304614252547e-05,2.96737372588391e-05,9.51058528141822e-06,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1","Shimazuella"
"Shinella",3.51437378879618e-05,0,0,1.9590749248205e-05,9.44817909968301e-06,0,0,0,0,1.90211705628364e-05,4.29582789195134e-06,0,0,1.33209596419326e-05,0,0,4.49757580664022e-06,1.64767266236441e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"Sideroxydans",0,6.11519810184251e-06,0,0,0,0,5.47873156406829e-06,0,4.94562287647318e-06,0,0,3.27718424329816e-05,4.44355573329778e-06,0,3.7774050738105e-06,0,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Gallionellales","Gallionellaceae","Sideroxydans"
"Silanimonas",0,6.11519810184251e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.7774050738105e-06,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Silanimonas"
"Simkania",0.000256047233183721,0.000152879952546063,5.08256863777919e-05,6.36699350566662e-05,0.000269273104340966,8.80187605701101e-05,0.000219149262562731,5.70913842757641e-05,8.90212117765172e-05,0.000218743461472619,0.000717403257955873,0.000222848528544275,0.00027994401119776,0.000111007997016105,0.000203979873985767,0.000286613432998378,0.000161912729039048,0.000109844844157627,"Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae","Simkania"
"Singulisphaera",0.0010994969424948,0.00105792927161875,0.00073004167706283,0.00105790045940307,0.000987334715916875,0.000792168845130991,0.00103000153404484,0.000773905431293691,0.000771517168729816,0.000713293896106366,0.00103099869406832,0.00032116405584322,0.000888711146659557,0.000763735019470803,0.000781922850278773,0.00122097322457309,0.00110640364843349,0.000752437182479747,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera"
"Sinibacillus",2.51026699199727e-05,0,0,0,2.36204477492075e-05,1.88611629793093e-05,0,1.26869742835031e-05,1.48368686294195e-05,3.32870484849638e-05,0,0,0,1.33209596419326e-05,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Sinibacillus"
"Sinomonas",6.02464078079345e-05,7.33823772221101e-05,7.85487880384057e-05,5.38745604325637e-05,0.000108654059646355,1.25741086528729e-05,0.000169840678486117,5.70913842757641e-05,1.97824915058927e-05,3.32870484849638e-05,0,0,1.33306671998934e-05,3.99628789257978e-05,4.15514558119154e-05,0.000114645373199351,0.000139424850005847,4.39379376630509e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Sinomonas"
"Siphonobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Siphonobacter"
"Skermanella",0.000677772087839263,0.000898934120970849,0.000471292728230434,0.000573029415509996,0.00111960922331244,0.00149003187536544,0.000871118318686858,0.00137019322261834,0.00118200386747709,0.00148840659654195,0.000790432332119046,0.00140263485613161,0.00111977604479104,0.00166511995524158,0.00110300228155266,0.000705069045176009,0.000908510312941325,0.000236166414938899,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella"
"Smaragdicoccus",0,0,0,0,4.72408954984151e-06,0,0,0,0,0,0,0,0,0,0,4.01258806197729e-05,2.24878790332011e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Smaragdicoccus"
"Solimonas",0.000251026699199727,7.33823772221101e-05,4.15846524909207e-05,0.000631801663254611,9.92058805466716e-05,0.000138315195181602,0.000175319410050185,5.07478971340125e-05,7.41843431470977e-05,0.000194966998269073,2.14791394597567e-05,5.24349478927705e-05,2.66613343997867e-05,4.88435186870862e-05,4.15514558119154e-05,0.000246487552378605,0.000881524858101483,0.000269119868186187,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Solimonas"
"Solirubrobacter",0.00159652980691026,0.000421948669027133,0.000480533762117306,0.00151338537942384,0.000930645641318777,0.00105622512684132,0.000558830619534965,0.00125601045406681,0.00142928501130075,0.000846442090046221,0.00104818200563613,0.0014222979615914,0.00147970405918816,0.00137205884311906,0.00112566671199553,0.00200629403098864,0.00133578001457215,0.000560208705203899,"Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"Solitalea",0.000587402476127361,0.0013086523937943,0.00159869886242873,0.000592620164758201,0.00062830391012892,0.000572121943705716,0.000465692182945804,0.000830996815569455,0.000939668346529904,0.00138854545108706,0.00124149426077394,0.000544012584387494,0.000759848030393921,0.000688249581499851,0.000747926204614478,0.0002120939404188,0.000670138795189393,0.000955650144171358,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea"
"Sorangium",0,0,0,3.42838111843587e-05,1.41722686495245e-05,1.88611629793093e-05,5.47873156406829e-06,0,0,1.42658779221273e-05,0,4.58805794061742e-05,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium"
"Spartobacteria_genera_incertae_sedis",0.0173158217107972,0.00757673044818287,0.00661658026299982,0.0104026878507969,0.016156386260458,0.0191063580980403,0.0151486927746488,0.014298220017508,0.0160831655942908,0.0201291537481217,0.0129519210942333,0.0106377400537458,0.00956253193805683,0.0121886780723683,0.0225473308855748,0.00778442084023594,0.0105108346601182,0.0135823149800906,"Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis"
"Sphaerisporangium",0,2.446079240737e-05,0,0,0,0,0,0,9.89124575294635e-06,4.75529264070911e-06,6.87332462712214e-05,0,0,0,1.5109620295242e-05,0,4.49757580664022e-06,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Sphaerisporangium"
"Sphaerobacter",9.03696117119017e-05,0.000116188763935008,3.69641355474851e-05,8.81583716169225e-05,2.8344537299049e-05,8.80187605701101e-05,2.73936578203414e-05,9.51523071262735e-05,6.92387202706245e-05,4.75529264070911e-06,4.29582789195134e-06,7.20980533525595e-05,4.88791130662756e-05,8.8806397612884e-06,9.44351268452624e-05,0,8.0956364519524e-05,0,"Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Sphaerobacter"
"Sphaerotilus",9.53901456958962e-05,0,0,0.000107749120865127,0.000103929970096513,0,4.38298525125463e-05,3.17174357087578e-05,0,4.75529264070911e-06,0,0,0,2.2201599403221e-05,3.7774050738105e-06,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Sphaerotilus"
"Sphingobacterium",6.02464078079345e-05,0,0.000133994991359633,0,0,0,0,6.34348714175156e-06,4.94562287647318e-06,0,0,0,0,5.32838385677304e-05,7.55481014762099e-06,5.73226865996756e-06,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"Sphingobium",0.00270104728338906,0.00532022234860298,0.00662120077994326,0.00543153522906484,0.00283917781945475,0.00184839397197231,0.00158335342201573,0.00265792111239391,0.00216618281989525,0.00239191219827668,0.00146487731115541,0.00165825522710887,0.00101313070719189,0.00091914621529335,0.00276506051402928,0.00671248660082201,0.00478092308245856,0.00266373747082246,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Sphingomonas",0.0105682240363085,0.0182966727207128,0.0212174138042564,0.0129690760023117,0.0128211790382698,0.010486806616496,0.00998224890973242,0.00961038301975362,0.0116172681368355,0.0116076693359709,0.0103529452196027,0.0125647243888051,0.00920704747939301,0.01040810980023,0.0108335977516885,0.011842867051493,0.0126516807440789,0.0090786763696279,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Sphingopyxis",3.01232039039672e-05,1.2230396203685e-05,0.000143236025246505,6.36699350566662e-05,0,1.88611629793093e-05,0,0,9.89124575294635e-06,1.90211705628364e-05,0,0,0,8.8806397612884e-06,3.7774050738105e-06,0,2.24878790332011e-05,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"Sphingorhabdus",0,0,1.38615508303069e-05,9.7953746241025e-06,9.44817909968301e-06,1.25741086528729e-05,0,0,0,0,0,0,4.44355573329778e-06,0,3.7774050738105e-06,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Spirochaeta",0.000346416844895623,6.11519810184251e-06,0,6.85676223687175e-05,8.03095223473056e-05,5.02964346114915e-05,9.86171681532292e-05,0.000114182768551528,5.44018516412049e-05,0.00016167994978411,0.000189016427245859,0.000104869895785541,0.0001999600079984,0.000253098233196719,0.000237976519650061,0.000131842179179254,0,2.19689688315255e-05,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"Spirosoma",0,4.28063867128976e-05,9.70308558121483e-05,9.7953746241025e-06,1.8896358199366e-05,0,8.21809734610243e-05,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma"
"Sporanaerobacter",0,0,0,0,0,0,0,1.26869742835031e-05,0,0,4.29582789195134e-05,0,8.88711146659557e-06,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Sporanaerobacter"
"Sporichthya",2.00821359359782e-05,0,3.23436186040494e-05,2.44884365602562e-05,9.44817909968301e-06,1.88611629793093e-05,5.47873156406829e-06,1.26869742835031e-05,9.89124575294635e-06,2.37764632035455e-05,4.72541068114647e-05,0,4.44355573329778e-06,1.77612795225768e-05,4.91062659595364e-05,0.000103180835879416,8.0956364519524e-05,7.68913909103392e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sporichthyaceae","Sporichthya"
"Sporocytophaga",0,0,0,0,0,0,0,0,4.94562287647318e-06,0,0,0,0,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Sporocytophaga"
"Sporolactobacillaceae_incertae_sedis",0,4.28063867128976e-05,0,0,1.8896358199366e-05,0,1.09574631281366e-05,0,4.94562287647318e-06,1.42658779221273e-05,4.29582789195134e-05,0,0,0,0,0,0,4.39379376630509e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillaceae_incertae_sedis"
"Sporolactobacillus",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Sporolactobacillus"
"Sporosarcina",0.000150616019519836,9.78431696294801e-05,0.000143236025246505,0.000191009805169999,0.000127550417845721,8.80187605701101e-05,0.00015888321535798,0.000196648101394298,9.39668346529904e-05,9.51058528141822e-05,0.000433878617087085,0.000163859212164908,0.000128863116265636,0.000155411195822547,4.91062659595364e-05,0.000229290746398702,0.000242869093558572,0.000258135383770424,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"SR1_genera_incertae_sedis",0,0,0,0,0,0,0,0,0,9.51058528141822e-06,0,0,0,0,0,0,0,0,"Bacteria","SR1","Unassigned","Unassigned","Unassigned","SR1_genera_incertae_sedis"
"Staphylococcus",8.53490777279071e-05,0,4.62051694343563e-06,4.89768731205125e-06,0,5.02964346114915e-05,1.09574631281366e-05,1.26869742835031e-05,2.96737372588391e-05,0,0.000146058148326345,6.55436848659632e-06,0.000102201781865849,4.4403198806442e-05,0,2.86613432998378e-05,1.34927274199207e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Starkeya",0,0,6.00667202646632e-05,0,4.72408954984151e-06,0,0,0,0,0,0,0,3.11048901330845e-05,0,0,0,4.0478182259762e-05,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Starkeya"
"Stella",5.02053398399454e-05,6.11519810184251e-05,2.31025847171782e-05,4.40791858084612e-05,8.03095223473056e-05,3.77223259586186e-05,1.09574631281366e-05,3.17174357087578e-05,6.42930973941513e-05,5.23082190478002e-05,0.000189016427245859,3.93262109195779e-05,0.000155524450665422,7.99257578515956e-05,3.7774050738105e-06,0.000269416627018475,0.000184400608072249,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Stella"
"Stenotrophomonas",8.53490777279071e-05,5.50367829165826e-05,0.000235646364115217,0.000151828306673589,3.77927163987321e-05,3.14352716321822e-05,5.47873156406829e-06,8.88088199845219e-05,1.97824915058927e-05,9.51058528141822e-06,5.1549934703416e-05,4.58805794061742e-05,4.88791130662756e-05,1.33209596419326e-05,5.66610761071574e-05,0.000710801313835977,4.0478182259762e-05,8.78758753261019e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Steroidobacter",0.00509082145977046,0.00645153399744385,0.0042924602404517,0.00540214910519253,0.00417137107251005,0.00355847274876302,0.00529793342245403,0.00293703454663097,0.00335807793312529,0.00506914195499591,0.00343236648566912,0.00278560660680343,0.00286609344797707,0.00369434614069598,0.0062629376123778,0.00455142131601424,0.00334169882433368,0.00145544418508856,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter"
"Stigmatella",0,3.05759905092125e-05,0,0,0,0,0,0,0,0,0,5.24349478927705e-05,0,0,0,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Stigmatella"
"Streptococcus",0,6.11519810184251e-06,9.24103388687126e-06,0,0,0,5.47873156406829e-06,0,0,0,4.29582789195134e-06,0,0,0,3.7774050738105e-06,0,2.69854548398413e-05,5.49224220788137e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Streptomyces",0.0012852566999026,0.000880588526665321,0.0008039699481578,0.00169949749728178,0.00147864002910039,0.000660140704275826,0.00174223663737372,0.00157318481115439,0.00107320016419468,0.0012553972571472,0.000463949412330744,0.00194664744051911,0.00149303472638806,0.00105679613159332,0.00199446987897194,0.00160503522479092,0.00231625154041971,0.00140052176300975,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"Streptophyta",0.000883613981183039,0.000568713423471353,0.00308188480127157,0.000685676223687175,0.00043934032813526,0.000421232639871241,0.00195042843680831,0.000348891792796336,0.000484671041894371,0.000851197382686931,0.0011212110797993,6.55436848659632e-06,0.000368815125863716,0.000177612795225768,0.00184715108109333,0.0010948633140538,0.000422772125824181,0.000340519016888645,"Bacteria","Cyanobacteria","Chloroplast","Unassigned","Chloroplast","Streptophyta"
"Streptosporangium",0,5.50367829165826e-05,0,0,0,2.51482173057457e-05,0,0,0,0,0,0.000104869895785541,3.55484458663823e-05,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Streptosporangium"
"Subdivision3_genera_incertae_sedis",0.0160355855448786,0.0209628990931161,0.0252834687144798,0.0198356336138076,0.0200632083181769,0.0219418195992632,0.0227148210646271,0.0178378858426054,0.0155342014550023,0.0161537291004888,0.0233478245927555,0.01180441764436,0.0171121331289298,0.0180276987154155,0.0203526585376909,0.0154484640386126,0.0225553426703007,0.0199258547301936,"Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis"
"Subdivision5_genera_incertae_sedis",6.02464078079345e-05,0,0,0,3.30686268488905e-05,0,4.38298525125463e-05,3.17174357087578e-05,1.48368686294195e-05,1.42658779221273e-05,6.44374183792701e-05,2.62174739463853e-05,0.00011997600479904,2.66419192838652e-05,0,0,0,0,"Bacteria","Verrucomicrobia","Subdivision5","Unassigned","Unassigned","Subdivision5_genera_incertae_sedis"
"Sulfuricella",1.00410679679891e-05,0,3.23436186040494e-05,0.000146930619361537,0.000505477581833041,0.000767020627825245,0.000273936578203414,0.000919805635553977,0.0011424388844653,0.000703783310824948,0.000171833115678053,0.000347381529789605,0.000337710235730632,0.000577241584483746,0.000128431772509557,0.000171968059799027,0.000364303640337858,0.00012082932857339,"Bacteria","Proteobacteria","Betaproteobacteria","Sulfuricellales","Sulfuricellaceae","Sulfuricella"
"Sulfuricurvum",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55481014762099e-06,5.73226865996756e-06,0,5.49224220788137e-06,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfuricurvum"
"Sulfuriferula",0,2.446079240737e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Sulfuricellales","Sulfuricellaceae","Sulfuriferula"
"Sulfurimonas",0,0,0,0,4.72408954984151e-06,0,0,0,0,0,4.29582789195134e-06,6.55436848659632e-06,0,0,3.7774050738105e-06,5.73226865996756e-06,1.34927274199207e-05,5.49224220788137e-06,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Sulfurimonas"
