"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","Kingdom","Phylum","Class","Order","Family","Genus"
"Crenobacter",0.000692833689791246,0.00127807640328508,0.000415846524909207,0.00218926622848691,0.000349582626688272,0.000194898684119529,0.000202713067870527,0.000183961127110795,6.42930973941513e-05,0.000290072851083256,0.000408103649735377,1.31087369731926e-05,0.000115532449065742,9.76870373741724e-05,3.7774050738105e-06,0.00357120337515979,0.00602225400509126,0.00297130303446382,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Crenobacter"
"Croceicoccus",0,0,4.15846524909207e-05,4.89768731205125e-06,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,4.94301798709323e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Croceicoccus"
"Crocinitomix",1.50616019519836e-05,0,0,4.89768731205125e-05,0.000203135850643185,0.000113166977875856,7.6702241896956e-05,0.000139556717118534,7.91299660235708e-05,0.000408955167100983,0,9.17611588123484e-05,6.66533359994668e-05,7.99257578515956e-05,0.000113322152214315,1.14645373199351e-05,5.39709096796826e-05,3.84456954551696e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Crocinitomix"
"Cryptosporangium",0,2.446079240737e-05,3.69641355474851e-05,4.40791858084612e-05,0.000136998596945404,4.4009380285055e-05,9.86171681532292e-05,4.44044099922609e-05,0.000133531817664776,4.2797633766382e-05,0,3.93262109195779e-05,7.99840031993601e-05,5.77241584483746e-05,3.7774050738105e-06,0,5.39709096796826e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Cryptosporangium"
"Cupriavidus",0.000557279272223394,0.000262953518379228,0.000466672211286999,0.000426098796148459,0.00309427865514619,0.000823604116763173,0.00321601542810808,0.00369190951649941,0.00176558736690092,0.00204953112814563,0.000292116296652691,0.00149439601494396,0.000995356484258704,0.00151858939918032,0.000396627532750102,0.000527368716717015,0.000436264853244101,0.000417410407798984,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"Curtobacterium",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,3.7774050738105e-06,0,3.59806064531218e-05,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Curtobacterium"
"Curvibacter",2.00821359359782e-05,0.00026906871648107,0.000355779804644544,0.000416303421524356,4.25168059485736e-05,8.17317062436737e-05,4.38298525125463e-05,3.17174357087578e-05,0.00010880370328241,8.5595267532764e-05,4.29582789195134e-05,9.17611588123484e-05,2.66613343997867e-05,7.99257578515956e-05,0,0.000120377641859319,7.19612129062435e-05,2.74612110394068e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter"
"Cystobacter",0.000803285437439126,0.000580943819675038,0.000429708075739514,0.000450587232708715,0.000897577014469886,0.000867613497048228,0.00083276719773838,0.000659722662742163,0.00112265639295941,0.000860707967968349,0.000884940545741975,0.00129121059185947,0.0013997200559888,0.00122108796717716,0.00157895532085279,0.000768124000435652,0.000674636370996033,0.00132912261430729,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacter"
"Cytophaga",0,0,0,0,0,0,0,0,0,0,7.73249020551241e-05,0,8.88711146659557e-05,0,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga"
"Dactylosporangium",0.000100410679679891,0.000507561442452928,0.000572944100986018,0.000142032932049486,0.000240928567041917,6.91575975908008e-05,9.31384365891609e-05,0.000133213229976783,5.44018516412049e-05,4.2797633766382e-05,3.00707952436594e-05,9.83155272989448e-05,4.44355573329778e-05,4.88435186870862e-05,0.000120876962361936,0,0,0.00166414938898805,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Dactylosporangium"
"Dechloromonas",5.02053398399454e-05,0.000183455943055275,4.15846524909207e-05,0.000239986678290511,0.000278721283440649,6.91575975908008e-05,0.000109574631281366,0.000183961127110795,6.42930973941513e-05,0.000175945827706237,0.000571345109629528,0.000131087369731926,6.2209780266169e-05,0.000106567677135461,3.7774050738105e-06,5.73226865996756e-06,0.000184400608072249,3.29534532472882e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Dechloromonas"
"Deferrisoma",1.50616019519836e-05,0,0,2.44884365602562e-05,0,0,0,0,0,0,0,0,4.44355573329778e-06,0,0,8.59840298995133e-05,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_incertae_sedis","Unassigned","Deferrisoma"
"Dehalogenimonas",0,1.2230396203685e-05,9.24103388687126e-06,5.38745604325637e-05,1.8896358199366e-05,1.25741086528729e-05,5.47873156406829e-06,8.24653328427703e-05,0,2.85317558442547e-05,0,9.17611588123484e-05,2.22177786664889e-05,5.32838385677304e-05,0,0,1.79903032265609e-05,5.49224220788137e-06,"Bacteria","Chloroflexi","Dehalococcoidetes","Unassigned","Unassigned","Dehalogenimonas"
"Deinococcus",1.00410679679891e-05,0,0,2.93861238723075e-05,0,0,0,0,0,0,0,0.00012453300124533,8.88711146659557e-06,0,0,0,4.94733338730424e-05,1.09844844157627e-05,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Delftia",0.000125513349599863,1.83455943055275e-05,4.15846524909207e-05,7.836299699282e-05,4.72408954984151e-06,7.54446519172372e-05,2.19149262562731e-05,3.80609228505094e-05,6.92387202706245e-05,4.75529264070911e-05,0.000111691525190735,0.000288392213410238,6.66533359994668e-05,7.54854379709514e-05,0.000279527975461977,0.000464313761457372,4.0478182259762e-05,4.94301798709323e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia"
"Demequina",1.50616019519836e-05,0,0,4.89768731205125e-06,0,6.28705432643643e-06,0,0,9.89124575294635e-06,0,0,0,1.33306671998934e-05,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Demequinaceae","Demequina"
"Denitratisoma",0,0.000152879952546063,0.000360400321587979,0.000132237557425384,0,0,0,0,0,3.32870484849638e-05,0,0,4.44355573329778e-06,3.55225590451536e-05,0,0,4.0478182259762e-05,0,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Denitratisoma"
"Desertibacter",0.000396622184735568,0.000103958367731323,6.00667202646632e-05,0.000210600554418204,0.000354306716238113,0.00017603752114022,0.000427341061997326,0.000463074561347864,0.000267063635329552,0.000489795141993038,0.000201903910921713,0.00116667759061414,0.00175076095891933,0.0013054540449094,0.000812142090869256,0.000166235791139059,8.54539403261642e-05,3.29534532472882e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Desertibacter"
"Desulfatiglans",5.02053398399454e-06,6.11519810184251e-06,9.24103388687126e-06,4.89768731205125e-06,0,6.28705432643643e-06,5.47873156406829e-06,6.34348714175156e-06,0,0,0,0,0,4.4403198806442e-06,7.55481014762099e-06,1.71968059799027e-05,0,1.64767266236441e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatiglans"
"Desulfitobacterium",0,3.05759905092125e-05,0,4.89768731205125e-06,9.44817909968301e-06,0,0,1.90304614252547e-05,1.97824915058927e-05,0,0,0,8.88711146659557e-06,3.55225590451536e-05,0,0,2.24878790332011e-05,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_1","Desulfitobacterium"
"Desulfobulbus",1.50616019519836e-05,6.11519810184251e-06,9.70308558121483e-05,1.9590749248205e-05,8.97577014469886e-05,0.000194898684119529,0.000142447020665775,0.000177617639969044,3.46193601353122e-05,4.2797633766382e-05,0.000111691525190735,5.89893163793669e-05,2.66613343997867e-05,1.77612795225768e-05,0,0,0,5.49224220788137e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus"
"Desulfomonile",0.000155636553503831,6.72671791202676e-05,2.31025847171782e-05,0,4.25168059485736e-05,5.65834889379279e-05,3.28723893844097e-05,2.53739485670063e-05,7.91299660235708e-05,9.03505601734731e-05,0.000206199738813664,0.000308055318870027,0.000177742229331911,8.43660777322398e-05,3.39966456642945e-05,1.14645373199351e-05,9.44490919394446e-05,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophaceae","Desulfomonile"
"Desulfoprunum",8.53490777279071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13322152214315e-05,0,0,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfoprunum"
"Desulfotomaculum",0,0,0,0,0,0,1.64361946922049e-05,0,0,3.32870484849638e-05,6.44374183792701e-05,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae_2","Desulfotomaculum"
"Desulfovibrio",0.000251026699199727,0.00014676475444422,0.000124753957472762,0.00027427048947487,0.000670820716077494,0.00206844087339759,0.000471170914509873,0.00216312911533728,0.000603365990929728,0.000466018678789493,0.00045106192865489,0.000353935898276201,0.00027994401119776,0.000253098233196719,6.04384811809679e-05,0.000160503522479092,0.000157415153232408,0,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"Devosia",0.00195800825375787,0.00247665523124622,0.00214391986175413,0.00239986678290511,0.00196994534228391,0.0012259755936551,0.00185181126865508,0.00157318481115439,0.00130564443938892,0.00205904171342704,0.000927898824661489,0.00189421249262634,0.00143971205758848,0.00155855227810611,0.00259885469078162,0.00208081352356822,0.00170458123071664,0.00201016064808458,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia"
"Dialister",5.02053398399454e-06,0,0,0,0,0,0,0,4.94562287647318e-06,0,8.59165578390267e-06,0,0,0,3.7774050738105e-06,5.73226865996756e-06,0,0,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister"
"Diaminobutyricibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Diaminobutyricibacter"
"Diaphorobacter",5.02053398399454e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter"
"Dietzia",9.03696117119017e-05,1.2230396203685e-05,0,0,4.25168059485736e-05,1.25741086528729e-05,1.64361946922049e-05,0,9.89124575294635e-06,0,3.43666231356107e-05,0,0,0,3.7774050738105e-06,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dietziaceae","Dietzia"
"Dokdonella",0.00163669407878222,0.00100289248870217,0.00025412843188896,0.000450587232708715,0.00187546355128708,0.00200557033013322,0.00165457693234862,0.00167468060542241,0.0019733035277128,0.0011460255264109,0.00189875592824249,0.0028445959231828,0.00270168188584505,0.00208251002402213,0.00101612196485502,0.000957288866214582,0.000382293943564419,0.000659069064945764,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dokdonella"
"Dongia",0.00336375776927634,0.000831666941850581,0.000286472050493009,0.00212069860611819,0.00309427865514619,0.00233878420943435,0.0023668120356775,0.00180155034825744,0.00152325184595374,0.00234435927186959,0.00453209842600866,0.00438487251753294,0.00345708636050568,0.00326807543215413,0.00203224392971005,0.00188018412046936,0.00152018062264439,0.00133461485651517,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia"
"Duganella",0.000346416844895623,0.000409718272823448,0.000679215990685038,0.00128319407575743,0.000307065820739698,0.000383510313912623,0.000471170914509873,0.000469418048489616,0.000657767842570933,0.000494550434633747,0.000296412124544642,9.83155272989448e-05,8.44275589326579e-05,0.000146530556061259,9.06577217714519e-05,0.00108339877673387,0.00100295940488077,0.000499794040917204,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"Dyadobacter",4.01642718719563e-05,9.17279715276376e-05,0.000138615508303069,0.000142032932049486,6.61372536977811e-05,0,9.86171681532292e-05,1.26869742835031e-05,0,4.75529264070911e-06,0.000103099869406832,0.000104869895785541,1.33306671998934e-05,3.99628789257978e-05,5.28836710333469e-05,0.000355400656917988,7.64587887128838e-05,1.09844844157627e-05,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"Dyella",0.000436786456607525,0.000446409461434503,0.00014785654218994,0.000230191303666409,0.000103929970096513,0.000150889303834474,0.000219149262562731,0.000215678562819553,3.95649830117854e-05,0.00010937173073631,6.01415904873187e-05,0.000288392213410238,0.000128863116265636,0.000159851515703191,4.53288608857259e-05,0.00107193423941393,0.000854539403261642,0.000845805300013731,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dyella"
"Edaphobacter",5.52258738239399e-05,2.446079240737e-05,0,0.000127339870113332,8.50336118971471e-05,0.00017603752114022,9.86171681532292e-05,0.00012052625569328,0.000257172389576605,0.000128392901299146,0.000244862189841226,2.62174739463853e-05,2.66613343997867e-05,8.8806397612884e-06,3.7774050738105e-06,0.000154771253819124,0.000139424850005847,9.88603597418646e-05,"Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Edaphobacter"
"Elizabethkingia",5.02053398399454e-06,0,0,0,1.41722686495245e-05,0,0,0,0,0,4.29582789195134e-06,2.62174739463853e-05,4.44355573329778e-06,8.8806397612884e-06,3.7774050738105e-06,5.73226865996756e-06,0,0,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Elizabethkingia"
"Emticicia",0,0,0,4.89768731205125e-06,2.8344537299049e-05,6.28705432643643e-06,1.09574631281366e-05,0,0,9.51058528141822e-06,0,0,0,2.66419192838652e-05,0,0,0,0,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Emticicia"
"Enhydrobacter",5.52258738239399e-05,0,0,6.36699350566662e-05,0,0,1.09574631281366e-05,0,4.94562287647318e-06,1.90211705628364e-05,0,0,4.44355573329778e-06,0.000293061112122517,0,0,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter"
"Enhygromyxa",7.53080097599181e-05,1.83455943055275e-05,1.38615508303069e-05,7.34653096807687e-05,4.25168059485736e-05,6.28705432643643e-05,0.000268457846639346,9.51523071262735e-05,2.47281143823659e-05,4.2797633766382e-05,0.000210495566705616,0.000360490266762797,7.55404474660623e-05,0.000173172475345124,3.0219240590484e-05,5.73226865996756e-06,4.49757580664022e-06,2.19689688315255e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Enhygromyxa"
"Ensifer",0.000261067767167716,0.00173671626092327,0.00307726428432813,0.00227742460010383,0.000807819313022898,0.00044009380285055,0.000690320177072604,0.000710470559876175,0.000563801007917942,0.000361402240693892,0.000227678878273421,0.000471914531034935,0.000231064898131485,0.000546159345319237,0.000245531329797682,0.000263684358358508,0.000395786670984339,0.000269119868186187,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"Enterococcus",0,0,2.31025847171782e-05,3.918149849641e-05,0,6.28705432643643e-06,6.02660472047512e-05,0,0,4.75529264070911e-06,0,0,0,0,0,0,0,1.64767266236441e-05,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"Erythrobacter",0,0,2.77231016606138e-05,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter"
"Erythromicrobium",0.00026608830115171,0.00102735328110954,0.00123829854084075,0.000450587232708715,0.000212584029742868,0.000188611629793093,0.000104095899717297,0.000190304614252547,0.000227498652317766,0.000190211705628364,0.000262045501409032,0.000275283476437045,0.000128863116265636,0.000226456313912854,0.000147318797878609,0.000326739313618151,0.000139424850005847,1.64767266236441e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythromicrobium"
"Escherichia/Shigella",2.51026699199727e-05,2.446079240737e-05,0,2.93861238723075e-05,4.72408954984151e-06,6.28705432643643e-06,0,0,0,4.75529264070911e-06,3.43666231356107e-05,6.55436848659632e-06,1.77742229331911e-05,8.8806397612884e-06,3.7774050738105e-06,5.73226865996756e-06,4.49757580664022e-06,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella"
"Eubacterium",0,0,0,0,0,0,0,0,0,0,0,8.52067903257521e-05,0,0,0,5.73226865996756e-06,0,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Exiguobacterium",0,0,9.24103388687126e-06,4.89768731205125e-06,0,6.28705432643643e-06,5.47873156406829e-06,6.34348714175156e-06,1.48368686294195e-05,0,8.59165578390267e-06,0,0,4.4403198806442e-06,0,1.71968059799027e-05,4.49757580664022e-06,1.09844844157627e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_Incertae_Sedis_XII","Exiguobacterium"
"Faecalibacterium",5.02053398399454e-06,6.11519810184251e-06,0,9.7953746241025e-06,9.44817909968301e-06,6.28705432643643e-06,0,0,0,4.75529264070911e-06,0,6.55436848659632e-06,4.44355573329778e-06,0,7.55481014762099e-06,2.29290746398702e-05,1.34927274199207e-05,0,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Ferrovibrio",4.51848058559508e-05,0.00012230396203685,6.93077541515345e-05,7.34653096807687e-05,0.000108654059646355,6.28705432643643e-06,0.000109574631281366,0.000145900204260286,9.89124575294636e-05,4.2797633766382e-05,0,9.83155272989448e-05,6.2209780266169e-05,4.4403198806442e-06,0.000222866899354819,0,0.000157415153232408,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Ferrovibrio"
"Ferruginibacter",2.00821359359782e-05,0.00124750041277587,0.00126140112555793,0.00047017798195692,0.00102985152186545,0.000119454032202292,0.000504043303894282,0.000298143895662324,0.00010880370328241,0.00037566811861602,0.000498316035466355,0.00140918922461821,0.000968695149858917,0.0012654911659836,4.15514558119154e-05,0.00030381023897828,0.00040478182259762,0.000148290539612797,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter"
"Fibrobacter",0,6.11519810184251e-05,0,3.42838111843587e-05,3.77927163987321e-05,0,0,0,3.46193601353122e-05,1.42658779221273e-05,0,0,8.88711146659557e-06,6.21644783290188e-05,0.000200202468911956,0,0,5.49224220788137e-06,"Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Fibrobacter"
"Fictibacillus",0,0,0,2.93861238723075e-05,0,0,0,0,4.94562287647318e-06,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Fictibacillus"
"Fimbriimonas",0.000175718689439809,0.000299644706990283,9.24103388687126e-06,9.30560589289737e-05,0.000330686268488905,6.28705432643643e-05,0.000142447020665775,0.000133213229976783,0.000153314309170668,0.000223498754113328,0.000176128943570005,0,4.44355573329778e-05,9.32467174935282e-05,0,0.000475778298777307,0.000233873941945291,8.78758753261019e-05,"Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonas"
"Finegoldia",0,0,0,4.89768731205125e-06,0,0,0,6.34348714175156e-06,0,4.75529264070911e-06,0,6.55436848659632e-06,0,0,0,0,0,5.49224220788137e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XI","Finegoldia"
"Flavihumibacter",0,0,0,0,4.72408954984151e-06,6.28705432643643e-06,0,0,0,1.90211705628364e-05,0.000133170664650491,0,4.44355573329778e-06,0,0,0,0,0,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavihumibacter"
"Flavisolibacter",0.00101916839875089,0.00269680236291255,0.0013491909474832,0.00176316743233845,0.00210221984967947,0.00491018942894686,0.00180798141614253,0.00443409751208434,0.0056429557020559,0.00293401555931752,0.00376744106124132,0.00182866880776037,0.00159079295252061,0.00157631355762869,0.000517504495112038,0.000143306716499189,0.000251864245171852,0.000291088837017712,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter"
"Flavitalea",0.0012852566999026,0.00111908125263718,0.00182510419265707,0.00113626345639589,0.00158729408874675,0.00143344838642751,0.00193947097368017,0.00153512388830388,0.00189417356168923,0.00216841344416335,0.00213073063440786,0.00173035328046143,0.00208847119464996,0.00158963451727062,0.000256863545019114,0.000401258806197729,0.000742100008095636,0.000203212961691611,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavitalea"
"Flavobacterium",0.000612505146047334,0.000440294263332661,0.00159869886242873,0.00250271821645819,0.000524373940032407,0.000886474660027537,0.000487607109202078,0.00114182768551528,0.000494562287647318,0.000965324406063949,0.000309299608220496,0.000793078586878154,0.000244395565331378,0.00132321532443197,7.93255065500204e-05,0.000252219821038572,0.00232074911622635,0.000197720719483729,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Flexivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermacoccaceae","Flexivirga"
"Fluviicola",4.51848058559508e-05,0.000128419160138693,7.39282710949701e-05,8.32606843048712e-05,0.000321238089389222,6.91575975908008e-05,7.6702241896956e-05,4.44044099922609e-05,6.92387202706245e-05,6.18188043292184e-05,0,2.62174739463853e-05,3.99920015996801e-05,3.10822391645094e-05,0,3.43936119598053e-05,6.29660612929631e-05,0,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"Fodinicola",0,0,0,0,0,0,0,0,0,1.90211705628364e-05,0,0,0,0,0,0,0,0,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Fodinicola"
"Fodinicurvata",3.51437378879618e-05,4.89215848147401e-05,6.46872372080988e-05,5.8772247744615e-05,3.77927163987321e-05,2.51482173057457e-05,9.31384365891609e-05,8.24653328427703e-05,4.94562287647318e-06,6.18188043292184e-05,0.000111691525190735,5.89893163793669e-05,0.000191072896531805,5.77241584483746e-05,0,8.02517612395458e-05,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Fodinicurvata"
"Fontimonas",0,0,5.08256863777919e-05,0,0,0,0,0,0,0,0,5.24349478927705e-05,0,0,0,5.73226865996756e-06,0,0,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Fontimonas"
"Fusobacterium",5.02053398399454e-06,0,0,1.46930619361537e-05,0,1.25741086528729e-05,0,0,1.48368686294195e-05,0,0,0,1.33306671998934e-05,0,0,0,0,0,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Gaiella",0.010146499181653,0.0159178606590961,0.00949978283570366,0.014908560177884,0.0106622701139923,0.00947459086993971,0.0120696456356424,0.0106824323467096,0.010880370328241,0.00903505601734731,0.0075649529177263,0.01428852330078,0.0127352307316315,0.00952892646386246,0.0169492165661877,0.0286670755684977,0.0245207832978025,0.0248469037484553,"Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella"
"Geminicoccus",0,0,0,3.42838111843587e-05,3.30686268488905e-05,5.65834889379279e-05,4.93085840766146e-05,1.26869742835031e-05,5.44018516412049e-05,2.37764632035455e-05,0,0,2.22177786664889e-05,0,5.66610761071574e-05,0,0,0,"Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Unassigned","Geminicoccus"
"Gemmata",0.00375033888604392,0.00309429023953231,0.00272148447968359,0.00320798518939357,0.00351944671463192,0.00328812941272626,0.00388442067892442,0.00407886223214626,0.00378340150050198,0.00361402240693892,0.0027450340229569,0.00212361538965721,0.00368370770290386,0.00329915767131864,0.00395494311227959,0.00221838797140744,0.00452006368567342,0.00272964437731704,"Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Gemmata"
"Gemmatimonas",0.0246257191914932,0.0286497031071322,0.0303290732167115,0.0217065501670111,0.0204553077508137,0.0284300596641456,0.0195700291468519,0.0112025982923333,0.0297973778307509,0.0280086736537767,0.0376830022681971,0.0341154879727338,0.0323890777400076,0.029852270557571,0.021448106009096,0.0261907355073918,0.0195824450621115,0.0218261705341206,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Gemmobacter",5.02053398399454e-06,1.2230396203685e-05,2.31025847171782e-05,2.44884365602562e-05,0,2.51482173057457e-05,5.47873156406829e-06,6.34348714175156e-06,1.48368686294195e-05,4.75529264070911e-06,4.29582789195134e-06,0,1.77742229331911e-05,0,3.7774050738105e-06,0.000183432597118962,8.99515161328044e-06,5.49224220788137e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Gemmobacter"
"Geobacillus",0,6.11519810184251e-05,0,5.38745604325637e-05,2.36204477492075e-05,3.14352716321822e-05,5.47873156406829e-06,1.90304614252547e-05,9.89124575294635e-06,0,0,0,1.77742229331911e-05,0,0,0,1.79903032265609e-05,8.23836331182205e-05,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Geobacillus"
"Geobacter",0.00246508218614132,0.00108239006402612,0.00162180144714591,0.00335491580875511,0.0166146229467926,0.0369804535480991,0.00470623041353466,0.0269281029167354,0.0132443780631952,0.0217031556121964,0.00735016152312874,0.00452906862423805,0.00396365171410162,0.00322811255322833,0.000770590635057341,0.00714240675031957,0.00395336913403675,0.00179596320197721,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"Geodermatophilus",0,4.28063867128976e-05,4.62051694343563e-05,1.9590749248205e-05,0,0,5.47873156406829e-06,1.26869742835031e-05,4.94562287647318e-06,0,0,0,0,0,0,0.000154771253819124,2.24878790332011e-05,3.29534532472882e-05,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus"
"Georgfuchsia",0,0,1.84820677737425e-05,0,0,0,0,0,0,0,0,0,0,4.4403198806442e-06,0,0,8.99515161328044e-06,0,"Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Georgfuchsia"
"Geothermomicrobium",0,0,0,0,0,0,5.47873156406829e-06,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1","Geothermomicrobium"
