"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Cytophagales",1635,1565,2658,2485,1934,993,1089,947,1259,1854,1402,1073,2004,1860,2803,1005,1868,1517
"Deferribacterales",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
"Deinococcales",14,0,0,6,10,8,5,3,15,9,15,19,38,5,0,0,20,2
"Deltaproteobacteria_incertae_sedis",3,0,0,5,0,0,0,0,0,0,0,0,1,0,0,15,0,0
"Desulfobacterales",24,12,42,12,20,38,31,30,11,17,27,9,8,16,6,7,15,28
"Desulfovibrionales",50,24,27,56,142,329,86,341,122,98,106,54,63,57,16,28,35,0
"Desulfuromonadales",527,179,362,709,3593,6076,937,4536,2778,4723,1932,723,918,764,205,1300,910,332
"Enterobacteriales",385,395,950,465,108,7,75,45,13,50,155,78,40,61,127,262,283,816
"Erysipelotrichales",2,5,1,0,10,2,3,2,0,0,1,0,5,2,0,0,1,1
"Fibrobacterales",0,10,0,7,8,0,0,0,7,3,0,0,2,14,53,0,0,1
"Fimbriimonadales",35,49,2,19,70,10,26,21,31,47,41,0,10,21,0,83,52,16
"Flavobacteriales",208,115,405,564,255,188,144,280,131,343,107,180,97,352,93,128,636,53
"Fusobacteriales",4,11,9,6,0,13,16,8,12,0,12,7,19,10,11,9,9,12
"Gaiellales",2021,2603,2056,3044,2257,1507,2203,1684,2200,1900,1761,2180,2866,2146,4487,5001,5452,4524
"Gallionellales",0,1,0,0,0,0,1,0,1,0,0,5,1,0,1,0,1,0
"Gammaproteobacteria_incertae_sedis",49,35,160,44,113,102,184,76,133,90,294,56,17,45,0,1,24,0
"Gemmatimonadales",4905,4685,6564,4432,4330,4522,3572,1766,6025,5890,8772,5205,7289,6723,5678,4569,4354,3974
"Halanaerobiales",9,0,0,0,6,2,5,8,1,4,41,2,15,33,9,0,7,0
"Herpetosiphonales",0,31,9,16,3,18,23,5,8,8,72,2,6,19,0,0,41,0
"Holophagales",212,44,51,151,256,229,155,155,81,145,205,125,81,134,149,212,122,54
"Hydrogenophilales",18,5,19,56,344,646,121,843,258,108,58,24,129,232,3,8,10,19
"Ignavibacteriales",0,32,32,0,7,9,48,6,0,25,0,14,5,11,0,0,0,0
"Ktedonobacterales",173,182,127,103,94,181,86,44,84,44,170,33,336,69,244,161,272,261
"Lactobacillales",16,1,23,9,1,3,12,3,5,4,4,12,14,16,38,17,25,5
"Legionellales",2031,1202,1494,1695,2122,1156,1501,923,1190,2115,1936,1540,1611,2320,2476,928,2056,1632
"Methanomassiliicoccales",4,0,13,9,13,0,0,1,5,3,0,0,7,3,0,22,1,0
"Methylophilales",32,47,21,45,74,57,67,47,51,44,0,45,117,109,1,71,43,18
"Myxococcales",4134,2873,3161,3750,4413,3615,3414,3101,4125,4603,6321,3769,5394,5521,6136,4163,3729,4216
"Neisseriales",1102,1508,2953,4111,626,454,525,681,821,712,914,524,525,779,562,2732,3516,1441
"Nitrosomonadales",384,351,317,329,379,308,251,346,641,479,205,247,338,408,400,145,384,474
"Nitrosopumilales",328,79,107,117,402,228,167,231,339,254,516,152,469,428,644,108,104,9
"Nitrososphaerales",1887,2395,599,2318,2147,3717,2013,1972,2397,2596,2945,1362,3474,3775,3209,1886,3956,3015
"Nitrospirales",1270,1237,1304,1310,1101,911,703,847,1313,1496,1119,1230,1698,1409,2461,1558,2118,2591
"Oceanospirillales",7,5,17,19,1,2,4,0,9,0,24,18,16,15,0,47,69,55
"Oligoflexales",0,0,0,0,0,0,0,0,9,0,23,0,3,4,0,0,0,0
"Opitutales",647,728,718,879,627,462,477,705,972,730,987,383,529,651,1053,773,1072,710
"Pasteurellales",6,0,0,0,0,0,0,0,0,0,4,4,3,4,13,5,4,1
"Planctomycetales",6515,6227,9910,7458,6527,5210,6941,4638,5657,6120,6941,3238,6509,6923,9831,3825,7038,3949
"Pseudomonadales",685,1379,7768,3094,1231,359,1092,630,513,910,468,1712,1619,2756,352,1380,1531,1626
"Puniceicoccales",1,0,0,3,0,5,1,9,13,14,3,0,3,4,0,0,17,3
"Rhizobiales",11835,10482,16408,12002,13764,8944,11623,8556,11716,14198,10182,10613,12653,14505,17029,6698,8537,9139
"Rhodobacterales",51,228,430,238,168,66,134,94,93,147,43,86,109,60,64,159,114,121
"Rhodocyclales",732,710,970,1163,1777,2171,782,2452,2134,2809,836,714,1322,1542,566,845,991,420
"Rhodospirillales",8233,5175,5980,6483,7453,4906,6718,5014,6165,7426,9913,8674,12487,11483,11749,6702,6791,4907
"Rickettsiales",11,5,0,10,6,4,12,3,3,8,11,0,6,4,6,0,0,4
"Rubrobacterales",0,1,4,2,0,0,0,0,0,0,17,1,0,2,0,9,2,3
"Selenomonadales",4,1,7,2,1,19,2,15,9,6,3,0,4,6,1,1,11,1
"Sneathiellales",9,20,15,15,26,1,22,25,20,10,8,28,14,1,59,0,35,0
"Solirubrobacterales",674,278,312,647,582,362,341,416,596,478,485,439,722,598,600,753,720,419
"Sphaerobacterales",53,46,24,59,34,29,54,35,45,27,52,40,61,51,54,29,42,23
"Sphingobacteriales",10748,12675,11351,12287,12137,8707,8696,10626,14367,12544,10961,5883,9699,9601,11072,8765,20226,22644
"Sphingomonadales",7759,9486,13320,11841,8624,5175,6508,5907,7414,8145,7712,5357,6113,6295,8776,10650,10709,5803
"Spirochaetales",94,35,3,59,100,54,64,69,72,133,126,39,92,102,79,23,34,32
"Sulfuricellales",2,4,7,30,107,122,50,145,231,148,40,53,76,130,34,30,81,22
"Syntrophobacterales",39,11,5,11,14,21,9,22,35,30,49,50,81,44,31,30,21,0
"Tepidisphaerales",0,0,15,0,9,0,0,0,0,8,0,0,0,0,0,0,9,0
"Thermoanaerobacterales",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"Thermogemmatisporales",65,56,12,23,40,99,20,50,112,80,170,0,8,4,58,40,158,120
"Thermoleophilales",0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,0,5
"Thiotrichales",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12
"Unassigned",100490,74271,95924,85549,104469,80056,96184,79002,105695,105182,126631,75898,121721,119677,142990,78649,98045,80459
"Verrucomicrobiales",15,150,134,261,84,33,132,45,69,30,181,39,66,94,0,41,124,46
"Vibrionales",0,1,2,1,0,0,0,0,0,1,0,1,0,3,20,1,0,3
"Xanthomonadales",5461,4801,5994,5128,6170,3919,4667,4047,5564,4926,4176,3711,5048,5093,4758,3974,4892,2699
