"","sample1","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9"
"Thermoactinomyces",0,0,2,0,5,0,0,0,10,0,9,0,5,0,0,0,0,0
"Thermobacillus",0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
"Thermobifida",5,0,0,0,10,4,3,0,7,0,0,3,7,0,0,14,0,0
"Thermoflavimicrobium",9,0,0,0,3,0,0,1,10,0,0,0,3,1,0,0,0,0
"Thermogemmatispora",65,56,12,23,40,99,20,50,112,80,170,0,8,4,58,40,158,120
"Thermogutta",638,339,456,390,451,321,677,322,391,447,540,218,426,671,497,178,318,197
"Thermoleophilum",0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,0,5
"Thermomonas",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Thermosporothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thioalkalispira",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"Thiobacillus",18,5,18,56,344,646,121,842,258,108,58,24,129,232,3,8,10,19
"Thiobacter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Thiocystis",0,8,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thioprofundum",9,2,0,23,0,7,8,6,11,5,0,34,0,0,0,0,0,0
"Tissierella",0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0
"Tolumonas",0,10,11,0,0,0,0,0,0,0,0,21,4,3,1,0,0,0
"Treponema",1,0,3,7,7,0,2,5,0,9,0,0,14,0,0,0,0,2
"Truepera",12,0,0,0,10,7,5,3,13,6,0,0,35,5,0,0,9,0
"Tsukamurella",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tuberibacillus",5,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0
"Tumebacillus",79,58,112,161,99,60,49,82,237,158,31,15,66,80,85,236,84,95
"Turicibacter",1,5,0,0,10,2,3,2,0,0,0,0,5,0,0,0,0,0
"Turneriella",20,34,0,27,75,46,40,45,60,85,82,23,30,43,16,0,22,26
"Uliginosibacterium",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,35
"Unassigned",96593,78116,98952,92394,103565,72143,86384,72398,96188,101455,116740,76635,115912,115798,135599,79995,102600,91420
"Undibacterium",0,8,17,20,0,0,1,2,0,0,0,2,0,2,0,1,6,0
"Ureibacillus",70,0,1,1,49,17,45,9,26,36,7,34,42,26,26,0,1,8
"Vallitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vampirovibrio",105,50,39,101,213,78,151,69,89,138,299,79,111,98,110,18,114,38
"Variibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Variovorax",83,68,197,329,69,26,86,85,38,60,42,105,135,174,41,99,116,73
"Vasilyevaea",53,29,43,28,13,15,25,14,19,28,23,27,38,22,30,26,28,16
"Veillonella",0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
"Verrucomicrobium",0,119,102,85,7,3,36,13,7,17,15,4,12,1,0,5,75,15
"Vibrio",0,1,2,1,0,0,0,0,0,1,0,1,0,3,20,1,0,3
"Virgibacillus",15,11,16,2,9,7,7,15,11,18,49,28,30,18,51,29,24,10
"Virgisporangium",92,42,14,25,39,48,37,15,46,63,0,81,50,32,43,10,4,0
"Vogesella",0,243,321,130,23,6,22,22,23,8,0,10,0,9,0,0,12,4
"Vulgatibacter",17,3,1,16,10,10,10,5,6,10,1,21,2,28,36,12,34,0
"Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williamsia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woesearchaeota_Incertae_Sedis_AR15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woesearchaeota_Incertae_Sedis_AR16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woesearchaeota_Incertae_Sedis_AR18",0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,8,0
"WPS-1_genera_incertae_sedis",2124,1497,1756,2107,2678,2593,2738,2278,3276,2597,2277,993,2295,2724,2850,1328,2494,1804
"WPS-2_genera_incertae_sedis",94,135,163,152,83,40,44,36,40,17,67,0,24,33,195,208,237,359
"Xanthobacter",0,0,0,6,1,0,10,2,0,5,0,0,6,0,14,0,2,10
"Xanthomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"Xenophilus",69,42,29,57,42,77,91,78,48,73,3,51,47,43,0,48,101,50
"Yersinia",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zavarzinella",180,376,500,638,400,431,374,299,352,389,323,220,501,391,780,148,336,174
"Zimmermannella",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zobellella",0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0
"Zoogloea",1,9,14,9,0,1,0,0,0,0,1,0,1,0,0,0,1,1
