"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT"
"Chlamydiales",-0.637022523152975,"nosig",0.165548757765868,-0.723726918006386,"nosig",0.11379763010099,-0.0867043948534114,"nosig",0.844416093524487,0.000293308207389802,0.000588736769492031,0.000588689745335205
"Chloroflexales",0.300735815514056,"nosig",0.280959441710321,-0.0116209715480945,"nosig",0.966618852674609,-0.312356787062151,"nosig",0.26132841196078,0.00321024883085618,0.00345635310967477,0.00382856546945107
"Chromatiales",-1.48299745102854,"nosig",0.12296035994069,-1.28363975338492,"nosig",0.187782133693656,0.199357697643615,"nosig",0.804423184707368,9.22466675891333e-06,4.0622125781424e-05,3.14937130156697e-05
"Clostridiales",0.895355350969256,"nosig",0.200801162905904,1.34826334082532,"nosig",0.0569853069416617,0.452907989856066,"nosig",0.517854156928057,0.0013570180376854,0.000992434123911677,0.000640147704977781
"Cytophagales",-1.05405145943642,"depleted",0.00112894766128376,-0.988030038264852,"depleted",0.00224702473994741,0.0660214211715725,"nosig",0.836010600822198,0.00560271792636448,0.015228371033761,0.0130296228233419
"Desulfuromonadales",-0.676302551617816,"nosig",0.018622865087437,-0.470660440196765,"nosig",0.103048971410218,0.205642111421051,"nosig",0.462039189299661,0.000843478217443568,0.00174921990215929,0.00135702424505381
"Enterobacteriales",-5.34119979271732,"depleted",0.000286204542193618,0.642579920677194,"nosig",0.624701485358007,5.98377971339451,"enriched",8.22037742934212e-05,2.60528182514198e-05,0.00155678201220248,1.77496262732731e-05
"Erysipelotrichales",-0.77629721338854,"nosig",0.151570314928702,0.0543343601396314,"nosig",0.927352347975356,0.830631573528172,"nosig",0.115181927913964,6.23019242185892e-05,0.000147142786841902,7.15588990258497e-05
"Flavobacteriales",0.122630826947492,"nosig",0.77733758044887,0.0974593615287014,"nosig",0.822170622071633,-0.0251714654187908,"nosig",0.953703312819297,0.0314621032765026,0.038031933132821,0.0339932748083859
"Gaiellales",0.105498382190832,"nosig",0.673605271041977,0.13642614255215,"nosig",0.586270277130438,0.030927760361318,"nosig",0.901646038149209,0.00455469640657531,0.00557244794963908,0.0047722888895285
"Herpetosiphonales",-0.307108346930196,"nosig",0.579213959745544,-1.1629785327994,"nosig",0.0377691097436791,-0.855870185869208,"nosig",0.123686072050548,0.0036702742010781,0.00605969765553012,0.0092648155877006
"Ignavibacteriales",-0.343072221711028,"nosig",0.635103285615648,0.677724283456488,"nosig",0.365136830918358,1.02079650516752,"nosig",0.166237282246086,0.000137276492569645,0.000222615327700005,9.89802260936175e-05
"Methylophilales",0.739383909337338,"nosig",0.0291184271060477,0.0374425920337478,"nosig",0.910992452670626,-0.70194131730359,"nosig",0.0378860019660361,0.00295296010845114,0.00233222598809071,0.0034300259716075
"Myxococcales",-0.100340916984145,"nosig",0.606857756660867,-0.128349574394793,"nosig",0.510457389538229,-0.0280086574106482,"nosig",0.885509368321879,0.0108461131417742,0.0153366823032229,0.0137184107255807
"Nitrosomonadales",-0.206799670646828,"nosig",0.740887514581761,0.132544235681006,"nosig",0.8385128265928,0.339343906327834,"nosig",0.582536362722661,6.06808088161159e-05,9.21956700925759e-05,6.26174693116448e-05
"Nitrososphaerales",-1.41315836742636,"nosig",0.0675428417145791,-1.33044590897566,"nosig",0.0886805703229216,0.0827124584507091,"nosig",0.895816138609421,1.88522464872707e-05,7.14976601085296e-05,5.83620507606461e-05
"Nitrospirales",-0.340164028257736,"nosig",0.377580043073466,-0.750002526645509,"nosig",0.0505078845630396,-0.409838498387773,"nosig",0.27569946109199,0.00059488894847954,0.000988211165033553,0.00114343088960516
"Oceanospirillales",1.71476559257543,"enriched",0.0120543506332221,2.14022070920608,"enriched",0.00247830922333573,0.425455116630649,"nosig",0.581897449699264,0.000161593784685194,6.12441052251075e-05,4.07334494005479e-05
"Oligoflexales",-2.38774026435863,"depleted",0.00111238251886778,-1.53944854678685,"nosig",0.0502171343572768,0.848291717571776,"nosig",0.155191489724775,1.92551594567146e-05,0.000141804834549135,6.67471280375451e-05
"Opitutales",-1.84202166262087,"depleted",5.05376116047224e-07,-1.71217904095653,"depleted",3.18967905344648e-06,0.129842621664341,"nosig",0.693267403230886,0.000249153165125234,0.00121457453276216,0.000981347927641984
"Planctomycetales",-1.87917137422606,"depleted",2.88191839233585e-05,-0.832509878249364,"nosig",0.0596475442549245,1.0466614959767,"nosig",0.0162651844076491,0.000943545619265052,0.00460144204066427,0.00200620861039554
"Pseudomonadales",0.243275484431191,"nosig",0.40592114836126,-0.135779983302902,"nosig",0.642546589526904,-0.379055467734093,"nosig",0.195612088543369,0.0507971095884166,0.0571223271430573,0.0640085359179983
"Rhizobiales",0.677768862383179,"enriched",0.00100413621878194,0.623451426143752,"enriched",0.00246311238645912,-0.0543174362394272,"nosig",0.791225143894919,0.135257749757942,0.111713143629195,0.100840356822601
"Rhodobacterales",0.0159947153551267,"nosig",0.960928067936519,0.537342585168032,"nosig",0.111769745403716,0.521347869812905,"nosig",0.118464247590831,0.000511583464159427,0.00065513196800439,0.000393835030018094
"Rhodocyclales",0.444069344181537,"nosig",0.414293775171036,-0.198754231693401,"nosig",0.702168509271751,-0.642823575874938,"nosig",0.22340172241605,0.000116235936787727,0.000109352457888172,0.000151951368844207
"Rhodospirillales",-0.20498251669588,"nosig",0.454390384152593,-0.0137538709147291,"nosig",0.959995960348039,0.191228645781151,"nosig",0.484514585106101,0.0060183509309334,0.0090428368041388,0.00704997942224777
"Rubrobacterales",-0.292964729675704,"nosig",0.457177494484831,-0.14707100293785,"nosig",0.71106786869963,0.145893726737854,"nosig",0.707500380673624,0.000462539689503359,0.000752148692194858,0.000576673161548224
"Sneathiellales",0.516319730575152,"nosig",0.121022770946722,-0.223777402643777,"nosig",0.490732961535892,-0.740097133218929,"nosig",0.0243057461381611,0.000794269026262031,0.000743130596885959,0.00108741475606086
"Solirubrobacterales",-0.057587847787576,"nosig",0.843052250969047,0.338605680297016,"nosig",0.245936335124178,0.396193528084592,"nosig",0.174161817672837,0.00738047218343096,0.0100944222672088,0.00654086453826035
"Sphingobacteriales",-1.06665848926396,"depleted",9.32751844717765e-05,-1.12822192734652,"depleted",3.6239785727218e-05,-0.0615634380825586,"nosig",0.81670106608825,0.00204016577304384,0.00560627146715073,0.00517563995842879
"Sphingomonadales",1.07986738943915,"enriched",2.25013920775407e-05,0.881522440658365,"enriched",0.000513175211247186,-0.198344948780782,"nosig",0.432195878056953,0.0273955728675513,0.0171942452956254,0.0169721400089727
"Spirochaetales",-0.313505321643546,"nosig",0.322079892335969,-0.619233977138416,"nosig",0.0492500538149509,-0.305728655494869,"nosig",0.322933952514515,0.000887180023356844,0.00147407310601117,0.00164920253259757
"Unassigned",0.00154775284142715,"nosig",0.993689910379382,0.101238788249386,"nosig",0.605018680666786,0.0996910354079593,"nosig",0.610473396876864,0.0907339982484454,0.119057640897205,0.0980108537307254
"Verrucomicrobiales",-1.54636327163878,"depleted",0.000582507967370736,-1.06276646499259,"nosig",0.0196522026407927,0.483596806646195,"nosig",0.246556827943203,0.000175381417135923,0.000697380176827179,0.000431791640335164
"Xanthomonadales",0.0707729745280549,"nosig",0.707538894730636,-0.129599218497332,"nosig",0.492032029320404,-0.200372193025387,"nosig",0.288078005177009,0.0516547221382675,0.064679672650872,0.0650133409981988
