"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT","phylum","class","order","family","genus"
"Nitrosospira",-0.410911051513218,"nosig",0.539967033870626,-0.0941519891234187,"nosig",0.891093541656287,0.3167590623898,"nosig",0.633857869470781,6.06808088161159e-05,9.21956700925759e-05,6.26174693116448e-05,"Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosospira"
"Nitrospira",-0.577339281142631,"nosig",0.148336263334954,-0.952915596033122,"nosig",0.0165872465377059,-0.375576314890491,"nosig",0.335239473105815,0.00059488894847954,0.000988211165033553,0.00114343088960516,"Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Nocardia",0.461114904839987,"nosig",0.41346659359446,-0.118243279056324,"nosig",0.832469285746388,-0.579358183896312,"nosig",0.304111196542696,0.000850943476070515,0.000691250306243734,0.000915630271875601,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia"
"Nocardioides",0.214125938417165,"nosig",0.300308487872929,0.249236960574732,"nosig",0.228160567163725,0.0351110221575671,"nosig",0.865223449806612,0.019972289757299,0.0196118980658283,0.0166354960956723,"Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides"
"Nonomuraea",-0.485067925374112,"nosig",0.454073741801415,-1.15317114994571,"nosig",0.0761585381449942,-0.668103224571598,"nosig",0.297887150994172,0.000459082575985371,0.00071784562757743,0.000972958083863285,"Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea"
"Noviherbaspirillum",0.183104556194327,"nosig",0.608106977395203,-0.260442733534075,"nosig",0.463977797075928,-0.443547289728403,"nosig",0.213743509243614,0.00251234813677199,0.00249633623867102,0.0030165749956776,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"Novosphingobium",-0.0299553339395466,"nosig",0.966159253280937,0.000325824445850545,"nosig",0.999684436636569,0.0302811583853971,"nosig",0.965847022763535,0.000113321572267106,0.000125762010417091,0.000112603139689466,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Ochrobactrum",2.07359992896015,"nosig",0.0170416449222255,0.230110993007781,"nosig",0.765864757558224,-1.84348893595237,"nosig",0.0352204092432761,0.000123099741417657,3.02843584040176e-05,0.000101987925269188,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Ochrobactrum"
"Ohtaekwangia",-1.16976704676863,"depleted",0.00887417335711527,-0.989769205532777,"nosig",0.0263247420387387,0.179997841235851,"nosig",0.682463006419136,0.00314478766749031,0.00751420209471357,0.00614421156610787,"Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Ohtaekwangia"
"Oligoflexus",-2.54918516907774,"depleted",0.000782090309794549,-1.7449712903385,"nosig",0.0303803257609371,0.804213878739242,"nosig",0.204843120581523,1.92551594567146e-05,0.000141804834549135,6.67471280375451e-05,"Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"Opitutus",-2.05911078274263,"depleted",2.51932545943687e-07,-1.94490897757596,"depleted",1.14083841542112e-06,0.114201805166672,"nosig",0.752554725517441,0.000249153165125234,0.00121457453276216,0.000981347927641984,"Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","Opitutus"
"Oscillochloris",0.370075790624845,"nosig",0.307296278745901,-0.192569153757532,"nosig",0.58889088573992,-0.562644944382377,"nosig",0.119147625932676,0.000871838872421296,0.000742668567551978,0.000975388769326704,"Chloroflexi","Chloroflexia","Chloroflexales","Oscillochloridaceae","Oscillochloris"
"Paenibacillus",-0.150155097912535,"nosig",0.794613060766533,1.79435844460412,"enriched",0.00261822943699869,1.94451354251665,"enriched",0.00116921679604379,0.00670022239366052,0.00838473995932505,0.00196275396431341,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus"
"Paenisporosarcina",-0.0568498238531803,"nosig",0.904881830837528,0.00228341506355241,"nosig",0.996265438005634,0.0591332389167327,"nosig",0.901159885519137,0.000222579404655959,0.000263532642471972,0.000219359279424314,"Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina"
"Pantoea",-5.93031057360094,"depleted",0.00443529618342262,2.31349305327356,"nosig",0.11061112531093,8.2438036268745,"enriched",0.00022356228471594,1.30264091257099e-05,0.00113039635806846,0,"Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea"
"Parachlamydia",-0.262559398896779,"nosig",0.617114872773649,-0.370711747135691,"nosig",0.477852365607613,-0.108152348238912,"nosig",0.832811895636747,0.00012957134069928,0.000176633709945103,0.000164617550351086,"Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Parachlamydia"
"Paraherbaspirillum",2.89866726504216,"enriched",6.58201135590319e-07,1.56222179095085,"enriched",0.00380964135962421,-1.33644547409131,"nosig",0.0211252869671289,0.00104013490934426,0.000155917558969792,0.000352666946509887,"Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Paraherbaspirillum"
"Pedomicrobium",-0.0540734310733664,"nosig",0.870957898824717,0.238624384138039,"nosig",0.475009684165297,0.292697815211406,"nosig",0.380816873653268,0.00296999708617131,0.00343452208590633,0.00245323248610692,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"Pelagibius",2.97896862432927,"nosig",0.0251720026624762,4.24211512269642,"enriched",0.00257454782404212,1.26314649836715,"nosig",0.257515747290969,5.99043242364338e-05,5.05939732459069e-06,0,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pelagibius"
"Pelomonas",1.22635295591991,"enriched",0.000304671535854116,0.690143308196467,"nosig",0.0400541526873303,-0.53620964772344,"nosig",0.110336750604845,0.0581573833016284,0.0276249656470225,0.0354764567356674,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Peredibacter",0.592766859117501,"nosig",0.222630560855203,0.0118151404114421,"nosig",0.980467416181548,-0.580951718706059,"nosig",0.232044626718184,0.00218094398722734,0.00166121195898629,0.00213859552151973,"Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"Permianibacter",-0.0460803419008939,"nosig",0.914180383888923,-0.416554531738653,"nosig",0.326515805079852,-0.370474189837759,"nosig",0.382218133161104,0.000659313519137218,0.000778888764010713,0.000892955764825612,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Permianibacter"
"Phenylobacterium",0.749284007654889,"enriched",0.00456828858536492,0.430651717333174,"nosig",0.101043682665983,-0.318632290321716,"nosig",0.227504204821033,0.00740129594506262,0.00495161236181216,0.00536690646662039,"Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Phreatobacter",0.784327542008127,"nosig",0.284966720921988,0.845266943485014,"nosig",0.250418738871019,0.0609394014768872,"nosig",0.935498385281142,0.000191532047548193,0.000130524856250262,0.000112591339782947,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_incertae_sedis","Phreatobacter"
"Phycicoccus",-1.01570654985014,"nosig",0.23010722107935,-0.706265276929373,"nosig",0.419158009536943,0.309441272920767,"nosig",0.692483163291029,1.76814019510326e-05,4.55450825357701e-05,3.14484945338097e-05,"Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Phycicoccus"
"Phyllobacterium",1.01249836346533,"enriched",0.00893358893546598,0.407084890734476,"nosig",0.286214659129362,-0.605413472730851,"nosig",0.117547639163346,0.00252692489523691,0.00142293874255246,0.00186813078303197,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Phyllobacterium"
"Phytohabitans",-0.506104653656896,"nosig",0.499289651373075,-1.61974351369952,"nosig",0.027961242973661,-1.11363886004262,"nosig",0.119053788242366,8.79187223430741e-05,0.000146379258459548,0.000273783282698003,"Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Phytohabitans"
"Pirellula",-2.01905097077092,"depleted",2.9895871354912e-05,-1.25099007288349,"nosig",0.0128063527861113,0.76806089788743,"nosig",0.0784777185965004,9.44597407166785e-05,0.000456769271952486,0.000227782683259478,"Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Pirellula"
"Piscinibacter",-0.40816962482319,"nosig",0.231078471296047,-1.04666248013935,"depleted",0.00219929457187428,-0.638492855316164,"nosig",0.0592967995776217,0.0022284297068201,0.00333785052878589,0.00462038170596436,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Piscinibacter"
"Planifilum",-0.504754792363179,"nosig",0.335521435239769,0.354719157063893,"nosig",0.507486684899683,0.859473949427071,"nosig",0.105473569736799,0.000414321245680244,0.000672881375350617,0.000319127420811237,"Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_2","Planifilum"
